,True,Predicted
6816,87.80000305,87.991554
6817,87.5,87.570755
6818,87.40000153,87.22766
6819,87.30000305,87.298096
6822,87.40000153,87.34707
6824,87.69999695,87.23077
6826,87.69999695,87.65284
6827,87.80000305,88.074104
6831,88.30000305,88.39232
6833,88.30000305,87.88916
6834,88.30000305,87.72183
6835,88.09999847,87.351425
6838,87.09999847,87.061295
6844,86.90000153,86.596146
6845,86.69999695,87.12976
6852,86.80000305,87.02292
6854,86.90000153,86.52684
6862,87.0,86.74698
6868,85.5,85.5448
6869,85.09999847,85.25754
6870,85.0,84.97641
6874,84.40000153,84.51857
6885,85.0,84.87393
6895,84.5,84.819336
6899,84.59999847,84.13864
6905,84.0,83.81595
6910,83.69999695,83.47013
6911,83.59999847,83.60542
6915,83.30000305,83.61313
6921,84.09999847,84.24771
6922,84.09999847,83.95257
6926,84.80000305,84.53027
6927,84.0,83.94365
6930,85.542239,85.49223
6932,85.542239,85.609344
6936,87.90000153,86.800064
6941,86.80000305,86.366196
6947,86.80000305,86.78058
6949,86.80000305,86.25375
6950,84.80000305,84.43567
6951,84.30000305,83.863464
6956,83.5,83.60335
6957,83.19999695,83.30478
6959,82.90000153,82.75857
6962,83.09999847,83.05879
6979,84.19999695,84.25043
6980,84.19999695,84.27284
6985,84.59999847,84.54208
6990,86.30000305,86.58179
6991,86.80000305,86.82008
6992,87.59999847,87.75537
6995,86.69999695,86.44723
6996,85.80000305,85.72467
7000,84.59999847,84.910904
7007,85.80000305,85.65792
7008,85.90000153,85.61426
7011,85.90000153,86.32099
7012,86.09999847,86.39606
7013,86.80000305,86.55566
7018,85.80000305,85.92334
7021,85.80000305,85.90823
7026,84.90000153,85.01457
7033,85.30000305,85.011826
7034,85.0,85.18697
7036,84.90000153,85.07152
7047,86.19999695,86.88451
7063,85.80000305,85.725426
7073,87.0,86.85926
7075,86.69999695,86.54495
7078,86.80000305,86.83381
7083,86.40000153,86.55917
7087,87.09999847,87.16067
7096,86.59999847,86.881714
7098,86.5,86.5795
7102,87.19999695,86.927315
7108,86.40000153,86.53294
7110,86.69999695,86.39078
7111,86.59999847,86.50724
7114,87.19999695,87.11711
7116,87.0,86.61885
7120,86.80000305,86.90746
7124,86.90000153,86.98717
7125,87.09999847,87.53168
7128,86.90000153,87.027466
7130,86.80000305,86.59509
7132,86.69999695,86.44483
7137,85.40000153,85.57528
7138,84.69999695,84.805954
7140,84.5,84.32649
7144,84.69999695,85.063995
7147,84.40000153,84.43621
7148,84.69999695,84.802185
7152,84.19999695,84.19711
7155,83.80000305,84.43651
7156,84.5,84.63992
7160,84.30000305,84.48784
7162,84.0,84.72536
7163,83.90000153,84.47123
7164,84.19999695,84.29425
7172,83.90000153,83.69327
7173,84.0,83.8788
7176,84.0,83.872894
7179,84.59999847,84.70124
7185,84.0,84.09888
7189,84.30000305,84.24939
7193,85.542239,85.425476
7194,85.542239,85.38425
7197,85.542239,89.140976
7200,87.90000153,87.996
7202,87.5,87.5609
7204,87.40000153,87.56384
7206,87.59999847,87.81376
7207,86.69999695,86.607506
7208,86.30000305,86.49162
7209,86.59999847,86.620514
7210,86.59999847,86.29384
7211,86.09999847,86.44329
7213,86.40000153,86.44258
7217,85.80000305,85.61577
7221,85.69999695,85.51008
7228,85.69999695,86.17072
7232,85.09999847,84.95401
7233,85.09999847,85.02791
7234,85.0,85.208336
7239,84.59999847,85.1173
7246,84.30000305,84.58719
7250,84.5,85.108864
7255,85.19999695,85.53018
7257,85.0,85.00586
7263,84.69999695,85.12326
7268,84.90000153,84.94756
7271,84.5,85.257195
7278,85.19999695,84.90048
7282,84.69999695,84.868065
7288,85.30000305,85.44241
7295,85.542239,85.81161
7296,85.542239,85.67602
7299,88.40000153,87.58618
7300,86.40000153,85.7818
7303,85.09999847,85.43887
7307,84.59999847,85.17825
7315,84.69999695,84.79314
7316,84.5,84.71031
7318,84.09999847,84.432465
7319,84.19999695,84.19805
7320,84.09999847,83.94638
7322,83.5,83.85742
7326,83.80000305,83.83041
7332,83.90000153,84.15015
7334,84.0,84.416626
7335,83.80000305,84.5116
7338,84.09999847,83.97783
7339,84.09999847,84.351204
7340,83.90000153,83.86891
7355,84.69999695,84.74251
7359,84.69999695,84.764084
7363,84.80000305,85.08101
7365,85.0,85.11865
7370,85.09999847,85.219955
7371,85.0,85.25023
7373,85.59999847,85.41533
7374,85.30000305,85.5322
7377,85.40000153,85.97401
7379,86.0,86.139694
7385,85.90000153,86.14096
7387,85.40000153,85.695755
7391,85.0,84.84705
7392,84.90000153,85.14604
7393,85.19999695,85.61312
7396,84.90000153,84.7484
7399,84.90000153,85.22322
7406,85.542239,85.41658
7410,89.90000153,88.6949
7413,86.40000153,86.4968
7414,86.90000153,86.69133
7421,86.30000305,86.330956
7426,84.59999847,84.44962
7427,84.5,84.57617
7428,84.40000153,84.27192
7429,84.40000153,84.36897
7432,84.19999695,83.97511
7434,83.90000153,84.39227
7437,83.40000153,83.593475
7441,83.30000305,83.61824
7444,83.59999847,83.95987
7445,83.09999847,83.41005
7447,83.69999695,83.832184
7452,84.0,83.93663
7454,84.40000153,84.39761
7456,84.40000153,84.31831
7458,84.80000305,85.00502
7459,85.0,84.917175
7461,84.90000153,84.66311
7462,85.19999695,85.055885
7463,85.09999847,84.97899
7464,84.90000153,84.90145
7468,84.30000305,84.3222
7469,84.40000153,84.93416
7478,84.90000153,85.02188
7480,85.09999847,85.02605
7484,84.80000305,85.16593
7485,84.80000305,84.60565
7486,84.90000153,85.187
7493,84.80000305,84.9734
7494,84.80000305,85.309044
7498,84.59999847,84.60087
7499,84.80000305,84.63771
7500,84.5,84.680084
7505,85.19999695,85.45125
7509,85.09999847,84.877106
7514,85.09999847,85.33597
7515,85.0,85.42058
7517,84.80000305,84.89807
7521,84.80000305,84.85936
7522,84.69999695,85.04983
7524,85.542239,85.880844
7526,89.5,88.49176
7528,83.30000305,83.22058
7531,83.30000305,83.62047
7533,83.69999695,83.874695
7543,83.90000153,84.35532
7547,83.80000305,83.96158
7548,84.19999695,84.2301
7555,84.40000153,84.23952
7557,83.80000305,84.00398
7560,81.59999847,81.75455
7573,80.90000153,81.37154
7579,85.542239,85.662994
7581,81.5,83.01158
7590,82.69999695,82.53349
7592,83.30000305,83.308334
7594,84.30000305,83.77679
7595,84.19999695,83.84926
7596,84.30000305,84.1057
7599,84.69999695,84.79468
7600,85.09999847,85.20203
7601,84.59999847,84.47496
7608,84.0,84.10974
7615,84.19999695,84.40422
7623,84.09999847,83.78051
7627,83.90000153,84.39099
7629,84.0,83.45994
7631,83.5,83.970795
7632,83.5,84.04918
7638,84.5,84.553856
7640,83.69999695,84.0765
7641,83.90000153,83.99023
7644,84.80000305,84.81257
7647,84.90000153,85.12215
7651,85.0,85.19406
7652,85.40000153,84.94053
7658,85.80000305,85.61642
7659,85.30000305,85.18562
7661,85.30000305,85.54277
7665,86.19999695,86.03524
7666,86.40000153,85.88447
7670,85.80000305,85.49402
7671,85.59999847,85.2079
7676,84.5,84.27103
7684,84.40000153,84.18445
7687,84.59999847,84.11554
7692,84.59999847,84.4805
7696,84.0,84.09642
7697,83.90000153,83.67017
7704,85.542239,85.53343
7708,89.90000153,85.579506
7713,85.0,85.16089
7717,84.09999847,84.25308
7719,84.30000305,84.41904
7726,84.90000153,84.868164
7728,84.90000153,85.04906
7734,85.09999847,84.84535
7736,85.19999695,85.06706
7738,85.09999847,85.31324
7742,84.80000305,84.96306
7743,84.5,84.34305
7744,84.69999695,84.48121
7748,84.40000153,84.62352
7751,84.69999695,84.64421
7752,84.69999695,84.874054
7758,85.0,85.32459
7762,85.30000305,85.619354
7764,84.59999847,84.81886
7768,84.69999695,84.93923
7769,84.80000305,84.66484
7771,84.69999695,85.143295
7774,84.80000305,84.93416
7775,84.59999847,84.99669
7777,84.59999847,84.58807
7780,84.80000305,84.88541
7781,84.59999847,84.864525
7782,84.69999695,84.49205
7784,84.40000153,84.40271
7788,84.40000153,84.46902
7789,84.5,84.98165
7791,84.5,84.590744
7794,84.30000305,84.3882
7802,84.30000305,84.408104
7812,84.90000153,85.21567
7816,84.69999695,84.68337
7817,84.69999695,84.67605
7820,84.19999695,84.193924
7824,85.09999847,85.0499
7828,84.80000305,84.88495
7830,85.19999695,85.34138
7831,85.09999847,85.05903
7833,85.19999695,85.201935
7837,85.19999695,85.40867
7844,85.19999695,85.17424
7845,85.69999695,85.42254
7846,85.542239,85.494225
7853,86.19999695,85.79551
7858,84.59999847,84.46889
7866,84.90000153,84.690285
7869,85.0,85.01448
7871,84.5,84.64616
7874,83.5,83.56868
7877,83.09999847,83.351944
7878,83.0,82.98483
7879,82.59999847,82.815796
7883,83.40000153,83.50494
7888,82.90000153,82.741005
7891,83.40000153,83.668
7893,83.0,82.979675
7895,83.0,83.41839
7909,83.80000305,83.76645
7910,83.40000153,83.4518
7915,83.69999695,84.1224
7916,83.90000153,84.107574
7922,83.80000305,83.91695
7930,84.5,84.24822
7931,84.40000153,84.05155
7932,84.69999695,84.58113
7934,84.90000153,85.21059
7935,84.59999847,84.29366
7936,84.69999695,84.72573
7939,85.19999695,85.11276
7942,84.69999695,84.583626
7949,84.5,84.31819
7951,84.30000305,84.29368
7954,83.09999847,83.46722
7957,84.19999695,84.42761
7962,84.19999695,84.31556
7963,84.09999847,84.14334
7964,84.09999847,84.1976
7966,84.19999695,84.16463
7970,83.40000153,83.70629
7971,84.30000305,84.157906
7978,83.80000305,84.17453
7979,84.0,84.19252
7981,84.09999847,83.905396
7987,84.80000305,84.85845
7992,85.09999847,85.40338
7997,85.19999695,85.42828
7998,85.30000305,85.84914
8002,85.19999695,85.08321
8004,86.5,86.88019
8007,86.80000305,87.296936
8008,86.19999695,86.34489
8010,84.90000153,85.172775
8015,84.40000153,84.548065
8019,85.5,86.20055
8020,85.80000305,85.99205
8021,85.40000153,85.784325
8025,85.30000305,85.55715
8030,85.40000153,85.12312
8032,85.09999847,85.201675
8033,85.09999847,85.35133
8035,85.5,85.51128
8039,86.09999847,86.15633
8043,86.30000305,86.24619
8045,86.19999695,86.08502
8047,86.40000153,86.25029
8048,86.40000153,86.50325
8053,86.30000305,86.20297
8054,86.30000305,86.00789
8058,86.30000305,86.2236
8059,86.40000153,86.1685
8061,86.69999695,86.67532
8063,86.09999847,86.051605
8067,86.09999847,85.900826
8071,86.09999847,85.66145
8075,86.09999847,86.440506
8084,84.80000305,84.96441
8086,85.19999695,85.227455
8087,85.5,85.398865
8091,84.09999847,84.53525
8092,84.09999847,84.312195
8093,84.69999695,84.61764
8095,84.5,84.83202
8096,84.80000305,84.97916
8106,86.30000305,86.38369
8116,84.40000153,84.410416
8120,84.19999695,84.25315
8121,84.19999695,84.2328
8125,84.09999847,84.191315
8126,84.30000305,84.33314
8128,84.09999847,84.541
8131,84.0,84.17895
8140,83.5,83.69348
8142,83.40000153,83.731834
8144,83.5,83.48865
8146,83.5,83.57211
8149,83.5,83.804825
8150,83.5,83.465324
8153,83.19999695,82.953575
8156,82.40000153,82.788795
8158,82.59999847,82.79399
8169,85.542239,85.708176
8170,85.542239,85.55408
8177,85.542239,85.68465
8178,85.542239,88.274925
8181,85.0,85.01507
8183,84.90000153,85.10716
8185,84.59999847,84.871414
8186,84.19999695,84.36611
8192,84.5,85.05208
8194,83.5,83.715355
8197,83.19999695,83.31747
8199,83.19999695,83.20982
8203,84.09999847,83.978226
8205,84.19999695,84.41576
8208,84.0,84.140884
8211,83.80000305,83.94508
8216,83.30000305,83.48489
8219,84.5,84.811165
8232,85.30000305,85.34073
8235,84.59999847,84.94726
8238,85.09999847,85.29207
8239,84.80000305,84.89067
8246,84.90000153,85.058105
8248,85.0,85.362045
8250,85.30000305,85.56428
8254,85.19999695,85.431816
8255,84.80000305,84.93271
8265,83.19999695,83.39328
8266,83.19999695,83.27695
8274,83.5,83.626274
8275,83.19999695,83.31982
8281,83.59999847,83.47305
8284,83.19999695,83.63827
8286,83.59999847,83.8614
8291,83.30000305,83.6873
8292,83.40000153,83.3468
8294,83.5,83.42848
8295,83.59999847,83.49655
8318,83.80000305,83.647995
8319,83.80000305,83.980804
8323,83.5,83.945465
8324,83.69999695,83.93361
8333,84.59999847,85.52536
8338,86.19999695,86.45712
8341,86.5,86.40898
8342,86.69999695,86.6354
8343,86.59999847,86.628426
8345,86.40000153,86.192345
8347,85.59999847,85.48382
8352,85.69999695,85.93451
8356,84.69999695,84.728836
8361,84.09999847,83.988464
8363,84.30000305,84.45372
8366,84.19999695,84.13161
8367,84.0,84.3562
8371,84.30000305,84.21176
8372,84.19999695,84.21797
8373,84.0,83.93566
8374,84.0,84.36693
8378,83.69999695,83.78433
8385,84.5,84.54947
8389,84.30000305,84.69171
8390,84.40000153,84.37492
8393,84.40000153,84.289795
8397,84.90000153,84.68718
8401,84.80000305,85.0486
8404,84.40000153,84.84032
8408,84.0,84.16182
8417,83.19999695,83.434975
8423,83.69999695,84.189316
8424,84.0,84.23598
8428,84.0,84.00541
8429,83.5,83.69812
8442,85.542239,85.339
8443,85.542239,85.33117
8446,85.542239,85.47892
8448,87.0,87.357605
8454,83.69999695,84.23679
8459,85.19999695,85.02417
8467,85.90000153,86.038376
8470,85.80000305,85.97731
8472,86.30000305,86.40605
8473,86.30000305,86.16991
8476,86.59999847,86.6741
8489,85.90000153,86.499466
8497,85.90000153,86.26102
8498,86.09999847,86.07378
8501,86.09999847,86.1262
8504,85.80000305,86.197464
8507,85.69999695,85.67215
8508,85.59999847,85.82829
8511,85.69999695,85.87692
8519,85.5,85.616974
8524,85.5,85.54664
8526,85.90000153,85.808655
8527,85.5,85.75528
8529,85.30000305,85.45538
8530,85.59999847,85.40757
8532,85.69999695,85.6331
8533,85.69999695,85.36612
8535,85.59999847,86.1107
8541,86.0,86.10796
8543,86.19999695,86.18992
8547,86.30000305,86.1809
8552,86.09999847,86.27635
8559,86.69999695,86.434586
8565,86.69999695,86.40223
8568,86.30000305,86.35023
8569,86.5,86.4841
8577,82.90000153,83.10676
8579,82.5,83.17583
8583,83.09999847,83.55008
8587,84.19999695,84.70148
8589,84.30000305,84.59952
8591,84.5,84.6038
8592,83.59999847,83.327255
8595,83.30000305,83.69204
8599,84.30000305,84.961296
8603,85.542239,85.398186
8604,85.542239,85.41019
8608,83.80000305,84.24024
8609,83.69999695,84.13903
8615,84.90000153,84.85583
8616,84.40000153,84.62054
8617,83.90000153,84.133095
8622,85.59999847,86.226715
8623,85.80000305,86.03694
8628,86.90000153,87.02671
8629,86.90000153,87.17699
8637,87.30000305,87.680885
8639,87.40000153,87.74687
8641,87.30000305,87.50101
8647,86.90000153,86.9873
8651,86.59999847,86.94511
8652,86.69999695,86.94447
8654,86.69999695,86.87746
8658,86.69999695,86.58655
8660,86.40000153,86.08067
8669,85.5,85.401276
8670,86.0,85.962395
8676,87.59999847,87.86825
8678,87.0,86.79646
8684,85.30000305,85.05266
8686,85.40000153,85.64252
8689,85.80000305,85.66622
8696,85.40000153,85.57359
8698,86.19999695,86.465
8700,85.40000153,85.427574
8702,83.90000153,84.11145
8705,85.5,85.668915
8710,86.80000305,86.76288
8715,85.59999847,85.326004
8717,84.80000305,84.85332
8721,84.40000153,84.64626
8736,84.90000153,85.50482
8739,85.90000153,85.68601
8742,85.69999695,85.87672
8743,86.0,85.8571
8752,84.69999695,85.15398
8755,85.5,85.48625
8760,85.542239,85.46626
8769,88.40000153,88.01457
8772,87.19999695,86.75476
8777,88.19999695,88.31278
8778,87.80000305,87.990715
8779,87.59999847,87.691795
8786,86.90000153,86.92173
8787,87.0,87.27245
8791,87.59999847,87.936554
8792,87.5,87.82245
8797,87.40000153,86.96807
8798,87.40000153,87.06612
8802,87.30000305,87.182816
8804,86.59999847,86.98017
8806,87.30000305,87.35681
8809,87.69999695,87.01026
8812,87.59999847,86.96458
8817,87.19999695,86.93762
8819,88.19999695,87.74568
8823,88.09999847,87.94019
8824,87.69999695,87.40492
8829,88.0,87.74031
8832,88.09999847,87.81848
8836,87.90000153,87.896835
8837,88.40000153,88.15976
8840,87.40000153,87.0368
8841,87.30000305,87.22702
8846,86.19999695,86.35112
8854,87.19999695,86.99198
8856,87.0,87.21902
8857,87.19999695,87.086685
8859,87.0,87.19229
8861,87.09999847,86.996346
8863,87.30000305,86.951294
8871,87.30000305,86.910065
8873,87.30000305,87.6288
8886,87.30000305,87.00844
8888,87.69999695,87.566376
8889,87.5,87.13366
8890,87.80000305,87.58241
8895,87.09999847,87.14559
8901,87.69999695,87.234055
8904,87.40000153,87.34036
8907,87.30000305,87.049576
8911,86.40000153,86.468
8913,86.90000153,86.88779
8922,87.30000305,87.172134
8924,87.09999847,86.94539
8926,87.5,87.186455
8930,87.40000153,87.072975
8933,86.90000153,86.698296
8934,86.90000153,86.72673
8936,86.69999695,86.82134
8942,87.0,87.13269
8944,86.90000153,86.83745
8945,86.59999847,86.300674
8947,86.09999847,85.78496
8948,86.30000305,86.08508
8953,85.80000305,85.75688
8957,85.5,85.581665
8961,85.59999847,85.5046
8962,85.09999847,85.12188
8964,85.19999695,85.252975
8969,85.19999695,85.18931
8970,85.19999695,85.38225
8973,85.0,84.86489
8977,84.69999695,84.71288
8978,84.90000153,85.10228
8982,84.5,84.734955
8983,84.69999695,84.756424
8986,85.09999847,85.21138
8989,85.40000153,85.71678
8990,85.59999847,85.42856
8993,84.5,84.76274
8994,84.80000305,84.78955
8997,83.80000305,83.98985
8998,83.80000305,83.618706
9000,83.40000153,83.30142
9003,83.30000305,83.56214
9006,83.0,82.88964
9008,82.59999847,83.31731
9012,82.80000305,83.24124
9013,83.0,83.04942
9015,83.30000305,83.32288
9019,83.0,83.426575
9022,83.19999695,83.27575
9025,82.5,82.53078
9029,85.542239,85.59134
9037,83.90000153,84.24696
9040,84.09999847,84.04913
9047,84.40000153,84.329475
9049,84.80000305,84.81528
9050,85.19999695,85.33292
9051,85.19999695,85.313736
9052,85.30000305,85.64759
9061,85.30000305,85.024734
9062,85.19999695,84.98956
9070,85.40000153,85.34328
9077,85.40000153,85.26856
9079,85.30000305,85.75287
9085,85.59999847,85.41854
9094,85.59999847,85.55545
9100,85.90000153,85.836136
9103,85.59999847,85.35489
9107,85.90000153,85.43855
9112,85.69999695,85.07858
9114,85.69999695,85.541
9117,85.80000305,85.66881
9120,86.19999695,85.83504
9123,85.19999695,84.991745
9124,84.90000153,84.86736
9137,86.80000305,86.709335
9138,86.09999847,86.059326
9139,85.80000305,85.60904
9141,85.30000305,85.30061
9144,86.5,86.58116
9148,87.09999847,87.07294
9160,87.09999847,87.08226
9162,87.19999695,87.01778
9166,87.19999695,86.8322
9167,87.30000305,87.06101
9168,86.69999695,86.95324
9172,86.80000305,86.45815
9174,88.30000305,88.23185
9198,88.80000305,88.238144
9208,87.30000305,87.330215
9209,86.5,86.52011
9210,85.59999847,85.846
9212,84.90000153,85.04023
9218,84.40000153,84.76376
9220,84.59999847,85.10875
9222,84.69999695,84.913025
9225,84.5,84.62736
9228,84.0,83.87519
9230,83.90000153,84.09757
9231,84.0,83.9179
9232,83.90000153,84.39562
9235,84.0,84.42839
9247,84.80000305,84.82878
9264,83.5,83.20154
9267,83.80000305,83.9956
9268,84.0,84.01383
9271,84.09999847,84.63435
9277,83.59999847,83.79246
9279,83.30000305,83.69327
9282,83.90000153,83.930016
9284,83.59999847,83.92876
9286,83.5,83.5476
9294,83.59999847,84.1826
9299,84.0,83.97102
9300,84.09999847,83.85968
9302,83.40000153,83.66872
9303,83.5,83.62663
9306,83.5,83.47833
9315,83.5,83.72504
9316,84.30000305,84.938965
9317,85.0,85.105705
9318,85.542239,85.66499
9323,85.542239,85.54858
9325,85.542239,85.52289
9329,85.542239,85.61104
9330,85.542239,85.699646
9332,85.542239,89.518845
9338,88.09999847,87.59994
9339,87.59999847,87.22408
9341,87.30000305,87.01936
9342,87.0,86.89462
9345,87.0,86.49273
9346,87.30000305,86.98445
9350,86.69999695,86.436844
9351,86.80000305,86.354706
9354,86.90000153,86.34636
9356,87.0,86.56766
9358,86.90000153,86.52286
9359,87.19999695,86.94156
9366,87.30000305,87.3495
9368,87.09999847,86.92158
9370,87.0,87.08498
9371,86.90000153,86.55831
9373,86.90000153,86.4511
9378,87.19999695,87.056305
9379,86.90000153,86.51473
9388,86.19999695,86.15022
9392,86.40000153,86.36882
9393,86.59999847,86.3797
9395,85.80000305,85.71122
9396,86.5,86.45422
9400,87.59999847,87.61526
9401,87.80000305,87.425446
9402,87.69999695,87.61312
9407,88.30000305,88.2331
9408,88.30000305,87.90307
9409,87.80000305,87.67256
9410,87.59999847,86.99667
9411,87.0,86.8694
9414,87.0,86.915276
9417,87.40000153,87.06858
9418,87.30000305,87.30948
9420,87.40000153,87.39191
9425,87.5,87.43237
9433,87.90000153,87.3463
9435,88.09999847,87.54438
9436,88.0,87.86537
9441,88.69999695,88.34073
9444,89.69999695,89.45177
9446,89.80000305,89.51626
9449,88.40000153,88.23996
9459,88.59999847,88.39847
9470,89.69999695,88.340454
9478,85.09999847,85.33484
9481,84.69999695,84.982056
9482,84.69999695,84.7053
9483,84.30000305,84.52446
9489,84.30000305,84.421684
9490,83.80000305,83.923615
9497,83.30000305,83.32991
9500,85.69999695,86.21756
9504,86.09999847,86.19444
9505,86.80000305,87.15277
9510,87.0,87.2236
9514,86.80000305,86.86897
9515,87.0,86.932175
9523,86.90000153,86.77073
9525,86.69999695,86.580444
9527,86.69999695,86.454865
9537,86.69999695,86.9568
9542,86.80000305,87.011024
9545,86.59999847,86.90232
9557,86.30000305,86.42775
9558,86.59999847,86.47484
9559,86.90000153,86.57083
9561,87.0,87.224625
9566,87.5,87.29081
9567,87.30000305,87.109665
9576,84.30000305,83.92423
9584,84.69999695,84.40072
9588,84.80000305,84.60423
9592,83.80000305,84.138176
9593,83.80000305,83.9188
9594,83.69999695,83.57559
9595,84.0,83.94174
9598,84.0,83.85844
9599,83.69999695,83.49373
9601,83.80000305,83.77594
9612,85.69999695,85.80501
9614,85.90000153,85.703094
9621,86.0,85.34978
9630,86.30000305,86.16224
9635,86.19999695,86.25779
9639,85.40000153,85.45316
9640,85.0,84.90876
9646,86.90000153,86.828186
9655,88.30000305,88.50492
9657,89.30000305,88.934555
9658,89.69999695,89.638535
9660,88.69999695,88.25684
9661,88.40000153,88.25481
9662,88.40000153,88.05893
9663,87.90000153,87.76375
9671,88.09999847,87.61852
9672,88.09999847,87.616104
9673,87.59999847,87.1314
9680,86.09999847,85.73134
9681,86.19999695,86.11359
9682,86.19999695,85.803314
9683,86.09999847,85.83584
9684,85.69999695,85.624115
9685,86.19999695,86.6543
9686,86.0,85.39835
9690,85.5,85.50571
9694,81.59999847,81.30928
9709,87.19999695,87.23883
9710,87.90000153,87.88655
9717,88.30000305,88.37116
9723,89.0,88.57999
9724,88.80000305,88.70055
9726,88.69999695,88.68979
9730,88.80000305,88.84209
9731,89.30000305,89.30151
9733,89.40000153,89.30214
9735,89.80000305,85.80463
9738,89.30000305,88.99003
9744,89.69999695,89.72723
9745,89.90000153,89.66043
9748,85.542239,85.75638
9750,85.542239,85.785515
9753,89.19999695,88.70606
9768,87.90000153,87.78137
9770,87.69999695,88.2933
9773,85.542239,85.72693
9774,85.542239,85.62879
9776,86.90000153,86.27089
9777,86.0,86.02455
9780,84.69999695,84.57017
9781,84.59999847,84.82201
9784,84.30000305,84.57761
9786,84.30000305,84.78133
9787,84.40000153,84.973946
9790,84.40000153,84.7108
9791,84.59999847,84.59931
9794,84.80000305,85.00558
9795,84.69999695,84.362144
9797,85.542239,85.545074
9800,85.542239,85.444916
9803,87.80000305,86.39249
9808,85.30000305,85.88789
9809,86.40000153,86.80649
9819,88.5,88.54679
9820,88.69999695,88.33864
9822,88.5,88.41839
9828,87.69999695,87.52228
9829,87.40000153,87.60611
9830,87.5,86.956924
9833,87.30000305,87.24365
9837,88.40000153,87.8185
9838,88.5,88.12778
9845,89.0,88.79588
9848,88.5,88.40562
9850,88.59999847,88.62662
9853,89.0,88.88448
9855,89.19999695,88.651505
9858,89.0,88.95703
9859,88.90000153,88.60167
9864,88.80000305,88.89095
9871,86.69999695,86.55844
9872,87.0,86.7373
9877,86.30000305,86.14877
9879,86.59999847,86.53592
9882,86.59999847,86.53987
9893,86.30000305,86.02284
9895,86.0,86.182625
9897,86.19999695,85.9556
9899,86.80000305,87.1735
9905,87.5,87.12929
9917,87.0,86.69313
9922,86.5,86.223755
9926,86.59999847,86.65871
9932,86.09999847,86.527954
9933,86.69999695,86.53644
9934,86.90000153,86.22247
9939,86.0,86.16329
9943,86.69999695,86.752075
9947,87.09999847,87.129
9956,86.30000305,86.476654
9961,86.90000153,87.00792
9964,86.30000305,86.15518
9965,85.542239,85.8379
9967,85.542239,85.30174
9972,89.80000305,89.4095
9974,85.542239,85.463234
9982,85.80000305,85.75297
9987,85.40000153,85.66084
9988,85.19999695,85.150795
9989,85.69999695,85.64623
9993,85.5,85.77395
9994,85.80000305,85.56352
10013,85.09999847,85.057144
10014,85.30000305,85.58795
10017,85.19999695,85.29052
10029,85.59999847,85.32982
10030,85.40000153,85.95674
10034,85.09999847,85.456924
10041,85.69999695,85.8463
10051,85.09999847,85.30266
10058,85.59999847,85.427376
10060,85.30000305,85.67532
10061,85.40000153,85.02823
10065,85.69999695,85.5353
10066,85.40000153,85.342026
10067,85.80000305,85.598854
10069,85.40000153,85.57471
10076,84.90000153,84.98495
10079,85.30000305,85.38181
10082,86.5,86.16768
10084,86.0,86.15253
10086,85.80000305,85.89714
10088,86.0,86.021225
10096,87.90000153,87.631966
10100,86.69999695,86.64422
10101,87.0,86.94986
10102,86.69999695,86.43205
10116,85.90000153,86.02006
10119,86.30000305,86.49048
10120,86.19999695,86.5971
10127,86.69999695,86.49676
10129,86.69999695,86.66272
10130,86.80000305,86.69657
10136,87.5,87.45403
10138,87.59999847,88.18318
10143,87.59999847,87.0795
10146,87.59999847,87.259766
10148,87.30000305,87.14427
10163,87.09999847,87.16379
10165,86.30000305,86.30061
10167,85.90000153,85.76897
10175,85.59999847,85.672615
10176,85.59999847,85.92154
10179,85.80000305,85.91574
10180,85.90000153,85.75007
10182,86.19999695,86.60627
10184,86.09999847,86.15176
10186,85.90000153,85.72807
10188,85.19999695,85.67615
10194,86.0,85.85238
10196,86.19999695,86.2852
10199,86.09999847,86.040535
10200,85.90000153,85.828186
10202,85.90000153,85.87764
10203,86.09999847,86.2176
10212,85.80000305,85.725586
10213,85.69999695,85.41585
10215,86.30000305,86.726364
10218,85.69999695,85.74236
10227,85.542239,85.51686
10229,85.542239,85.41698
10232,85.542239,85.40125
10233,85.542239,85.36524
10236,85.542239,85.51289
10237,85.542239,85.31609
10238,85.542239,85.37985
10242,85.09999847,84.67958
10246,83.09999847,83.36555
10248,83.69999695,83.714096
10251,83.80000305,84.10942
10253,84.40000153,84.77338
10255,84.90000153,84.80365
10261,85.30000305,85.42905
10278,87.80000305,87.28223
10279,87.69999695,87.482735
10289,86.80000305,86.997116
10291,87.09999847,86.93623
10297,86.30000305,86.23284
10298,86.80000305,86.68227
10305,86.30000305,86.27535
10307,86.59999847,86.36528
10310,86.59999847,86.11938
10311,86.59999847,86.4939
10319,87.19999695,87.108406
10324,86.80000305,86.709015
10327,86.59999847,86.22662
10340,85.542239,85.32486
10345,85.542239,89.20761
10348,87.19999695,86.67758
10351,87.40000153,87.2618
10359,87.40000153,87.06837
10365,87.5,86.90752
10366,86.90000153,86.42534
10368,86.90000153,86.7131
10369,86.69999695,86.60157
10372,87.30000305,86.95987
10376,87.0,86.85752
10378,87.09999847,87.123665
10379,87.0,86.739716
10383,87.19999695,87.16375
10387,87.40000153,87.38386
10389,87.59999847,87.621155
10390,87.80000305,87.56984
10391,87.69999695,87.491135
10392,87.5,87.29575
10398,86.80000305,86.49317
10402,86.90000153,86.27201
