,True,Predicted
3441,83.40000153,83.47272
3450,83.5,83.80184
3451,83.69999695,84.06935
3452,84.0,84.282455
3454,83.5,83.87489
3455,83.69999695,84.259384
3458,83.90000153,84.12529
3462,83.80000305,83.85838
3463,84.19999695,84.14085
3466,84.0,84.5958
3467,84.09999847,84.480286
3468,84.0,83.94855
3469,83.80000305,84.02244
3470,83.59999847,83.983376
3475,83.40000153,83.22557
3477,83.40000153,83.62622
3478,83.30000305,83.25731
3486,83.59999847,83.585464
3489,83.5,83.51817
3492,83.59999847,83.96996
3495,82.40000153,83.56406
3500,85.40000153,85.490204
3502,85.80000305,85.92511
3504,85.80000305,85.568245
3506,85.90000153,85.629745
3511,85.59999847,85.675354
3512,85.30000305,85.30055
3516,83.19999695,83.104004
3521,82.90000153,82.9503
3525,82.69999695,82.38681
3527,82.69999695,82.758064
3529,82.80000305,82.68504
3530,83.30000305,83.21694
3531,83.19999695,83.448586
3532,83.09999847,83.65707
3533,83.59999847,83.83516
3541,83.5,83.53497
3547,85.542239,88.80142
3548,87.09999847,86.13925
3549,86.0,85.23262
3550,85.59999847,85.16184
3555,84.19999695,84.03048
3556,83.90000153,83.96338
3560,83.30000305,83.246254
3561,83.40000153,83.37205
3562,82.80000305,83.0118
3574,83.09999847,83.396515
3575,83.30000305,83.3812
3576,83.19999695,83.01662
3577,83.19999695,83.36819
3579,83.40000153,83.250626
3582,83.59999847,83.7081
3588,83.19999695,83.203064
3589,83.19999695,82.92265
3591,83.80000305,83.74949
3592,84.0,84.05676
3593,84.0,84.236176
3599,84.40000153,84.26882
3604,84.90000153,84.9947
3606,84.80000305,84.57265
3607,84.69999695,84.75645
3612,83.09999847,82.98433
3621,85.542239,85.51526
3622,85.542239,85.50465
3624,89.40000153,88.22203
3627,84.5,83.71126
3632,84.09999847,84.05643
3642,84.0,83.84636
3644,84.09999847,84.420074
3649,84.19999695,84.156876
3659,83.80000305,83.973755
3661,83.59999847,83.445465
3665,83.19999695,83.35435
3668,83.59999847,84.09767
3670,84.09999847,84.19225
3674,84.30000305,83.82604
3676,84.09999847,84.54062
3686,84.19999695,84.26184
3692,83.90000153,83.784515
3693,83.80000305,84.282646
3695,83.90000153,84.18932
3702,83.69999695,83.93516
3703,84.0,83.93403
3704,84.0,83.91778
3707,84.09999847,84.37751
3713,84.30000305,84.32211
3715,83.69999695,84.10958
3718,85.0,84.89613
3720,85.09999847,84.975876
3721,85.30000305,85.23242
3722,85.40000153,85.539536
3727,85.19999695,85.13316
3732,85.30000305,85.24939
3734,85.0,85.12872
3741,83.69999695,84.1934
3742,84.19999695,84.59515
3745,84.80000305,85.03171
3746,84.69999695,84.5785
3748,84.69999695,84.723236
3751,84.09999847,84.306335
3762,83.40000153,83.72087
3764,83.59999847,83.53146
3767,83.09999847,83.556465
3770,83.19999695,83.24482
3772,83.09999847,82.97475
3773,83.40000153,83.85622
3778,84.5,84.45385
3781,84.0,84.37795
3792,84.90000153,85.37195
3793,85.09999847,85.79881
3794,85.09999847,85.061844
3796,85.09999847,85.19966
3797,85.0,84.930336
3799,85.19999695,85.40918
3802,85.0,85.628845
3808,85.40000153,85.75026
3811,85.40000153,84.75145
3816,85.59999847,85.96675
3817,87.0,87.06766
3818,87.09999847,87.12367
3819,86.80000305,86.76914
3821,85.542239,85.47634
3823,85.542239,85.63612
3832,84.40000153,84.14023
3834,84.19999695,84.43403
3836,84.40000153,84.579926
3843,84.90000153,85.05051
3845,84.80000305,84.60033
3846,83.80000305,84.19693
3854,83.40000153,83.35621
3859,82.09999847,82.3324
3863,82.69999695,82.767365
3867,81.80000305,82.78393
3868,82.09999847,82.124214
3869,81.69999695,82.159225
3871,81.69999695,81.52
3876,81.90000153,82.06894
3877,81.69999695,82.08586
3878,81.90000153,81.721085
3881,85.542239,85.37033
3886,84.30000305,84.50691
3892,86.90000153,86.87291
3893,86.90000153,87.01231
3897,86.59999847,86.82956
3898,86.69999695,86.859085
3901,87.19999695,87.415985
3902,87.30000305,87.207794
3911,86.19999695,85.9068
3912,86.09999847,86.249115
3915,86.0,85.78247
3917,85.59999847,85.424614
3918,85.30000305,85.500595
3920,85.69999695,85.54892
3922,85.5,85.722046
3929,84.40000153,84.67811
3934,84.80000305,85.00986
3938,84.40000153,84.38921
3940,84.40000153,84.45628
3945,84.40000153,84.73016
3946,84.5,84.5229
3949,84.80000305,85.086105
3952,85.0,85.15782
3958,84.0,84.22306
3961,84.19999695,84.54678
3962,84.5,84.532646
3963,84.80000305,85.06151
3966,85.30000305,85.350655
3967,85.30000305,85.60317
3968,85.40000153,85.410225
3969,85.69999695,85.91591
3971,85.90000153,85.7149
3973,85.40000153,85.886856
3979,84.19999695,84.61142
3983,84.5,83.980896
3984,84.40000153,84.811195
3985,84.0,84.345276
3988,84.59999847,84.75356
3995,84.0,84.27781
3997,83.80000305,83.613304
3999,83.30000305,83.72513
4005,82.90000153,83.22273
4010,83.0,83.47196
4020,83.30000305,83.744415
4023,83.5,83.462074
4037,81.80000305,81.899994
4039,82.30000305,83.177414
4042,82.90000153,82.52551
4043,82.69999695,82.87424
4044,82.69999695,83.064476
4047,83.09999847,83.06464
4049,82.40000153,82.672264
4051,83.09999847,83.2088
4054,88.0,85.55769
4057,85.542239,85.57248
4058,85.542239,85.458275
4062,83.0,83.28225
4073,82.40000153,82.87657
4078,82.5,82.25302
4080,82.69999695,83.02545
4081,82.80000305,82.73484
4082,82.5,82.57617
4090,83.40000153,83.22249
4093,83.19999695,82.97249
4094,83.09999847,82.71888
4099,83.09999847,82.809845
4108,83.19999695,83.72061
4112,83.19999695,83.20123
4113,83.40000153,83.58641
4116,83.19999695,83.390686
4119,82.59999847,82.6078
4122,82.59999847,82.95465
4124,83.19999695,83.1085
4146,82.59999847,82.41237
4147,82.40000153,82.561195
4150,82.19999695,82.29016
4151,82.09999847,82.17165
4154,84.19999695,84.45099
4158,89.0,88.59912
4161,86.19999695,86.81911
4163,82.69999695,82.5557
4165,82.5,82.48697
4173,83.19999695,83.22641
4176,83.0,83.00514
4177,82.5,82.82732
4180,82.59999847,82.850494
4181,82.40000153,83.04179
4182,82.40000153,83.17323
4186,82.59999847,82.5464
4187,82.40000153,82.801216
4190,82.59999847,82.626564
4192,82.80000305,82.95064
4199,82.90000153,82.890015
4205,83.09999847,83.38612
4206,83.19999695,83.33298
4207,83.69999695,83.76594
4210,83.5,83.41156
4212,83.59999847,83.79044
4215,83.5,83.43733
4217,83.59999847,83.8902
4223,83.69999695,83.9623
4224,83.40000153,83.78331
4227,83.69999695,83.76461
4229,83.30000305,83.64292
4239,84.0,83.79531
4242,84.30000305,84.21306
4243,84.19999695,84.19052
4246,84.0,83.688324
4248,83.69999695,84.10292
4253,83.0,83.624886
4259,82.40000153,82.54473
4260,82.5,82.24456
4262,82.59999847,83.07583
4263,83.09999847,83.550896
4264,83.30000305,83.441895
4267,83.40000153,83.48163
4268,83.59999847,83.88041
4272,83.69999695,83.91902
4274,84.0,83.92499
4280,84.19999695,84.33696
4289,82.80000305,82.66085
4292,83.0,83.41713
4295,83.69999695,83.99394
4300,85.542239,85.39227
4305,86.40000153,85.92415
4307,85.09999847,84.88153
4317,83.09999847,83.37903
4321,83.30000305,83.685356
4322,83.90000153,84.22685
4325,83.69999695,83.98082
4326,83.90000153,84.05492
4327,83.69999695,83.54968
4329,83.80000305,83.921265
4331,84.0,84.57647
4332,85.19999695,85.38156
4333,86.09999847,86.49313
4334,86.09999847,85.79584
4335,85.90000153,85.83156
4352,84.5,84.837456
4353,84.80000305,84.90275
4354,84.5,84.84988
4356,84.59999847,84.42979
4361,85.90000153,86.05252
4363,85.40000153,85.48134
4366,84.90000153,85.1299
4369,85.30000305,84.49162
4370,85.30000305,84.98428
4371,84.80000305,84.54013
4373,84.90000153,84.85202
4377,84.30000305,84.324646
4378,84.19999695,83.74547
4383,84.09999847,84.53438
4385,84.40000153,84.14173
4396,82.80000305,82.53052
4403,85.542239,85.32887
4409,85.542239,85.56633
4417,85.542239,85.84033
4419,85.542239,85.704056
4420,88.5,87.71164
4427,84.90000153,84.77272
4432,84.19999695,83.75789
4440,83.30000305,83.25607
4444,83.40000153,83.566414
4450,83.40000153,83.33893
4451,83.5,83.721924
4452,83.5,83.37704
4453,82.59999847,82.4969
4455,83.09999847,83.55609
4457,85.59999847,85.68037
4461,84.09999847,83.997314
4464,83.69999695,83.78619
4466,83.40000153,83.85006
4468,83.19999695,83.41403
4469,83.40000153,83.813545
4470,83.09999847,83.29982
4471,83.40000153,83.283585
4473,83.19999695,83.5357
4478,83.69999695,83.81932
4483,81.90000153,81.86792
4485,81.40000153,81.224655
4486,81.30000305,81.60643
4489,81.59999847,81.82204
4496,82.19999695,82.26962
4504,83.59999847,83.56024
4505,83.59999847,83.61203
4509,82.80000305,83.46284
4510,82.69999695,82.65355
4514,82.5,82.629456
4515,81.80000305,81.897804
4517,82.40000153,82.321976
4524,82.5,82.804596
4529,83.0,83.0853
4530,82.40000153,82.684975
4531,82.90000153,83.03532
4533,82.30000305,82.30159
4541,82.19999695,82.54341
4545,82.30000305,82.75997
4547,82.69999695,83.0138
4550,83.09999847,83.19124
4553,83.30000305,83.469574
4560,84.80000305,84.98506
4562,84.69999695,84.527214
4564,84.69999695,84.62027
4566,84.30000305,84.52038
4569,83.59999847,84.1566
4570,83.59999847,83.8226
4571,83.80000305,84.18445
4573,83.30000305,83.63078
4584,82.69999695,82.72785
4590,83.09999847,83.76364
4591,83.90000153,84.10152
4593,84.59999847,84.65063
4594,84.69999695,84.86361
4599,83.90000153,83.691765
4600,84.0,83.69721
4605,83.90000153,84.28114
4611,84.40000153,84.2937
4614,84.5,84.55487
4618,85.0,84.56934
4619,84.40000153,84.16327
4620,84.40000153,84.210365
4621,84.0,83.3581
4633,84.30000305,83.994965
4640,82.19999695,82.28061
4646,82.59999847,82.43893
4648,83.19999695,82.93803
4650,82.90000153,82.93585
4652,82.80000305,82.69716
4660,85.30000305,84.97673
4662,85.542239,85.58646
4666,85.542239,85.48045
4669,87.90000153,87.9125
4670,87.0,87.23045
4675,83.40000153,83.4787
4679,84.30000305,84.44206
4680,84.5,84.49673
4682,84.19999695,84.084915
4684,84.09999847,84.32457
4686,83.90000153,83.967
4689,83.90000153,83.97575
4690,84.0,84.41771
4693,84.09999847,83.796616
4698,83.09999847,83.29161
4702,82.69999695,82.75098
4704,83.19999695,83.58532
4712,83.40000153,83.66112
4714,83.40000153,83.8188
4720,83.59999847,83.932465
4722,84.40000153,84.546486
4723,83.90000153,84.28228
4728,84.0,84.07664
4729,83.40000153,83.95139
4733,83.0,83.43094
4735,83.40000153,83.63201
4736,83.40000153,83.94376
4738,83.90000153,84.20889
4739,83.80000305,83.92047
4745,83.30000305,83.56189
4746,83.40000153,83.55573
4748,83.59999847,83.537
4751,83.90000153,83.90715
4754,83.59999847,83.76064
4756,83.90000153,84.20205
4765,83.90000153,83.95529
4767,84.40000153,84.09369
4768,84.19999695,84.5253
4776,82.80000305,83.35307
4781,83.30000305,83.757675
4783,83.5,83.37564
4784,83.09999847,83.65591
4788,82.90000153,83.1475
4789,83.19999695,83.1953
4790,83.19999695,83.28501
4791,83.19999695,83.46915
4793,83.09999847,83.40292
4796,83.80000305,84.2738
4801,84.40000153,84.26147
4803,83.90000153,84.20728
4810,82.69999695,83.18365
4811,82.80000305,83.41322
4814,83.0,82.96342
4815,83.30000305,83.54115
4819,82.80000305,82.93907
4820,82.90000153,83.0468
4822,82.69999695,83.22343
4825,83.5,83.67397
4829,83.69999695,84.02481
4835,83.80000305,83.563644
4838,83.30000305,83.3707
4839,83.59999847,83.87436
4843,83.90000153,83.658226
4844,83.90000153,84.15822
4845,84.09999847,84.32062
4850,83.59999847,83.25316
4851,83.59999847,84.054565
4854,83.90000153,83.98892
4859,84.09999847,83.97208
4862,83.80000305,83.73967
4863,84.09999847,83.798965
4867,84.09999847,84.27006
4868,83.59999847,83.13155
4870,83.59999847,83.7741
4875,84.19999695,84.215225
4876,83.69999695,83.83654
4877,83.80000305,83.92859
4878,83.80000305,84.42493
4879,84.30000305,84.49303
4882,84.0,84.32591
4883,84.19999695,84.25737
4885,84.0,83.90772
4888,84.0,83.84615
4889,84.09999847,83.88881
4893,84.19999695,84.360855
4903,83.19999695,83.51219
4909,83.59999847,83.85915
4914,83.59999847,83.662415
4916,83.80000305,83.66939
4922,83.59999847,83.43964
4926,82.90000153,82.69373
4928,82.80000305,83.00678
4930,82.40000153,82.57655
4932,82.30000305,82.651276
4933,82.59999847,82.64458
4935,85.542239,85.45294
4939,85.542239,85.42229
4940,85.542239,85.55276
4949,85.09999847,85.45019
4950,85.40000153,85.66664
4952,85.30000305,86.07036
4961,86.0,86.54183
4966,85.59999847,85.14039
4970,85.0,85.33038
4971,85.09999847,85.06236
4973,85.30000305,85.56613
4980,85.09999847,85.1366
4983,85.09999847,85.33313
4984,85.19999695,85.497826
4985,85.0,85.111046
4989,84.5,84.63486
4990,84.59999847,85.0625
4996,84.30000305,84.28835
4997,84.30000305,84.695984
4998,84.30000305,84.75986
5000,84.30000305,84.74249
5005,84.90000153,84.70554
5008,85.0,85.022156
5009,84.69999695,85.02385
5011,84.69999695,85.14407
5012,85.09999847,85.01151
5015,85.5,85.771194
5016,85.09999847,85.03256
5017,85.09999847,84.97364
5020,85.0,85.00764
5021,85.09999847,84.95161
5024,85.0,84.71799
5026,85.09999847,85.07262
5027,84.69999695,85.06454
5028,84.40000153,84.5056
5037,84.59999847,84.66124
5039,84.09999847,84.421074
5041,84.30000305,84.9624
5042,84.59999847,84.55467
5043,84.40000153,84.82674
5046,85.30000305,85.39065
5051,85.59999847,85.83089
5059,85.30000305,85.31937
5060,85.09999847,84.98832
5066,84.69999695,84.90607
5070,85.542239,85.39848
5072,85.542239,85.62781
5074,85.19999695,84.716835
5084,84.5,84.5981
5085,84.5,84.64234
5088,84.30000305,84.634445
5089,84.59999847,84.80128
5096,84.09999847,84.42705
5100,83.80000305,84.09451
5102,84.0,84.25163
5103,83.80000305,83.84967
5104,84.09999847,84.39488
5106,84.40000153,84.785255
5113,84.19999695,84.02565
5116,84.09999847,84.15338
5117,83.90000153,84.01058
5123,84.0,84.3029
5127,83.80000305,83.7384
5130,84.19999695,84.16069
5131,84.59999847,84.53691
5132,84.5,84.52655
5137,84.30000305,83.95713
5142,84.09999847,83.953415
5144,83.59999847,84.07724
5145,83.80000305,84.19653
5146,83.80000305,83.92845
5149,83.59999847,83.618454
5154,83.59999847,83.97304
5156,83.69999695,83.81145
5162,83.80000305,83.954994
5169,84.0,83.80951
5177,83.59999847,83.64974
5181,83.30000305,84.09514
5182,84.09999847,84.53498
5184,83.5,83.42488
5190,86.5,84.52784
5192,88.80000305,89.07249
5195,85.59999847,85.99223
5196,86.0,86.15584
5197,86.0,85.986786
5199,85.80000305,85.967186
5202,86.19999695,86.15401
5203,86.40000153,86.385445
5208,86.80000305,86.69791
5209,86.5,86.76636
5213,87.19999695,87.12394
5217,86.59999847,86.521545
5219,86.40000153,86.59435
5222,86.09999847,86.24565
5223,86.09999847,86.47836
5230,85.69999695,86.040054
5234,85.90000153,86.28129
5236,85.90000153,86.17079
5238,85.80000305,85.971306
5239,85.69999695,85.78181
5240,86.09999847,86.34657
5241,86.09999847,86.36155
5245,85.90000153,86.36958
5246,85.90000153,86.000175
5247,85.90000153,85.86049
5249,86.19999695,86.32541
5250,86.09999847,85.96741
5251,86.30000305,86.565475
5259,86.69999695,87.00297
5262,86.69999695,86.63723
5263,86.59999847,86.41635
5264,86.69999695,87.374
5265,86.59999847,86.60488
5269,86.0,86.33688
5272,86.09999847,86.474686
5277,86.5,86.6764
5288,86.80000305,87.027214
5289,86.80000305,87.01355
5290,86.80000305,87.1325
5294,87.5,87.474434
5298,86.59999847,86.792786
5302,86.90000153,86.99968
5305,85.59999847,85.35243
5308,85.0,86.39938
5309,85.542239,85.4792
5310,87.90000153,86.840065
5311,84.09999847,83.62518
5312,83.0,83.474594
5321,83.09999847,83.7758
5323,83.5,83.70711
5327,84.5,84.66664
5328,84.30000305,84.61518
5330,84.09999847,84.04921
5331,83.59999847,83.90698
5332,84.0,84.60396
5336,82.69999695,82.86288
5339,82.59999847,82.589005
5343,82.80000305,82.67345
5345,82.5,83.04286
5346,82.40000153,83.03287
5347,82.5,82.34981
5349,82.5,83.065765
5351,83.30000305,83.166275
5353,82.90000153,83.32339
5368,84.30000305,84.33497
5370,84.40000153,84.76251
5374,84.59999847,84.29511
5376,84.59999847,84.90831
5379,83.0,83.074165
5382,83.5,83.47063
5383,83.69999695,83.789474
5388,83.30000305,83.27762
5390,82.5,82.63492
5391,82.40000153,82.5901
5393,82.80000305,82.689835
5394,83.09999847,83.2263
5400,82.90000153,82.86636
5402,82.40000153,82.507935
5405,83.0,82.967445
5410,82.59999847,83.04712
5411,83.09999847,82.799835
5414,82.80000305,82.98485
5418,83.0,82.81281
5427,83.59999847,83.470505
5430,82.69999695,83.14107
5434,83.0,83.67815
5435,85.90000153,86.25331
5440,85.542239,85.652115
5442,85.542239,85.70233
5444,88.90000153,88.58011
5446,87.09999847,87.148254
5465,83.90000153,84.05002
5469,83.5,83.74196
5471,83.19999695,83.23608
5478,84.0,83.99982
5479,84.0,84.00354
5484,84.40000153,84.833954
5487,83.69999695,83.74588
5491,83.90000153,84.117744
5497,85.0,85.11018
5503,85.0,85.01784
5509,85.5,85.70436
5511,85.40000153,85.156525
5516,84.90000153,84.862465
5517,85.19999695,85.11488
5520,84.69999695,84.76909
5522,84.90000153,85.2144
5524,84.90000153,84.717224
5531,85.30000305,85.38818
5533,85.19999695,85.34064
5534,85.30000305,84.99382
5535,85.19999695,85.1578
5537,84.5,84.66377
5538,84.59999847,84.52439
5539,84.59999847,84.94718
5549,84.59999847,84.31253
5550,84.59999847,84.5934
5551,85.09999847,84.81932
5558,85.0,84.85722
5572,84.90000153,85.28485
5574,83.40000153,83.54779
5576,84.40000153,84.4274
5580,84.69999695,84.50578
5593,82.80000305,82.71313
5594,82.80000305,82.68988
5596,82.80000305,82.81706
5597,82.80000305,82.80361
5598,83.19999695,83.417816
5600,83.5,83.7487
5604,83.69999695,83.81287
5610,83.59999847,84.02681
5612,84.0,84.224335
5616,83.69999695,84.2073
5618,83.80000305,84.075935
5620,83.40000153,83.49611
5626,84.09999847,83.86239
5627,83.80000305,84.07654
5630,84.0,84.065186
5637,83.40000153,83.39399
5638,83.30000305,83.37529
5641,83.40000153,83.49301
5652,83.19999695,83.1167
5661,83.69999695,83.76695
5662,83.40000153,83.14931
5666,83.80000305,83.40369
5671,84.0,84.44035
5672,84.09999847,84.11425
5673,83.90000153,84.05917
5674,84.19999695,84.09712
5675,84.0,84.22058
5679,84.0,83.472626
5681,83.69999695,83.729034
5683,83.40000153,83.335724
5684,83.80000305,83.77809
5691,84.19999695,84.21977
5695,82.90000153,82.01846
5696,83.59999847,84.20189
5701,85.542239,85.42009
5703,85.09999847,85.905045
5708,85.542239,85.39694
5709,89.69999695,86.86095
5713,84.30000305,84.08211
5714,84.0,84.16505
5715,84.30000305,84.11232
5718,83.80000305,84.225266
5719,84.0,84.274284
5723,83.5,83.873665
5726,83.69999695,83.51146
5727,83.59999847,83.85083
5729,83.69999695,83.47595
5734,83.90000153,84.46718
5735,83.90000153,84.120415
5736,83.69999695,83.70845
5746,84.19999695,84.382
5748,84.19999695,84.35137
5749,84.0,84.3537
5751,84.19999695,84.42346
5752,84.30000305,84.34283
5763,85.59999847,85.775154
5769,85.0,84.28078
5774,84.0,84.01822
5778,83.59999847,83.743416
5779,84.09999847,84.09363
5781,84.19999695,84.15714
5785,84.0,83.9237
5789,83.40000153,83.24362
5791,83.80000305,83.98301
5795,84.09999847,84.207924
5801,85.542239,85.58745
5802,85.542239,88.910614
5812,83.09999847,83.296936
5819,83.80000305,83.99934
5823,83.59999847,83.8077
5829,83.5,83.89636
5830,83.59999847,83.89108
5834,83.59999847,83.81055
5837,83.80000305,83.701775
5839,83.69999695,83.9138
5846,83.90000153,83.83185
5851,83.59999847,83.370026
5854,83.5,83.73698
5869,83.69999695,83.982124
5870,83.40000153,83.310104
5871,83.59999847,83.80028
5874,83.40000153,83.53578
5876,83.30000305,83.17679
5878,83.19999695,83.44939
5881,83.19999695,83.290276
5884,83.30000305,83.57161
5887,83.80000305,83.67706
5896,84.0,83.89105
5898,84.09999847,84.12028
5902,84.30000305,84.09459
5908,84.5,84.26087
5912,84.5,84.146515
5913,84.40000153,83.86739
5918,84.30000305,84.50779
5930,86.80000305,86.529015
5936,86.69999695,86.23163
5940,87.09999847,87.37685
5944,87.0,86.72704
5945,86.90000153,86.65844
5947,87.30000305,87.26464
5954,87.0,86.66054
5955,86.5,86.38922
5956,86.30000305,86.35102
5958,86.5,86.42369
5959,86.90000153,87.04063
5960,86.69999695,86.114426
5966,86.80000305,86.85873
5974,85.90000153,85.949844
5985,85.59999847,85.47926
5993,86.59999847,86.480865
5994,86.40000153,86.28786
5995,86.90000153,86.84195
5999,86.59999847,86.719376
6000,87.19999695,86.90495
6001,87.09999847,87.08653
6004,87.0,87.008896
6007,86.80000305,87.08395
6008,87.40000153,87.42813
6011,87.30000305,87.294205
6013,87.19999695,87.24507
6015,87.09999847,86.77399
6021,87.59999847,87.61469
6026,87.5,87.83452
6029,87.90000153,87.827194
6034,86.90000153,87.0678
6036,87.19999695,87.16266
6037,87.19999695,87.56912
6040,87.80000305,87.766235
6051,86.0,86.31088
6055,86.90000153,86.55214
6056,86.69999695,86.656586
6064,87.09999847,87.16637
6066,87.09999847,86.279175
6072,85.80000305,86.028625
6074,86.59999847,87.78037
6076,85.542239,85.55397
6081,85.19999695,85.15779
6089,83.69999695,83.917885
6090,83.30000305,83.51795
6091,82.90000153,83.078316
6093,82.80000305,82.96105
6094,82.69999695,82.9572
6096,83.0,83.39276
6097,82.90000153,82.69475
6100,83.09999847,83.064156
6102,83.0,83.125244
6103,82.69999695,82.57083
6110,82.40000153,82.25032
6112,82.19999695,82.233505
6115,82.40000153,81.85896
6117,82.09999847,82.08612
6118,81.80000305,81.51387
6119,81.90000153,81.93699
6120,81.90000153,82.36279
6124,81.80000305,82.262665
6127,81.59999847,81.81481
6128,81.59999847,81.658295
6130,82.0,82.20801
6142,82.40000153,82.2529
6149,82.0,82.65468
6151,82.0,82.067604
6159,81.59999847,81.81053
6160,81.69999695,81.79081
6167,81.80000305,82.00757
6172,82.0,82.36783
6173,82.0,82.10592
6175,82.19999695,82.24509
6176,82.30000305,82.295044
6177,81.59999847,81.33591
6180,80.40000153,85.45335
6181,80.69999695,80.84297
6182,85.542239,85.6653
6185,85.542239,85.448494
6186,85.542239,85.44612
6187,85.542239,85.49811
6188,85.542239,85.57644
6194,84.30000305,84.38279
6195,84.09999847,83.920975
6211,81.40000153,82.04764
6212,81.80000305,81.944016
6213,81.59999847,81.876175
6216,81.5,81.945435
6218,81.30000305,81.99548
6222,80.90000153,81.493355
6229,81.09999847,81.88246
6231,81.30000305,82.14462
6232,81.59999847,82.28606
6234,81.30000305,81.36563
6235,80.59999847,80.983734
6237,81.0,81.15758
6238,80.69999695,81.14493
6240,81.09999847,81.4422
6241,80.69999695,81.49116
6242,80.80000305,81.01875
6243,81.09999847,81.295746
6245,80.59999847,80.866684
6246,80.59999847,81.026306
6250,81.09999847,81.25232
6251,81.30000305,81.51181
6253,81.69999695,82.15849
6255,81.59999847,81.46773
6257,81.0,81.69408
6262,80.80000305,81.48352
6265,81.0,81.239555
6267,80.80000305,81.34098
6269,80.80000305,81.4386
6273,81.5,82.016685
6276,82.59999847,82.895325
6280,82.09999847,82.16675
6282,81.40000153,81.70586
6286,81.90000153,82.53493
6299,83.59999847,83.87217
6306,85.542239,85.62862
6309,85.542239,85.57812
6310,86.40000153,85.53913
6318,82.69999695,82.87311
6324,82.59999847,82.7744
6325,82.5,82.84074
6331,82.69999695,82.816956
6334,82.5,82.8054
6337,82.80000305,82.98103
6341,82.19999695,82.81877
6344,82.19999695,82.54931
6345,82.0,82.06038
6347,82.30000305,82.62032
6348,81.90000153,81.93367
6356,81.80000305,82.28998
6359,82.0,82.23072
6362,82.0,82.290924
6363,82.80000305,83.2448
6364,82.40000153,82.77817
6369,83.30000305,83.59302
6373,84.0,84.17146
6382,84.30000305,84.70613
6385,84.40000153,84.07167
6388,84.40000153,84.76474
6395,84.19999695,84.30672
6400,83.80000305,83.95334
6401,84.0,83.94832
6405,83.80000305,83.27135
6407,83.59999847,83.65332
6410,82.80000305,82.491714
6417,82.80000305,83.09101
6421,82.69999695,82.70131
6424,81.90000153,81.95123
6429,82.69999695,82.70261
6430,82.69999695,82.90553
6431,82.69999695,83.04323
6432,82.80000305,82.53243
6437,82.59999847,82.21744
6438,82.5,82.8194
6445,82.5,82.376434
6447,82.80000305,82.76928
6448,83.0,82.83754
6449,83.0,83.24548
6457,88.90000153,87.571106
6460,85.90000153,86.15455
6462,85.30000305,85.10547
6463,84.59999847,84.8622
6467,85.30000305,85.4698
6471,85.90000153,86.02389
6482,85.0,84.965164
6489,86.0,85.77042
6490,85.90000153,85.64716
6494,84.5,84.377426
6498,83.80000305,84.31113
6504,83.90000153,83.984245
6506,84.09999847,84.02069
6508,83.69999695,84.11026
6509,83.80000305,84.09714
6513,83.30000305,83.43381
6514,83.09999847,83.86537
6515,84.0,84.28853
6516,83.90000153,84.057236
6517,84.19999695,84.73931
6521,84.69999695,85.1512
6527,84.19999695,83.95706
6532,84.09999847,84.228264
6534,83.90000153,84.1301
6537,84.5,84.67177
6538,84.59999847,84.56666
6540,84.40000153,84.387184
6545,84.30000305,84.736984
6548,85.19999695,85.54994
6555,84.90000153,85.06697
6557,84.5,84.87384
6558,84.69999695,84.86693
6559,84.90000153,84.614105
6564,85.90000153,86.29341
6566,86.09999847,86.01166
6567,85.5,85.53647
6569,84.0,83.98859
6570,84.0,84.21486
6572,84.09999847,84.25911
6573,84.0,84.27284
6583,85.542239,85.529495
6584,85.542239,85.7677
6587,85.542239,85.52722
6588,89.69999695,88.751724
6592,83.90000153,83.676895
6594,83.40000153,83.679405
6598,83.0,83.04621
6599,82.80000305,83.26196
6613,82.09999847,82.24986
6624,83.30000305,83.42218
6626,83.19999695,83.09026
6634,82.09999847,82.12604
6641,83.09999847,83.58543
6642,83.59999847,83.5711
6644,83.5,83.30202
6650,83.5,82.998375
6653,83.40000153,83.45775
6654,83.40000153,83.42961
6656,83.59999847,84.070496
6657,83.30000305,83.79274
6660,83.90000153,83.74121
6662,83.5,83.67134
6663,83.30000305,83.00916
6666,83.0,83.07153
6668,82.90000153,83.2152
6675,83.0,83.02722
6679,82.90000153,82.74405
6684,85.542239,85.60498
6687,85.542239,85.618256
6695,86.90000153,86.660416
6702,88.09999847,88.05377
6703,88.40000153,88.27202
6704,88.40000153,87.78273
6708,87.40000153,87.04666
6709,87.59999847,87.38762
6716,87.09999847,87.185326
6720,87.40000153,87.26492
6723,87.09999847,87.08352
6724,87.19999695,87.25438
6728,86.69999695,86.74986
6729,86.69999695,86.81756
6732,86.40000153,86.23793
6735,86.59999847,86.484314
6738,86.19999695,86.233086
6741,86.5,86.67813
6742,86.80000305,86.498924
6743,87.0,86.53772
6744,87.30000305,87.139786
6758,87.19999695,86.85454
6761,87.40000153,87.20082
6763,87.09999847,86.95616
6767,87.19999695,87.031624
6769,87.40000153,86.92722
6770,87.30000305,87.39889
6772,87.69999695,87.54028
6773,88.0,87.8681
6779,88.0,87.491165
6781,87.5,86.97514
6786,87.30000305,87.0623
6790,87.69999695,87.514984
6793,87.5,87.96304
6797,87.80000305,87.63906
6799,88.0,87.604065
6801,87.59999847,87.54263
6806,87.80000305,87.772964
6809,88.09999847,88.274796
6811,88.30000305,88.448746
6813,87.90000153,87.34529
6815,87.69999695,87.68552
