,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.1960594803094864,0.4427860379219055,0.14369507133960724,0.37907132506370544
1,0.21806778013706207,0.4669772684574127,0.13773411512374878,0.3711254596710205
2,0.2071291208267212,0.4551143944263458,0.17953501641750336,0.423715740442276
3,0.2467639446258545,0.49675339460372925,0.36245056986808777,0.6020386815071106
4,0.1835709810256958,0.4284518361091614,0.24516932666301727,0.4951457679271698
5,0.21464034914970398,0.4632929265499115,0.13544680178165436,0.36803096532821655
6,0.22015896439552307,0.46921101212501526,0.5581456422805786,0.7470914721488953
7,0.22217002511024475,0.47134914994239807,0.38312432169914246,0.6189703941345215
8,0.22158266603946686,0.4707256853580475,0.1591133326292038,0.3988901376724243
9,0.18226446211338043,0.4269244074821472,0.3409908711910248,0.5839442610740662
10,0.2267373651266098,0.4761694669723511,0.15474094450473785,0.39337125420570374
11,0.2494497150182724,0.49944940209388733,0.2765612304210663,0.5258908867835999
12,0.18958234786987305,0.4354105591773987,0.14042037725448608,0.3747270703315735
13,0.18765342235565186,0.4331898093223572,0.13586503267288208,0.36859872937202454
14,0.18616770207881927,0.4314715564250946,0.14620822668075562,0.38237184286117554
15,0.20717252790927887,0.45516207814216614,0.15344266593456268,0.3917175829410553
16,0.17604587972164154,0.4195782244205475,0.17769044637680054,0.4215334355831146
17,0.2211831957101822,0.47030118107795715,0.1910208761692047,0.43705934286117554
18,0.18499596416950226,0.4301115572452545,0.17119577527046204,0.4137580990791321
19,0.21460172533988953,0.4632512629032135,0.2852817177772522,0.5341176986694336
20,0.21404828131198883,0.4626535177230835,0.2857874929904938,0.5345909595489502
21,0.1976383477449417,0.4445653557777405,0.17073504626750946,0.4132009744644165
22,0.2098596841096878,0.4581044614315033,0.13610953092575073,0.36893025040626526
23,0.20439857244491577,0.4521045982837677,0.32183361053466797,0.5673038363456726
24,0.23002882301807404,0.47961321473121643,0.20507396757602692,0.45285093784332275
25,0.1884896159172058,0.4341539144515991,0.2239781618118286,0.47326332330703735
26,0.18645323812961578,0.43180230259895325,0.5616629123687744,0.7494417428970337
27,0.18404383957386017,0.4290032982826233,0.15880641341209412,0.39850521087646484
28,0.22496141493320465,0.47430098056793213,0.15751947462558746,0.39688724279403687
29,0.20310774445533752,0.45067477226257324,0.13778001070022583,0.371187299489975
30,0.19220370054244995,0.4384104311466217,0.19278723001480103,0.43907544016838074
31,0.2018837332725525,0.44931474328041077,0.21473242342472076,0.4633922874927521
32,0.2223643660545349,0.47155526280403137,0.1393013447523117,0.3732309639453888
33,0.21714699268341064,0.4659903347492218,0.140568345785141,0.3749244511127472
34,0.18427152931690216,0.42926859855651855,0.15601308643817902,0.3949849307537079
35,0.21144087612628937,0.4598270058631897,0.1495189368724823,0.3866767883300781
36,0.2153845727443695,0.46409544348716736,0.13560786843299866,0.3682497441768646
37,0.19738446176052094,0.4442797005176544,0.41069647669792175,0.6408560276031494
38,0.2041172981262207,0.4517934322357178,0.14485366642475128,0.38059645891189575
39,0.1828266829252243,0.42758238315582275,0.13414661586284637,0.3662603199481964
40,0.18428431451320648,0.4292834997177124,0.14153893291950226,0.3762165904045105
41,0.22326484322547913,0.47250908613204956,0.17475789785385132,0.41804054379463196
42,0.20546819269657135,0.45328599214553833,0.1675364226102829,0.4093121290206909
43,0.20493829250335693,0.4527011215686798,0.1359073370695114,0.36865612864494324
44,0.19831472635269165,0.44532540440559387,0.13626573979854584,0.36914190649986267
45,0.21733884513378143,0.4661961495876312,0.13538981974124908,0.3679535686969757
46,0.1929643303155899,0.4392770528793335,0.14591331779956818,0.38198602199554443
47,0.18221531808376312,0.4268668591976166,0.16476525366306305,0.4059128761291504
48,0.19741705060005188,0.44431638717651367,0.14073286950588226,0.37514379620552063
49,0.2460845410823822,0.4960691034793854,0.47392725944519043,0.688423752784729
50,0.19807805120944977,0.445059597492218,0.18778693675994873,0.43334388732910156
51,0.25067731738090515,0.5006768703460693,0.555832028388977,0.7455414533615112
52,0.207560732960701,0.45558834075927734,0.13761299848556519,0.3709622621536255
53,0.18518926203250885,0.43033620715141296,0.16231609880924225,0.40288472175598145
54,0.1903650015592575,0.4363083839416504,0.13638895750045776,0.3693087697029114
55,0.19886121153831482,0.4459385871887207,0.2731979489326477,0.5226833820343018
56,0.20066121220588684,0.4479522407054901,0.5072681903839111,0.7122276425361633
57,0.1956668496131897,0.44234246015548706,0.35636064410209656,0.5969594717025757
58,0.19386573135852814,0.4403018653392792,0.13405285775661469,0.36613228917121887
59,0.205081045627594,0.45285874605178833,0.16151142120361328,0.4018848240375519
60,0.19061122834682465,0.4365904629230499,0.15499506890773773,0.393694132566452
61,0.19154135882854462,0.43765437602996826,0.1346227526664734,0.3669097423553467
62,0.21094322204589844,0.45928555727005005,0.16623568534851074,0.4077201187610626
63,0.18246398866176605,0.42715802788734436,0.1494230180978775,0.38655275106430054
64,0.22703680396080017,0.4764837920665741,0.24622592329978943,0.49621155858039856
65,0.21656423807144165,0.46536463499069214,0.1511152982711792,0.38873550295829773
66,0.19426743686199188,0.4407578110694885,0.572222113609314,0.7564536333084106
67,0.22095689177513123,0.4700605273246765,0.23008665442466736,0.47967347502708435
68,0.21159130334854126,0.45999056100845337,0.15726645290851593,0.3965683579444885
69,0.19796133041381836,0.44492846727371216,1.7209235429763794,1.3118396997451782
70,0.21597492694854736,0.46473103761672974,0.18270158767700195,0.42743605375289917
71,0.203861802816391,0.45151057839393616,0.4324927031993866,0.6576417684555054
72,0.1808278113603592,0.4252385199069977,0.17936214804649353,0.42351168394088745
73,0.18461599946022034,0.42966964840888977,0.1351432055234909,0.36761829257011414
74,0.19971872866153717,0.44689902663230896,0.3828310966491699,0.6187334656715393
75,0.21236279606819153,0.46082839369773865,0.13417840003967285,0.3663037121295929
76,0.1828504353761673,0.4276101589202881,0.25684747099876404,0.506801187992096
77,0.19304081797599792,0.43936410546302795,0.36099135875701904,0.6008255481719971
78,0.23934246599674225,0.48922640085220337,0.23625917732715607,0.48606500029563904
79,0.18978846073150635,0.4356471598148346,0.1733926683664322,0.41640445590019226
80,0.21068252623081207,0.45900166034698486,0.15996775031089783,0.3999596834182739
81,0.19265002012252808,0.43891915678977966,0.21113228797912598,0.4594913423061371
82,0.17497983574867249,0.418305903673172,0.16923660039901733,0.4113837480545044
83,0.1960434913635254,0.4427679777145386,0.43683746457099915,0.6609368324279785
84,0.22568397223949432,0.4750620722770691,0.19795331358909607,0.4449194371700287
85,0.22436048090457916,0.47366705536842346,0.7420611381530762,0.8614296913146973
86,0.1792660653591156,0.4233982264995575,0.19041338562965393,0.4363638162612915
87,0.22359278798103333,0.47285598516464233,0.19730909168720245,0.44419488310813904
88,0.19487829506397247,0.44145020842552185,0.2903895378112793,0.5388780236244202
89,0.21693602204322815,0.4657639265060425,0.13338331878185272,0.36521682143211365
90,0.1845565289258957,0.42960041761398315,0.17339183390140533,0.4164034426212311
91,0.2143527716398239,0.4629824757575989,0.1406966745853424,0.37509554624557495
92,0.18143709003925323,0.42595434188842773,0.13577499985694885,0.36847659945487976
