,TOP_HOT_AIR_TEMP,CHAMBER_EXT_TEMP,CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW
251,184.5,85.0,89.8000031,986.3813
252,183.60001,85.80000305,90.1999969,986.3813
253,186.0,85.90000153,90.5,1000.156
254,182.8,85.5,89.5,990.9338
255,185.8,86.0,90.3000031,981.712
256,182.7,85.30000305,89.5999985,987.4319
257,185.5,85.19999695,89.5,975.9922
258,183.39999,83.5,87.6999969,1005.48
259,184.5,83.69999695,87.4000015,1005.48
260,185.1265,85.542239,90.452079,1005.48
261,185.1265,88.40000153,89.1999969,1005.48
262,190.39999,85.542239,90.452079,1005.48
263,182.2,85.542239,90.452079,1005.48
264,182.0,85.542239,90.452079,1005.48
265,183.39999,85.542239,90.452079,1005.48
266,184.0,85.542239,90.452079,1005.48
267,185.3,88.19999695,93.4000015,921.712
268,185.39999,87.0,92.0,1002.49
269,185.3,86.5,91.8000031,995.6031
270,185.7,86.30000305,91.3000031,998.9883
271,185.5,86.30000305,91.8000031,1000.156
272,186.10001,86.69999695,92.0,1015.214
273,186.0,86.5,91.5,1011.712
274,185.8,86.59999847,92.1999969,1018.599
275,186.0,87.19999695,92.3000031,1016.265
276,185.89999,87.30000305,92.6999969,1011.712
277,184.89999,87.09999847,92.6999969,1016.265
278,183.60001,87.59999847,92.8000031,1017.432
279,183.0,87.80000305,92.9000015,1014.047
280,182.10001,88.19999695,93.0999985,1020.934
281,183.39999,88.40000153,93.5,1018.599
282,184.2,88.40000153,93.9000015,1010.545
283,185.10001,88.59999847,94.0,1024.436
284,185.39999,88.69999695,94.4000015,1012.879
285,186.0,88.80000305,94.0999985,1014.047
286,185.8,88.40000153,93.4000015,1007.043
287,182.7,88.30000305,93.0999985,1018.599
288,183.8,88.59999847,93.9000015,1017.432
289,185.3,88.30000305,93.5999985,1014.047
290,185.89999,87.90000153,93.3000031,1011.712
291,185.39999,87.90000153,92.8000031,1016.265
292,182.7,87.90000153,92.6999969,1009.377
293,183.3,88.30000305,93.1999969,1022.101
294,184.8,87.90000153,93.5,1002.49
295,185.60001,88.19999695,93.1999969,1004.825
296,186.2,88.30000305,93.4000015,1009.377
297,184.89999,87.80000305,93.0,1011.712
298,182.7,87.90000153,93.0,1012.879
299,182.3,88.19999695,93.0999985,1010.545
300,183.0,88.09999847,93.3000031,1009.377
301,183.2,88.40000153,93.9000015,1008.21
302,184.3,88.5,93.4000015,1012.879
303,185.5,88.40000153,93.5,1002.49
304,186.2,88.19999695,93.4000015,1014.047
305,185.39999,87.90000153,93.0999985,1018.599
306,185.5,88.0,92.9000015,1005.875
307,183.60001,87.30000305,92.5,1007.043
308,182.10001,87.5,92.1999969,1004.825
309,182.7,87.19999695,92.5,1018.599
310,183.89999,87.40000153,92.4000015,1011.712
311,185.0,87.5,93.0,1008.21
312,185.60001,87.5,92.5,1000.156
313,185.8,87.19999695,92.0,1002.49
314,185.89999,87.0,91.5999985,1007.043
315,186.2,86.90000153,92.1999969,1004.825
316,185.7,86.90000153,91.9000015,1005.875
317,185.39999,86.90000153,91.6999969,1004.825
318,185.39999,86.5,91.9000015,994.4358
319,184.8,86.69999695,91.4000015,995.6031
320,183.60001,86.59999847,91.4000015,998.9883
321,183.3,86.69999695,91.3000031,998.9883
322,183.60001,86.5,91.4000015,996.6537
323,184.89999,85.59999847,90.5,1040.545
324,185.10001,85.30000305,90.0,1045.097
325,185.7,85.0,90.0999985,1039.377
326,186.0,85.0,90.1999969,1032.49
327,185.7,85.0,89.5999985,1047.432
328,186.0,84.90000153,89.5999985,1033.658
329,185.60001,84.59999847,89.5,1040.545
330,184.89999,84.5,89.4000015,1038.21
331,184.5,84.40000153,89.1999969,1030.156
332,183.3,84.5,89.3000031,1034.825
333,182.0,84.69999695,88.9000015,1044.047
334,181.8,84.30000305,89.3000031,1040.545
335,181.7,84.80000305,89.5,1044.047
336,181.8,85.19999695,90.0,1048.599
337,182.10001,85.30000305,90.1999969,1054.436
338,182.0,85.69999695,90.6999969,1054.436
339,182.5,86.09999847,91.0999985,1047.432
340,182.39999,86.5,91.5,1053.268
341,183.8,86.5,91.5,1053.268
342,184.8,86.80000305,91.9000015,1052.101
343,184.60001,86.40000153,91.6999969,1052.101
344,185.60001,86.59999847,91.5999985,1053.268
345,184.7,86.19999695,91.0999985,1050.934
346,185.7,86.40000153,91.8000031,1037.043
347,185.2,86.40000153,91.5,1050.934
348,184.7,86.19999695,91.3000031,1046.265
349,184.5,86.09999847,91.4000015,1048.599
350,182.60001,86.19999695,91.1999969,1049.766
351,181.60001,86.0,90.9000015,1042.879
352,182.8,85.90000153,90.6999969,1049.766
353,182.8,86.0,91.0999985,1055.486
354,183.3,86.30000305,91.0999985,1055.486
355,185.7,86.30000305,91.6999969,1048.599
356,185.7,86.09999847,91.3000031,1048.599
357,184.60001,85.542239,90.452079,1005.48
358,183.8,85.542239,90.452079,1005.48
359,185.3,85.542239,90.452079,1005.48
360,185.39999,85.542239,90.452079,1005.48
361,184.7,85.542239,94.4000015,1039.377
362,183.89999,88.30000305,93.0,1032.49
363,182.89999,87.30000305,92.3000031,1035.875
364,181.8,86.90000153,91.6999969,1030.156
365,182.3,86.5,91.4000015,1037.043
366,184.3,86.30000305,91.5,1031.323
367,185.5,86.40000153,91.5999985,1034.825
368,185.2,86.19999695,91.5999985,1032.49
369,183.89999,86.19999695,91.3000031,1034.825
370,182.10001,86.30000305,90.6999969,1033.658
371,181.7,86.0,90.8000031,1030.156
372,183.0,86.09999847,90.8000031,1030.156
373,184.89999,85.59999847,90.6999969,1034.825
374,185.5,86.0,90.9000015,1030.156
375,184.89999,86.19999695,91.5,1031.323
376,183.5,86.19999695,91.1999969,1041.712
377,181.5,86.09999847,91.0,1038.21
378,182.89999,86.19999695,91.0,1041.712
379,184.2,86.0,90.6999969,1033.658
380,185.60001,86.80000305,92.1999969,1012.879
381,184.89999,87.0,92.4000015,1003.658
382,183.60001,86.80000305,92.3000031,1018.599
383,182.60001,86.59999847,91.5,1017.432
384,181.60001,86.19999695,91.1999969,1004.825
385,182.0,85.90000153,91.0999985,1014.047
386,184.10001,85.90000153,91.0999985,1010.545
387,185.5,86.09999847,91.3000031,1009.377
388,185.3,85.90000153,91.3000031,1012.879
389,183.89999,86.09999847,91.3000031,1014.047
390,183.10001,86.30000305,91.0,1010.545
391,181.8,86.0,90.6999969,1007.043
392,182.3,85.80000305,90.6999969,1016.265
393,184.39999,85.80000305,91.0999985,1012.879
394,185.5,85.90000153,90.6999969,1011.712
395,184.8,85.90000153,91.0999985,1012.879
396,183.5,85.69999695,91.0,1014.047
397,181.8,85.69999695,91.0,1011.712
398,181.89999,85.80000305,90.3000031,1012.879
399,182.8,85.59999847,90.4000015,1012.879
400,185.10001,85.59999847,90.5,1012.879
401,185.60001,85.59999847,90.5999985,1009.377
402,184.89999,85.5,91.0,1010.545
403,183.3,85.59999847,90.6999969,1012.879
404,181.7,85.0,90.1999969,1003.658
405,183.2,85.19999695,90.1999969,1018.599
406,185.39999,85.5,90.5999985,1008.21
407,185.39999,85.59999847,90.5999985,1016.265
408,184.2,85.59999847,91.0999985,1020.934
409,182.0,85.5,90.4000015,1015.214
410,181.89999,85.30000305,90.4000015,1007.043
411,184.10001,85.19999695,90.0,1016.265
412,185.5,84.90000153,90.0,1007.043
413,185.3,84.80000305,90.0,1001.323
414,184.60001,85.09999847,89.8000031,1005.875
415,182.89999,84.90000153,89.9000015,1016.265
416,181.89999,84.59999847,89.4000015,1007.043
417,182.39999,84.59999847,89.4000015,1011.712
418,183.60001,84.5,89.5999985,1014.047
419,185.5,84.59999847,90.0,1014.047
420,185.39999,85.5,90.5,1017.432
421,183.60001,85.19999695,90.4000015,1003.658
422,181.89999,85.5,90.5999985,998.9883
423,182.0,85.40000153,90.4000015,993.2685
424,184.60001,85.40000153,90.5999985,998.9883
425,185.3,85.69999695,91.0,1004.825
426,184.3,85.80000305,90.9000015,993.2685
427,183.3,85.90000153,91.0,1001.323
428,181.7,85.90000153,91.0,997.821
429,181.60001,85.80000305,90.8000031,992.1011
430,181.89999,85.80000305,90.8000031,987.4319
431,184.60001,85.59999847,90.6999969,1003.658
432,185.3,85.40000153,91.0999985,986.3813
433,184.10001,85.59999847,90.6999969,995.6031
434,182.5,85.40000153,90.1999969,989.7665
435,181.60001,85.09999847,90.0,995.6031
436,182.8,85.0,89.6999969,1000.156
437,184.60001,85.0,90.0999985,992.1011
438,184.60001,85.30000305,90.5999985,994.4358
439,182.3,85.40000153,90.5,995.6031
440,181.89999,85.19999695,90.5,992.1011
441,185.0,85.30000305,90.6999969,994.4358
442,185.2,85.40000153,90.6999969,1003.658
443,183.89999,85.5,90.9000015,995.6031
444,182.7,85.59999847,91.0999985,1004.825
445,181.7,85.5,90.3000031,986.3813
446,184.8,85.59999847,90.6999969,1001.323
447,184.5,85.90000153,91.0999985,996.6537
448,181.89999,85.69999695,91.0,1002.49
449,182.3,85.59999847,90.5999985,1002.49
450,185.2,85.5,91.0,993.2685
451,184.39999,85.80000305,91.4000015,1007.043
452,181.5,85.69999695,90.8000031,1000.156
453,183.2,85.59999847,90.6999969,997.821
454,185.3,86.0,91.1999969,996.6537
455,183.60001,86.19999695,91.3000031,993.2685
456,181.39999,85.69999695,90.1999969,1004.825
457,183.0,85.30000305,90.0999985,1007.043
458,185.2,85.0,90.5,1002.49
459,183.60001,85.30000305,90.5,1005.875
460,181.39999,85.09999847,89.9000015,1009.377
461,183.60001,85.0,90.0999985,992.1011
462,184.89999,85.19999695,90.3000031,1001.323
463,183.39999,85.5,90.6999969,1016.265
464,181.60001,85.09999847,90.1999969,1007.043
465,184.8,85.30000305,90.6999969,1007.043
466,184.7,85.59999847,90.8000031,1000.156
467,182.60001,85.5,90.9000015,1007.043
468,181.7,85.30000305,90.1999969,1002.49
469,184.5,85.19999695,90.3000031,996.6537
470,185.2,85.40000153,90.6999969,1003.658
471,184.60001,85.59999847,90.9000015,1002.49
472,182.39999,85.40000153,90.5999985,1010.545
473,182.0,85.19999695,90.3000031,1001.323
474,185.3,85.09999847,90.5999985,997.821
475,184.60001,85.19999695,90.5,1005.875
476,182.60001,85.0,90.0,1008.21
477,182.2,84.90000153,89.5999985,996.6537
478,184.7,84.90000153,89.5999985,1004.825
479,185.10001,85.09999847,90.3000031,1001.323
480,183.3,85.09999847,89.8000031,1005.875
481,186.5,85.09999847,89.9000015,1085.486
482,184.7,83.5,87.6999969,1004.825
483,186.5,88.0,94.4000015,918.3268
484,187.3,86.19999695,90.0999985,1073.93
485,184.5,83.90000153,88.5999985,1088.988
486,185.60001,84.0,89.1999969,1095.875
487,187.89999,84.69999695,89.9000015,1101.712
488,186.5,84.69999695,90.3000031,1102.879
489,184.2,84.5,89.0999985,1099.377
490,187.3,84.5,88.9000015,1100.545
491,188.2,84.40000153,88.9000015,1097.043
492,186.39999,84.09999847,89.3000031,1099.377
493,184.39999,83.90000153,88.5,1091.323
494,186.60001,83.69999695,88.5,1100.545
495,188.2,84.0,88.8000031,1091.323
496,185.2,83.90000153,88.5,1094.708
497,185.60001,83.59999847,87.9000015,1097.043
498,188.5,83.5,88.3000031,1093.541
499,186.7,83.5,88.4000015,1102.879
500,184.8,83.19999695,88.0,1094.708
501,185.5,83.30000305,88.1999969,1091.323
502,188.39999,83.5,88.1999969,1085.486
503,187.5,83.5,88.5999985,1097.043
504,186.5,83.40000153,88.4000015,1090.156
505,184.39999,83.69999695,88.1999969,1100.545
506,186.2,83.0,87.6999969,1094.708
507,188.0,83.30000305,88.3000031,1087.821
508,188.39999,83.5,88.5,1097.043
509,187.39999,83.69999695,88.6999969,1088.988
510,185.8,83.69999695,88.5,1092.49
511,184.7,83.59999847,88.5999985,1090.156
512,186.10001,83.5,88.3000031,1099.377
513,187.60001,83.69999695,88.5,1092.49
514,188.7,83.59999847,88.6999969,1093.541
515,188.5,83.69999695,88.8000031,1088.988
516,188.60001,83.59999847,88.5,1087.821
517,188.7,83.90000153,88.8000031,1095.875
518,188.60001,83.19999695,87.9000015,1099.377
519,188.8,83.30000305,88.5,1091.323
520,188.7,83.09999847,87.8000031,1087.821
521,188.8,82.5,87.0999985,1068.21
522,188.8,81.40000153,86.0,1077.432
523,188.7,83.0,88.1999969,1012.879
524,188.60001,86.69999695,92.6999969,1005.48
525,185.1265,85.542239,90.452079,1005.48
526,185.1265,85.542239,90.452079,1005.48
527,185.1265,85.542239,90.452079,1005.48
528,188.2,85.542239,90.452079,1005.48
529,187.39999,85.542239,90.452079,1005.48
530,185.10001,85.542239,90.452079,1005.48
531,187.89999,85.542239,90.452079,945.9922
532,189.0,85.542239,90.452079,928.5992
533,185.39999,85.542239,90.452079,1045.097
534,187.3,89.09999847,93.0999985,1070.545
535,188.60001,86.40000153,91.0999985,1065.875
536,188.7,85.09999847,89.0999985,1053.268
537,185.3,84.80000305,89.0999985,1068.21
538,186.60001,85.5,90.3000031,1077.432
539,187.5,85.80000305,90.6999969,1072.879
540,188.7,84.5,89.5,1097.043
541,188.7,84.30000305,88.9000015,1099.377
542,185.5,84.40000153,88.6999969,1103.93
543,185.3,84.30000305,88.6999969,1093.541
544,186.3,84.40000153,89.0,1103.93
545,187.5,84.30000305,89.0,1093.541
546,188.3,84.5,89.5,1100.545
547,188.8,84.30000305,89.5,1103.93
548,188.39999,84.69999695,89.4000015,1094.708
549,188.3,84.40000153,89.0999985,1109.766
550,186.0,84.69999695,89.0999985,1117.821
551,185.3,84.69999695,89.0999985,1112.101
552,186.2,84.5,89.1999969,1117.821
553,187.0,84.69999695,89.4000015,1110.934
554,188.5,84.5,89.6999969,1097.043
555,188.8,84.59999847,89.0999985,1117.821
556,186.2,84.40000153,88.5999985,1114.319
557,185.7,84.69999695,89.5,1121.323
558,187.2,84.80000305,89.5,1091.323
559,188.8,85.0,89.5999985,1112.101
560,188.5,84.69999695,89.0999985,1097.043
561,186.39999,84.40000153,89.4000015,1093.541
562,185.5,84.30000305,88.9000015,1125.875
563,186.3,84.30000305,88.8000031,1117.821
564,187.60001,84.59999847,89.3000031,1102.879
565,188.3,84.30000305,89.4000015,1121.323
566,189.0,84.40000153,89.5,1136.265
567,188.5,84.30000305,89.0,1115.486
568,186.7,84.30000305,88.4000015,1103.93
569,185.2,84.09999847,89.0,1110.934
570,185.39999,84.69999695,89.4000015,1122.49
571,186.8,84.90000153,89.5999985,1092.49
572,188.39999,85.0,89.9000015,1116.654
573,188.0,84.69999695,89.3000031,1122.49
574,185.7,85.0,89.5999985,1110.934
575,188.0,84.80000305,89.6999969,1123.541
576,188.8,85.0,89.8000031,1107.432
577,185.89999,84.59999847,89.4000015,1117.821
578,187.0,84.90000153,89.6999969,1118.988
579,188.3,84.80000305,89.5999985,1116.654
580,187.60001,84.69999695,89.5999985,1099.377
581,185.89999,84.80000305,89.3000031,1107.432
582,185.7,84.90000153,89.5,1108.599
583,187.0,84.69999695,89.4000015,1137.432
584,187.8,84.69999695,89.5999985,1113.152
585,188.10001,84.30000305,89.1999969,1117.821
586,188.7,84.0,89.0999985,1118.988
587,188.8,84.0,88.9000015,1103.93
588,188.39999,83.80000305,88.5999985,1113.152
589,188.3,83.30000305,88.5,1109.766
590,187.7,83.80000305,88.4000015,1120.156
591,188.2,83.80000305,88.5999985,1113.152
592,188.0,83.90000153,88.9000015,1131.712
593,188.3,83.80000305,88.3000031,1124.708
594,187.39999,83.90000153,88.3000031,1122.49
595,188.0,83.90000153,88.8000031,1113.152
596,188.3,83.80000305,88.3000031,1101.712
597,188.39999,84.0,88.6999969,1112.101
598,188.39999,84.0,88.5,1117.821
599,188.2,84.0,88.6999969,1114.319
600,188.10001,84.30000305,88.9000015,1121.323
601,187.60001,84.19999695,88.8000031,1117.821
602,187.10001,84.19999695,89.0999985,1105.097
603,185.2,84.40000153,88.5999985,1100.545
604,185.10001,84.30000305,88.5999985,1110.934
605,186.7,84.09999847,88.6999969,1102.879
606,188.39999,84.5,89.0,1121.323
607,188.3,84.19999695,89.4000015,1118.988
608,186.89999,84.40000153,89.0,1117.821
609,185.5,84.30000305,89.0,1131.712
610,185.3,84.30000305,88.9000015,1112.101
611,186.8,84.30000305,89.0,1121.323
612,188.0,84.5,89.5,1109.766
613,188.0,84.69999695,89.5999985,1100.545
