,TOP_HOT_AIR_TEMP,CHAMBER_EXT_TEMP,CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW
4104,185.39999,82.5,86.9000015,1023.268
4105,184.0,83.40000153,88.0,1022.101
4106,182.8,83.30000305,87.6999969,1015.214
4107,185.2,83.19999695,87.6999969,1015.214
4108,184.8,83.19999695,88.4000015,1012.879
4109,182.89999,82.80000305,87.5,1022.101
4110,185.60001,83.40000153,87.9000015,1017.432
4111,183.89999,83.40000153,88.0999985,1011.712
4112,183.10001,83.19999695,87.8000031,1023.268
4113,185.60001,83.40000153,88.1999969,1016.265
4114,183.7,83.40000153,87.9000015,1025.486
4115,182.8,83.09999847,87.8000031,1016.265
4116,185.5,83.19999695,87.9000015,1011.712
4117,183.60001,83.19999695,88.0999985,1017.432
4118,182.89999,83.0,87.5,1012.879
4119,185.3,82.59999847,87.0,1022.101
4120,184.60001,82.80000305,87.8000031,1015.214
4121,182.60001,82.69999695,87.3000031,1018.599
4122,184.7,82.59999847,87.4000015,1010.545
4123,185.2,82.80000305,87.5,1016.265
4124,182.89999,83.19999695,87.5999985,1011.712
4125,184.2,82.40000153,86.9000015,1016.265
4126,185.60001,82.40000153,87.1999969,1024.436
4127,184.10001,82.59999847,87.1999969,1025.486
4128,183.2,81.90000153,86.4000015,1022.101
4129,185.7,82.40000153,87.1999969,1027.821
4130,184.7,82.59999847,87.5999985,1012.879
4131,182.7,82.5,87.1999969,1009.377
4132,183.8,82.5,87.1999969,1012.879
4133,185.3,82.5,86.5999985,1016.265
4134,184.7,82.59999847,87.1999969,1014.047
4135,183.0,82.5,87.1999969,1019.767
4136,183.7,82.5,87.3000031,1016.265
4137,185.7,82.80000305,87.4000015,1017.432
4138,184.10001,82.80000305,87.4000015,1004.825
4139,182.89999,82.40000153,87.0999985,1008.21
4140,185.39999,82.30000305,86.8000031,1015.214
4141,185.0,82.69999695,86.8000031,1018.599
4142,183.3,82.59999847,86.9000015,1002.49
4143,183.39999,82.40000153,86.6999969,1012.879
4144,185.60001,82.69999695,87.1999969,1011.712
4145,184.8,82.80000305,86.8000031,1009.377
4146,182.8,82.59999847,86.6999969,1012.879
4147,184.89999,82.40000153,86.9000015,1015.214
4148,184.5,82.5,87.0,1018.599
4149,182.8,82.30000305,86.5999985,1009.377
4150,184.60001,82.19999695,86.5999985,1011.712
4151,185.39999,82.09999847,86.4000015,1009.377
4152,183.10001,83.5,88.5999985,950.5447
4153,183.2,84.40000153,88.9000015,950.5447
4154,185.7,84.19999695,89.1999969,1005.48
4155,187.60001,85.542239,90.452079,1005.48
4156,186.89999,85.542239,90.452079,1005.48
4157,188.39999,85.542239,90.452079,1005.48
4158,188.8,89.0,93.9000015,949.3774
4159,186.39999,86.59999847,91.3000031,989.7665
4160,188.39999,85.80000305,91.1999969,988.5992
4161,188.8,86.19999695,91.9000015,1009.377
4162,186.2,85.09999847,89.8000031,1060.156
4163,187.2,82.69999695,87.0999985,1108.599
4164,188.89999,82.59999847,87.0999985,1117.821
4165,186.5,82.5,86.9000015,1112.101
4166,187.7,82.5,87.0999985,1108.599
4167,189.10001,82.90000153,88.0999985,1115.486
4168,187.3,83.19999695,87.9000015,1118.988
4169,186.89999,83.19999695,88.3000031,1117.821
4170,187.3,83.09999847,87.8000031,1121.323
4171,188.10001,83.90000153,88.1999969,1118.988
4172,187.7,83.40000153,88.3000031,1122.49
4173,185.89999,83.19999695,87.8000031,1114.319
4174,189.10001,83.5,88.3000031,1117.821
4175,187.8,83.5,88.0999985,1120.156
4176,186.5,83.0,87.5,1115.486
4177,188.0,82.5,87.3000031,1113.152
4178,188.10001,82.69999695,87.9000015,1117.821
4179,186.89999,82.90000153,87.5,1118.988
4180,187.8,82.59999847,87.4000015,1117.821
4181,188.8,82.40000153,87.5999985,1110.934
4182,187.89999,82.40000153,87.6999969,1112.101
4183,186.8,82.80000305,86.9000015,1120.156
4184,189.39999,82.69999695,87.6999969,1103.93
4185,188.39999,82.59999847,87.1999969,1114.319
4186,186.39999,82.59999847,87.0,1117.821
4187,189.0,82.40000153,87.3000031,1108.599
4188,187.89999,82.5,87.1999969,1114.319
4189,186.2,82.80000305,87.1999969,1114.319
4190,187.0,82.59999847,87.1999969,1116.654
4191,187.89999,82.59999847,87.5,1116.654
4192,188.7,82.80000305,87.5999985,1115.486
4193,186.2,82.59999847,86.8000031,1113.152
4194,187.5,82.5,87.3000031,1114.319
4195,189.0,82.69999695,87.9000015,1110.934
4196,188.89999,82.59999847,87.9000015,1116.654
4197,186.5,82.80000305,87.5,1113.152
4198,186.8,82.80000305,87.6999969,1120.156
4199,187.2,82.90000153,87.5,1115.486
4200,188.7,82.80000305,87.8000031,1115.486
4201,187.60001,83.19999695,88.1999969,1116.654
4202,185.8,83.09999847,87.6999969,1118.988
4203,185.8,83.40000153,88.0999985,1118.988
4204,185.7,83.30000305,87.9000015,1122.49
4205,186.2,83.09999847,88.0,1110.934
4206,186.7,83.19999695,88.0999985,1115.486
4207,187.5,83.69999695,88.5999985,1123.541
4208,188.5,84.09999847,89.0,1115.486
4209,188.10001,83.69999695,88.8000031,1123.541
4210,186.2,83.5,88.1999969,1127.043
4211,187.7,83.5,88.1999969,1116.654
4212,188.89999,83.59999847,88.5,1114.319
4213,188.2,83.40000153,88.3000031,1116.654
4214,186.10001,83.80000305,88.3000031,1116.654
4215,187.0,83.5,88.0999985,1115.486
4216,188.0,83.5,88.1999969,1112.101
4217,188.7,83.59999847,88.5999985,1117.821
4218,187.89999,83.5,88.5999985,1114.319
4219,186.0,83.19999695,88.3000031,1117.821
4220,187.39999,83.19999695,88.0,1113.152
4221,188.8,83.5,88.6999969,1120.156
4222,187.3,83.80000305,88.9000015,1125.875
4223,187.10001,83.69999695,88.6999969,1123.541
4224,188.8,83.40000153,88.5,1114.319
4225,187.0,83.80000305,88.5999985,1115.486
4226,186.89999,83.80000305,88.5999985,1117.821
4227,186.89999,83.69999695,88.5,1116.654
4228,188.2,83.59999847,88.3000031,1110.934
4229,188.2,83.30000305,88.3000031,1116.654
4230,185.60001,83.09999847,88.1999969,1116.654
4231,185.89999,83.30000305,87.6999969,1110.934
4232,186.3,83.09999847,88.4000015,1116.654
4233,188.0,83.19999695,88.4000015,1120.156
4234,189.0,83.69999695,88.5,1116.654
4235,186.2,83.30000305,87.9000015,1117.821
4236,185.89999,83.69999695,88.5,1117.821
4237,186.10001,83.69999695,88.5,1117.821
4238,187.5,83.5,88.3000031,1124.708
4239,187.3,84.0,88.5,1118.988
4240,187.7,84.09999847,88.6999969,1115.486
4241,188.5,84.40000153,89.4000015,1117.821
4242,186.7,84.30000305,89.0,1113.152
4243,186.10001,84.19999695,88.9000015,1120.156
4244,185.60001,84.19999695,88.9000015,1117.821
4245,185.39999,84.0,88.5999985,1120.156
4246,186.39999,84.0,88.4000015,1118.988
4247,187.7,83.5,88.3000031,1114.319
4248,189.10001,83.69999695,88.8000031,1110.934
4249,186.2,83.40000153,88.5999985,1112.101
4250,185.60001,83.69999695,88.5,1117.821
4251,187.60001,83.40000153,88.0999985,1117.821
4252,187.10001,83.30000305,88.0999985,1109.766
4253,188.0,83.0,88.1999969,1112.101
4254,188.39999,82.90000153,87.8000031,1101.712
4255,186.8,83.0,87.9000015,1114.319
4256,187.60001,82.80000305,87.9000015,1103.93
4257,187.89999,82.5,87.3000031,1110.934
4258,187.2,82.40000153,87.0999985,1110.934
4259,185.60001,82.40000153,87.0,1112.101
4260,186.10001,82.5,86.6999969,1112.101
4261,187.2,82.5,87.4000015,1115.486
4262,188.60001,82.59999847,87.6999969,1109.766
4263,189.0,83.09999847,88.1999969,1108.599
4264,186.3,83.30000305,88.0999985,1112.101
4265,188.7,83.19999695,88.4000015,1112.101
4266,187.89999,83.40000153,88.1999969,1112.101
4267,185.89999,83.40000153,88.1999969,1112.101
4268,186.8,83.59999847,88.5,1108.599
4269,189.0,83.59999847,88.8000031,1115.486
4270,188.3,84.0,88.8000031,1110.934
4271,186.0,83.90000153,88.9000015,1118.988
4272,186.39999,83.69999695,88.6999969,1117.821
4273,187.10001,83.90000153,88.8000031,1117.821
4274,188.3,84.0,88.5999985,1113.152
4275,187.5,84.0,89.0999985,1128.21
4276,186.60001,84.19999695,88.9000015,1117.821
4277,187.2,84.30000305,89.5,1116.654
4278,187.3,84.30000305,89.3000031,1118.988
4279,188.60001,84.0,89.1999969,1121.323
4280,188.7,84.19999695,89.1999969,1113.152
4281,188.2,84.09999847,89.0,1114.319
4282,188.2,83.90000153,89.0999985,1109.766
4283,187.89999,84.30000305,89.5999985,1112.101
4284,187.5,84.40000153,89.5999985,1107.432
4285,186.5,84.40000153,89.0999985,1105.097
4286,186.60001,85.19999695,90.3000031,1040.545
4287,184.8,84.40000153,89.5999985,1005.875
4288,182.7,83.69999695,87.9000015,1005.875
4289,182.7,82.80000305,87.3000031,1008.21
4290,185.10001,82.40000153,87.1999969,1016.265
4291,183.3,82.80000305,87.5999985,1009.377
4292,182.89999,83.0,88.0999985,1009.377
4293,182.2,82.80000305,88.3000031,1009.377
4294,184.3,83.19999695,87.8000031,1012.879
4295,185.0,83.69999695,88.8000031,1009.377
4296,182.60001,83.90000153,88.8000031,1005.875
4297,183.7,83.59999847,88.5999985,1018.599
4298,184.8,84.09999847,89.0,990.9338
4299,182.5,84.40000153,89.8000031,990.9338
4300,183.7,85.542239,90.452079,1005.48
4301,185.5,85.542239,90.452079,1005.48
4302,184.0,85.542239,90.452079,1005.48
4303,182.5,85.542239,90.452079,1005.48
4304,185.10001,88.5,93.0,997.821
4305,184.0,86.40000153,91.0,1030.156
4306,183.0,85.40000153,89.6999969,1031.323
4307,185.5,85.09999847,89.6999969,1025.486
4308,184.60001,84.80000305,89.6999969,1027.821
4309,182.8,84.19999695,89.0999985,1028.988
4310,184.89999,83.90000153,88.4000015,1019.767
4311,185.8,83.90000153,88.4000015,1028.988
4312,183.39999,83.5,88.0999985,1018.599
4313,183.8,83.19999695,87.9000015,1024.436
4314,185.89999,83.0,87.6999969,1024.436
4315,184.60001,83.30000305,88.1999969,1024.436
4316,182.8,83.19999695,87.6999969,1020.934
4317,184.8,83.09999847,87.9000015,1019.767
4318,185.3,83.80000305,88.0,1023.268
4319,183.39999,83.30000305,88.3000031,1025.486
4320,183.10001,83.59999847,88.3000031,1026.654
4321,185.60001,83.30000305,88.3000031,1024.436
4322,184.39999,83.90000153,88.8000031,1026.654
4323,183.2,83.90000153,88.0999985,1033.658
4324,185.7,84.09999847,88.5999985,1026.654
4325,184.89999,83.69999695,88.5999985,1022.101
4326,183.39999,83.90000153,88.6999969,1014.047
4327,183.89999,83.69999695,88.0999985,1014.047
4328,185.7,83.80000305,89.0,986.3813
4329,184.39999,83.80000305,88.4000015,962.1011
4330,183.2,83.80000305,88.3000031,958.5992
4331,183.60001,84.0,89.1999969,967.821
4332,185.89999,85.19999695,90.1999969,972.4903
4333,184.7,86.09999847,91.5,972.4903
4334,182.7,86.09999847,90.6999969,967.821
4335,184.2,85.90000153,90.6999969,972.4903
4336,185.7,85.90000153,90.8000031,965.6031
4337,185.10001,85.80000305,90.4000015,994.4358
4338,183.5,85.0,89.4000015,989.7665
4339,183.3,84.69999695,88.8000031,995.6031
4340,185.7,84.30000305,89.0,990.9338
4341,185.8,84.5,89.0999985,990.9338
4342,184.7,84.5,89.3000031,988.5992
4343,183.0,84.19999695,89.1999969,992.1011
4344,183.5,84.5,89.0,978.2101
4345,185.8,84.5,89.4000015,990.9338
4346,186.0,84.69999695,89.5,992.1011
4347,185.39999,84.69999695,89.8000031,990.9338
4348,184.10001,84.69999695,90.1999969,979.3774
4349,183.10001,84.90000153,89.5999985,986.3813
4350,184.2,84.90000153,89.0999985,985.214
4351,185.60001,84.90000153,89.4000015,990.9338
4352,185.7,84.5,89.5,992.1011
4353,184.89999,84.80000305,89.5999985,994.4358
4354,183.8,84.5,89.5,992.1011
4355,182.89999,84.30000305,89.0,992.1011
4356,183.5,84.59999847,89.0,985.214
4357,185.3,84.5,89.1999969,984.0467
4358,184.8,84.59999847,89.1999969,985.214
4359,183.39999,85.40000153,90.4000015,967.821
4360,184.39999,85.80000305,90.8000031,967.821
4361,185.10001,85.90000153,90.9000015,967.821
4362,185.89999,85.5,90.1999969,971.3229
4363,186.10001,85.40000153,90.1999969,964.4358
4364,186.2,85.59999847,90.3000031,966.7704
4365,184.8,85.30000305,89.8000031,959.7665
4366,185.2,84.90000153,89.8000031,965.6031
4367,184.8,84.80000305,89.8000031,966.7704
4368,183.5,84.69999695,89.4000015,972.4903
4369,183.2,85.30000305,89.1999969,966.7704
4370,183.39999,85.30000305,89.8000031,968.9883
4371,183.60001,84.80000305,89.3000031,967.821
4372,183.5,85.09999847,89.1999969,959.7665
4373,183.39999,84.90000153,89.6999969,960.9338
4374,183.60001,85.09999847,89.3000031,966.7704
4375,183.60001,85.09999847,89.6999969,958.5992
4376,183.60001,85.0,89.5,963.2685
4377,183.7,84.30000305,89.0,989.7665
4378,183.3,84.19999695,88.3000031,992.1011
4379,183.3,84.09999847,88.6999969,990.9338
4380,183.3,84.09999847,88.5,975.9922
4381,184.10001,84.0,88.8000031,990.9338
4382,184.89999,84.09999847,88.5,988.5992
4383,186.0,84.09999847,89.1999969,981.712
4384,185.89999,84.09999847,88.8000031,989.7665
4385,185.8,84.40000153,88.6999969,988.5992
4386,185.7,83.90000153,89.0,988.5992
4387,185.60001,84.09999847,88.6999969,982.8794
4388,185.5,83.90000153,88.5999985,984.0467
4389,185.10001,83.69999695,88.5999985,984.0467
4390,184.39999,82.80000305,87.0999985,1004.825
4391,184.0,82.69999695,86.8000031,1007.043
4392,183.8,82.69999695,86.5999985,1000.156
4393,183.5,82.0,86.5999985,1002.49
4394,183.2,82.0,86.4000015,1003.658
4395,183.2,82.30000305,86.6999969,987.4319
4396,183.5,82.80000305,86.8000031,975.9922
4397,184.5,82.69999695,86.8000031,980.5447
4398,185.0,82.80000305,87.4000015,977.0428
4399,185.3,82.09999847,86.3000031,922.8794
4400,185.8,82.30000305,86.3000031,925.214
4401,186.2,82.59999847,87.3000031,895.214
4402,186.3,86.80000305,95.0,1005.48
4403,185.1265,85.542239,90.452079,1005.48
4404,187.3,85.542239,90.452079,1005.48
4405,188.7,85.542239,90.452079,1005.48
4406,188.7,85.542239,90.452079,1005.48
4407,186.3,85.542239,90.452079,1005.48
4408,189.2,85.542239,90.452079,1005.48
4409,187.2,85.542239,90.452079,1005.48
4410,187.10001,85.542239,90.452079,907.9377
4411,185.7,85.542239,90.452079,1005.48
4412,185.1265,85.542239,90.452079,1005.48
4413,185.1265,85.542239,90.452079,1005.48
4414,185.1265,85.542239,90.452079,1005.48
4415,185.1265,85.542239,90.452079,1005.48
4416,190.10001,85.542239,90.452079,1005.48
4417,186.8,85.542239,90.452079,1005.48
4418,186.2,85.542239,90.452079,1005.48
4419,187.39999,85.542239,90.452079,959.7665
4420,188.89999,88.5,92.6999969,1028.988
4421,187.5,87.0,91.6999969,1012.879
4422,185.60001,86.5,91.5999985,1045.097
4423,186.3,86.19999695,90.8000031,1026.654
4424,187.39999,85.0,89.8000031,1030.156
4425,188.2,84.59999847,89.5999985,1055.486
4426,188.8,84.90000153,90.3000031,1052.101
4427,187.7,84.90000153,89.6999969,1072.879
4428,188.0,85.30000305,90.3000031,1086.654
4429,186.60001,85.40000153,90.0,1076.265
4430,186.0,85.09999847,89.6999969,1080.934
4431,186.0,84.90000153,89.6999969,1079.766
4432,186.89999,84.19999695,88.5,1105.097
4433,188.2,83.69999695,88.5999985,1095.875
4434,188.60001,83.30000305,88.0,1095.875
4435,188.0,83.09999847,87.8000031,1103.93
4436,185.39999,82.90000153,87.0999985,1101.712
4437,185.89999,82.80000305,87.5,1093.541
4438,187.5,83.09999847,87.5,1094.708
4439,188.0,82.90000153,87.6999969,1099.377
4440,188.5,83.30000305,88.0,1109.766
4441,187.39999,83.40000153,88.0,1097.043
4442,186.60001,83.40000153,88.4000015,1106.265
4443,186.2,83.80000305,88.5,1099.377
4444,186.7,83.40000153,88.4000015,1101.712
4445,187.60001,83.69999695,88.4000015,1103.93
4446,188.5,83.90000153,88.8000031,1097.043
4447,188.39999,84.0,89.0999985,1103.93
4448,186.2,84.0,89.0999985,1093.541
4449,185.8,84.19999695,88.5999985,1098.21
4450,187.3,83.40000153,88.0,1094.708
4451,189.0,83.5,88.4000015,1093.541
4452,188.3,83.5,88.0999985,1094.708
4453,188.39999,82.59999847,87.0,1093.541
4454,189.2,82.30000305,86.9000015,1038.21
4455,188.3,83.09999847,88.0999985,1010.545
4456,186.8,84.90000153,90.0999985,975.9922
4457,186.8,85.59999847,90.5999985,980.5447
4458,187.3,86.5,91.5999985,978.2101
4459,188.7,85.90000153,90.8000031,1009.377
4460,186.10001,84.69999695,89.3000031,1082.101
4461,187.0,84.09999847,88.6999969,1085.486
4462,186.0,83.40000153,88.1999969,1087.821
4463,186.7,83.30000305,88.1999969,1086.654
4464,187.89999,83.69999695,88.4000015,1087.821
4465,187.10001,83.5,88.0999985,1077.432
4466,187.0,83.40000153,88.5,1080.934
4467,185.7,83.19999695,87.6999969,1087.821
4468,185.7,83.19999695,88.0,1085.486
4469,186.3,83.40000153,88.4000015,1080.934
4470,186.10001,83.09999847,87.9000015,1084.319
4471,185.39999,83.40000153,87.9000015,1086.654
4472,186.10001,83.30000305,87.6999969,1087.821
4473,187.0,83.19999695,88.1999969,1079.766
4474,187.7,83.0,88.0,1087.821
4475,189.10001,83.40000153,88.0999985,1084.319
4476,188.10001,83.59999847,88.0,1091.323
4477,187.8,83.80000305,88.5,1083.268
4478,188.2,83.69999695,88.4000015,1103.93
4479,188.3,83.40000153,88.8000031,1086.654
4480,183.60001,83.09999847,87.6999969,1023.268
4481,184.3,82.69999695,87.5999985,1018.599
4482,186.10001,82.09999847,86.9000015,1016.265
4483,183.8,81.90000153,86.4000015,1010.545
4484,182.7,81.5,86.1999969,1023.268
4485,183.7,81.40000153,85.6999969,1012.879
4486,186.0,81.30000305,86.0999985,1025.486
4487,184.5,81.30000305,86.5999985,1023.268
4488,183.3,81.40000153,86.4000015,1020.934
4489,184.10001,81.59999847,86.4000015,1033.658
4490,185.89999,81.80000305,86.3000031,1024.436
4491,186.2,81.80000305,86.5,1026.654
4492,184.2,82.09999847,87.1999969,1025.486
4493,185.60001,82.0,86.9000015,1022.101
4494,185.89999,82.19999695,87.0,1037.043
4495,184.10001,82.69999695,87.4000015,1035.875
4496,182.60001,82.19999695,86.9000015,1025.486
4497,184.10001,82.30000305,87.5999985,1017.432
4498,185.8,82.90000153,88.0,1030.156
4499,185.89999,83.40000153,88.5999985,1024.436
4500,184.3,83.69999695,88.5999985,1023.268
4501,183.39999,83.40000153,88.1999969,1022.101
4502,184.8,83.59999847,88.5999985,1032.49
4503,185.10001,83.90000153,89.3000031,1044.047
4504,183.3,83.59999847,88.4000015,1023.268
4505,185.89999,83.59999847,88.5,1019.767
4506,184.2,83.5,88.5999985,1026.654
4507,183.7,83.09999847,87.9000015,1020.934
4508,185.3,83.0,88.0,1030.156
4509,186.10001,82.80000305,88.3000031,1025.486
4510,184.0,82.69999695,87.4000015,1019.767
4511,184.10001,81.90000153,87.0,1017.432
4512,186.0,82.19999695,87.1999969,1020.934
4513,185.10001,82.19999695,87.1999969,1014.047
4514,183.60001,82.5,87.3000031,1017.432
4515,185.60001,81.80000305,86.5,1022.101
4516,185.7,82.09999847,87.4000015,1026.654
4517,183.7,82.40000153,87.0,1016.265
4518,184.3,82.30000305,87.0,1024.436
4519,185.5,81.80000305,87.0999985,1025.486
4520,185.10001,82.5,87.5999985,1034.825
4521,183.8,82.19999695,87.0,1022.101
4522,185.89999,82.59999847,87.1999969,1026.654
4523,185.39999,82.5,87.5,1016.265
4524,183.89999,82.5,87.5999985,1026.654
4525,183.10001,82.80000305,87.5,1019.767
4526,184.0,83.0,87.8000031,1027.821
4527,187.0,83.0,88.0999985,1031.323
4528,186.7,83.09999847,88.0999985,1018.599
4529,186.5,83.0,87.8000031,1016.265
4530,186.3,82.40000153,87.4000015,1022.101
4531,186.5,82.90000153,87.8000031,1033.658
4532,183.5,82.80000305,87.8000031,1020.934
4533,183.5,82.30000305,86.9000015,1018.599
4534,186.3,82.19999695,87.1999969,1028.988
4535,185.0,82.19999695,87.8000031,1019.767
4536,183.10001,82.40000153,87.0,1014.047
4537,184.0,81.80000305,86.9000015,1019.767
4538,185.60001,82.19999695,87.3000031,1011.712
4539,185.89999,82.09999847,87.5999985,1027.821
4540,185.39999,82.30000305,87.5,1018.599
4541,183.2,82.19999695,87.3000031,1022.101
4542,182.7,82.59999847,87.0,1023.268
4543,184.0,82.09999847,87.0,1027.821
4544,184.89999,82.40000153,87.1999969,1026.654
4545,185.10001,82.30000305,87.5,1002.49
4546,183.2,82.69999695,87.4000015,997.821
4547,184.0,82.69999695,87.8000031,1008.21
4548,186.10001,83.09999847,88.0999985,995.6031
4549,184.89999,83.30000305,88.6999969,1000.156
4550,183.3,83.09999847,88.0,1003.658
4551,185.10001,83.40000153,88.1999969,1004.825
4552,185.3,83.80000305,89.0999985,1002.49
4553,183.89999,83.30000305,88.1999969,1002.49
4554,185.8,83.30000305,87.9000015,1008.21
4555,184.89999,84.09999847,89.5,964.4358
4556,185.0,84.40000153,89.4000015,971.3229
4557,186.89999,84.59999847,89.8000031,964.4358
4558,185.89999,84.5,89.9000015,970.1556
4559,183.60001,84.80000305,89.4000015,957.4319
4560,184.39999,84.80000305,89.9000015,957.4319
4561,186.39999,84.5,89.5999985,980.5447
4562,183.3,84.69999695,89.4000015,978.2101
4563,184.7,84.30000305,89.6999969,984.0467
4564,187.2,84.69999695,89.4000015,988.5992
4565,186.7,84.19999695,89.5,975.9922
4566,186.2,84.30000305,89.3000031,984.0467
4567,183.8,84.40000153,89.0999985,977.0428
4568,183.5,83.5,88.0,967.821
4569,185.7,83.59999847,88.9000015,978.2101
4570,185.8,83.59999847,88.4000015,968.9883
4571,183.5,83.80000305,88.9000015,977.0428
4572,185.0,83.80000305,88.6999969,985.214
4573,185.8,83.30000305,88.1999969,981.712
4574,183.39999,83.59999847,88.1999969,988.5992
4575,185.60001,83.59999847,88.5,982.8794
4576,185.89999,84.19999695,88.9000015,984.0467
4577,183.39999,83.90000153,88.3000031,987.4319
4578,186.10001,84.09999847,88.5999985,997.821
4579,185.89999,84.09999847,89.0999985,979.3774
4580,183.8,83.69999695,88.4000015,973.6576
4581,186.3,82.80000305,87.8000031,981.712
4582,185.2,82.90000153,87.5999985,985.214
4583,183.89999,82.59999847,87.3000031,986.3813
4584,186.5,82.69999695,87.1999969,984.0467
4585,184.89999,82.5,87.1999969,968.9883
4586,183.8,82.19999695,86.6999969,978.2101
4587,185.89999,82.19999695,86.8000031,974.8249
4588,185.60001,82.59999847,87.4000015,989.7665
4589,183.8,83.19999695,87.6999969,985.214
4590,186.5,83.09999847,88.3000031,968.9883
4591,185.89999,83.90000153,88.9000015,981.712
4592,183.8,84.40000153,88.9000015,985.214
4593,185.10001,84.59999847,89.4000015,979.3774
4594,186.10001,84.69999695,89.5999985,989.7665
4595,184.89999,84.90000153,89.8000031,982.8794
4596,185.3,84.40000153,89.3000031,981.712
4597,186.8,84.5,89.1999969,986.3813
4598,185.7,84.19999695,88.5,984.0467
4599,183.7,83.90000153,88.4000015,985.214
4600,185.8,84.0,88.3000031,994.4358
4601,186.8,84.0,89.0,997.821
4602,185.10001,84.30000305,88.5999985,980.5447
4603,184.0,84.19999695,88.5,989.7665
4604,185.39999,83.90000153,88.5,984.0467
4605,187.10001,83.90000153,88.9000015,988.5992
4606,186.7,84.19999695,89.0,981.712
4607,185.10001,84.40000153,88.6999969,981.712
4608,184.0,84.09999847,88.5999985,988.5992
4609,185.39999,83.90000153,88.8000031,980.5447
4610,187.0,84.19999695,89.3000031,977.0428
4611,185.8,84.40000153,88.9000015,982.8794
4612,184.10001,84.30000305,89.0,988.5992
4613,184.8,84.0,88.3000031,989.7665
4614,186.8,84.5,89.1999969,995.6031
4615,186.3,84.40000153,89.1999969,986.3813
4616,185.0,84.69999695,89.5,989.7665
4617,183.7,84.90000153,89.4000015,979.3774
4618,184.7,85.0,89.3000031,988.5992
4619,186.7,84.40000153,88.8000031,984.0467
4620,186.10001,84.40000153,88.9000015,982.8794
4621,183.7,84.0,87.9000015,978.2101
4622,184.7,83.5,87.9000015,966.7704
4623,187.0,83.40000153,88.4000015,989.7665
4624,186.2,83.40000153,87.8000031,973.6576
4625,184.8,83.0,87.8000031,978.2101
4626,184.0,82.90000153,87.4000015,975.9922
4627,186.2,82.80000305,87.8000031,978.2101
4628,186.39999,83.40000153,88.4000015,981.712
4629,184.8,83.69999695,88.4000015,989.7665
4630,184.3,83.90000153,88.5,978.2101
4631,186.7,84.30000305,89.4000015,994.4358
4632,185.89999,84.40000153,89.5,1002.49
4633,184.60001,84.30000305,88.8000031,996.6537
4634,184.3,84.09999847,88.3000031,992.1011
4635,186.8,83.80000305,88.3000031,989.7665
4636,186.2,83.90000153,88.5999985,982.8794
4637,184.0,83.59999847,87.8000031,992.1011
4638,184.3,83.09999847,87.0999985,987.4319
4639,186.3,82.59999847,87.3000031,1025.486
4640,185.8,82.19999695,86.8000031,1017.432
4641,183.60001,82.59999847,87.0999985,1005.875
4642,185.0,82.40000153,86.8000031,1000.156
4643,186.7,82.90000153,87.1999969,1004.825
4644,184.8,82.80000305,87.5,1002.49
4645,183.7,82.69999695,86.6999969,1018.599
4646,185.5,82.59999847,86.9000015,1016.265
4647,186.89999,83.09999847,87.6999969,1010.545
4648,184.39999,83.19999695,87.5,1012.879
4649,184.5,82.90000153,87.1999969,1032.49
4650,186.8,82.90000153,87.5,1024.436
4651,185.7,82.90000153,87.3000031,1033.658
4652,184.0,82.80000305,87.1999969,1023.268
4653,185.3,82.40000153,87.0999985,1028.988
4654,186.60001,82.5,86.9000015,1031.323
4655,185.39999,82.80000305,87.3000031,1024.436
4656,183.7,82.5,87.0,1028.988
4657,185.3,82.19999695,86.1999969,1025.486
4658,186.8,82.80000305,87.5999985,959.7665
4659,186.10001,84.5,90.0999985,895.214
4660,185.5,85.30000305,89.6999969,911.3229
4661,184.8,85.80000305,92.6999969,1005.48
4662,185.1265,85.542239,90.452079,1005.48
4663,189.8,85.542239,90.452079,1005.48
4664,189.39999,85.542239,90.452079,1005.48
4665,186.89999,85.542239,90.452079,1005.48
4666,187.8,85.542239,90.452079,1005.48
4667,189.3,89.5,90.452079,1005.48
4668,186.7,87.59999847,93.0,922.8794
4669,188.10001,87.90000153,93.5999985,912.4903
4670,189.3,87.0,92.4000015,962.1011
4671,187.10001,85.59999847,89.9000015,1027.821
4672,186.89999,83.80000305,88.0999985,1045.097
4673,188.8,83.40000153,88.1999969,1045.097
4674,188.5,83.40000153,88.5999985,1038.21
4675,186.2,83.40000153,88.1999969,1060.156
4676,187.7,83.59999847,88.5999985,1055.486
4677,188.8,84.09999847,88.8000031,1044.047
4678,186.5,83.80000305,88.9000015,1058.988
4679,187.3,84.30000305,89.3000031,1053.268
4680,189.2,84.5,89.4000015,1072.879
4681,186.89999,84.59999847,89.6999969,1070.545
4682,186.89999,84.19999695,88.9000015,1069.377
4683,186.7,84.0,88.6999969,1062.49
4684,188.7,84.09999847,89.0999985,1065.875
4685,188.10001,84.19999695,89.1999969,1063.658
4686,186.3,83.90000153,88.8000031,1075.097
4687,187.8,83.90000153,88.6999969,1065.875
4688,188.7,84.30000305,89.1999969,1069.377
4689,186.2,83.90000153,88.5999985,1058.988
4690,187.3,84.0,89.0999985,1061.323
4691,188.2,84.09999847,88.6999969,1075.097
4692,188.3,84.30000305,89.3000031,1076.265
4693,186.2,84.09999847,88.4000015,1075.097
4694,188.10001,83.80000305,88.5999985,1093.541
