,TOP_HOT_AIR_TEMP,CHAMBER_EXT_TEMP,CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW,target
10153,185.39999,87.30000305,92.3000031,993.2685,0
4495,184.10001,82.69999695,87.4000015,1035.875,0
4789,184.7,83.19999695,67.8000031,1038.21,3
5181,189.39999,58.30000305,88.5,1057.821,2
5876,185.5,83.30000305,87.5999985,1127.043,0
1380,185.2,85.19999695,89.3000031,905.097,4
11291,187.39999,86.59999847,91.0,1082.101,0
2987,183.5,84.59999847,89.5,1017.432,0
1728,183.8,59.59999847,89.8000031,996.6537,2
3395,203.2,83.19999695,88.0999985,1098.21,1
8156,185.39999,82.40000153,87.0999985,1008.21,0
1734,182.39999,84.80000305,90.0,975.9922,0
6795,187.3,88.09999847,93.0999985,981.712,0
4264,186.3,83.30000305,88.0999985,1112.101,0
304,186.2,88.19999695,93.4000015,1014.047,0
6383,184.39999,84.40000153,89.3000031,1009.377,0
11080,185.5,87.80000305,92.4000015,994.4358,0
3311,183.10001,84.40000153,88.6999969,788.5992,4
1766,183.2,60.542239,90.452079,1005.48,2
11750,186.10001,86.0,90.4000015,1018.599,0
11716,186.60001,88.09999847,92.8000031,1023.268,0
305,185.39999,62.90000153,93.0999985,1018.599,2
670,184.60001,86.40000153,91.6999969,965.6031,0
3068,183.8,85.30000305,69.5999985,962.1011,3
1551,181.8,82.30000305,86.5999985,818.599,4
2649,185.0,85.40000153,90.0,902.879,4
4036,199.0,82.40000153,87.3000031,998.9883,1
3409,185.60001,83.80000305,88.5999985,1082.101,0
1825,184.7,85.09999847,89.8000031,1018.599,0
7279,184.7,85.09999847,90.3000031,978.2101,0
1314,186.8,59.80000305,89.5,1112.101,2
11049,183.89999,87.40000153,92.8000031,945.9922,0
8877,184.3,87.59999847,92.4000015,988.5992,0
1817,185.5,84.80000305,69.9000015,985.214,3
4184,189.39999,82.69999695,87.6999969,903.93,4
1101,196.89999,84.69999695,88.8000031,984.0467,1
8631,183.3,86.80000305,92.4000015,992.1011,0
686,198.0,85.90000153,91.0,981.712,1
2796,183.60001,84.5,89.4000015,1024.436,0
3096,184.2,84.90000153,90.0,956.3813,0
9260,183.89999,83.5,88.3000031,1024.436,0
3700,186.2,83.80000305,88.4000015,1072.879,0
786,182.39999,82.90000153,87.5,1047.432,0
1968,182.7,85.30000305,70.5,1015.214,3
8643,184.39999,87.69999695,92.5999985,1001.323,0
465,184.8,85.30000305,90.6999969,1007.043,0
9445,185.0,89.80000305,94.9000015,973.6576,0
8361,182.3,84.09999847,88.8000031,1020.934,0
11682,185.89999,88.0,92.3000031,1012.879,0
10471,184.8,86.30000305,90.8000031,993.2685,0
4226,186.89999,83.80000305,68.5999985,1117.821,3
10434,184.89999,87.09999847,92.0,978.2101,0
9064,187.10001,85.19999695,90.1999969,1120.156,0
1046,187.0,84.40000153,89.0,887.821,4
323,184.89999,85.59999847,90.5,840.545,4
1061,188.10001,85.40000153,90.1999969,1092.49,0
6680,186.8,83.30000305,87.6999969,1058.988,0
5621,187.2,83.5,88.1999969,1114.319,0
5843,188.3,84.09999847,68.8000031,1123.541,3
9680,185.5,86.09999847,90.8000031,1108.599,0
5252,182.8,86.69999695,71.8000031,971.3229,3
173,197.89999,84.90000153,89.3000031,1025.486,1
9691,185.3,85.90000153,90.6999969,1014.047,0
11667,184.89999,87.19999695,91.6999969,1027.821,0
11357,186.8,86.19999695,90.9000015,1044.047,0
6701,186.7,88.19999695,92.9000015,971.3229,0
3584,182.5,83.40000153,68.3000031,1038.21,3
6516,182.5,83.90000153,88.5,970.1556,0
2988,184.39999,84.69999695,70.0999985,1018.599,3
9476,185.7,85.09999847,90.0,1040.545,0
10282,188.8,86.40000153,91.3000031,1077.432,0
1031,184.0,85.542239,70.452079,1005.48,3
5535,186.2,85.19999695,89.8000031,787.4319,4
8891,184.8,87.59999847,93.1999969,979.3774,0
6198,186.5,83.80000305,88.5999985,1086.654,0
3305,185.39999,84.40000153,69.0999985,980.5447,3
153,185.8,85.59999847,90.8000031,1040.545,0
3412,186.2,58.80000305,88.4000015,1113.152,2
4910,183.8,83.5,68.3000031,1003.658,3
377,181.5,86.09999847,91.0,1038.21,0
147,182.2,60.5,90.5,1034.825,2
521,203.8,82.5,87.0999985,1068.21,1
456,181.39999,85.69999695,90.1999969,804.825,4
1707,183.8,84.09999847,89.0,779.3774,4
3948,186.39999,84.80000305,70.0999985,988.5992,3
3516,197.60001,83.19999695,87.8000031,1017.432,1
5,186.10001,85.69999695,90.4000015,1065.875,0
3940,198.7,84.40000153,89.1999969,994.4358,1
9361,187.0,86.90000153,91.6999969,1099.377,0
9910,185.3,86.09999847,90.6999969,975.9922,0
1289,187.60001,85.542239,70.452079,924.0467,3
7226,185.7,86.40000153,91.4000015,985.214,0
5497,184.5,85.0,89.8000031,1002.49,0
851,198.2,86.0,90.9000015,988.5992,1
1817,185.5,84.80000305,89.9000015,785.214,4
11117,187.10001,88.59999847,93.0,996.6537,0
166,200.60001,85.59999847,90.3000031,1033.658,1
6319,186.10001,82.59999847,87.5,1114.319,0
9562,186.39999,87.19999695,92.4000015,1014.047,0
11011,183.5,85.5,90.0999985,970.1556,0
5761,187.2,86.0,90.8000031,795.6031,4
5062,182.7,84.80000305,89.6999969,975.9922,0
6938,186.39999,86.59999847,91.1999969,1017.432,0
6510,183.3,83.40000153,88.4000015,967.821,0
3121,186.3,83.80000305,88.6999969,1083.268,0
4539,185.89999,82.09999847,87.5999985,1027.821,0
2105,185.10001,83.90000153,88.9000015,1108.599,0
1623,203.10001,83.90000153,88.5,1103.93,1
8768,185.3,89.09999847,93.6999969,1005.48,0
328,201.0,84.90000153,89.5999985,1033.658,1
4353,184.89999,84.80000305,89.5999985,794.4358,4
5801,186.0,60.542239,90.452079,1005.48,2
3846,184.7,83.80000305,88.6999969,1015.214,0
5491,185.10001,83.90000153,88.6999969,1008.21,0
11043,184.3,86.19999695,91.5,920.5447,0
4663,204.8,85.542239,90.452079,1005.48,1
5964,183.8,86.69999695,91.9000015,996.6537,0
3413,188.10001,59.19999695,89.1999969,1097.043,2
1610,188.10001,85.0,90.0,1105.097,0
197,182.39999,85.40000153,90.3000031,1019.767,0
5438,186.2,85.542239,90.452079,1005.48,0
5032,182.2,59.09999847,88.9000015,986.3813,2
2049,201.39999,85.542239,90.452079,1005.48,1
1331,184.7,84.80000305,69.1999969,1097.043,3
2,186.10001,86.0,90.4000015,819.767,4
3330,184.8,84.69999695,89.0,973.6576,0
2496,182.0,84.80000305,69.8000031,1000.156,3
4514,183.60001,82.5,87.3000031,1017.432,0
1972,183.8,85.59999847,71.4000015,1018.599,3
1429,184.8,62.0,92.4000015,992.1011,2
4994,200.2,84.5,89.4000015,994.4358,1
5019,184.10001,84.90000153,90.3000031,800.156,4
351,196.60001,86.0,90.9000015,1042.879,1
1380,200.2,85.19999695,89.3000031,1105.097,1
4175,187.8,83.5,88.0999985,1120.156,0
4228,188.2,83.59999847,88.3000031,910.934,4
4546,183.2,82.69999695,87.4000015,997.821,0
11771,184.39999,87.5,92.4000015,995.6031,0
736,184.10001,84.5,69.4000015,1031.323,3
3648,185.5,84.19999695,68.9000015,1083.268,3
4172,187.7,83.40000153,88.3000031,1122.49,0
848,184.3,86.59999847,91.6999969,998.9883,0
5646,187.0,58.59999847,87.9000015,1108.599,2
3002,183.8,84.59999847,89.4000015,1009.377,0
469,184.5,60.19999695,90.3000031,996.6537,2
3544,184.8,85.542239,90.452079,1005.48,0
6334,185.60001,82.5,87.1999969,1106.265,0
1297,185.8,83.59999847,68.1999969,1108.599,3
7852,184.7,87.5,92.1999969,1028.988,0
1985,184.39999,85.0,70.0,1049.766,3
11118,186.39999,87.19999695,91.9000015,1002.49,0
5685,187.60001,83.69999695,88.4000015,1094.708,0
545,187.5,84.30000305,89.0,1093.541,0
9306,183.5,83.5,87.9000015,1061.323,0
478,199.7,84.90000153,89.5999985,1004.825,1
5879,186.89999,83.09999847,67.4000015,1121.323,3
10507,182.60001,85.09999847,89.9000015,1011.712,0
1036,183.60001,85.542239,70.452079,1005.48,3
3859,186.7,82.09999847,86.5999985,854.436,4
5333,184.7,59.5,89.5,1082.101,2
10714,186.2,89.19999695,94.9000015,1005.48,0
10500,182.8,85.19999695,89.9000015,1014.047,0
3639,185.3,84.0,68.6999969,1078.599,3
9579,186.5,84.30000305,88.8000031,1008.21,0
3805,185.60001,85.30000305,90.5999985,985.214,0
4000,184.5,58.40000153,88.1999969,996.6537,2
7040,187.89999,84.90000153,90.1999969,1057.821,0
5365,188.89999,84.69999695,89.5999985,1109.766,0
1373,187.10001,84.80000305,69.4000015,1099.377,3
8678,185.5,87.0,92.0,996.6537,0
8323,183.39999,83.5,88.4000015,1040.545,0
4581,186.3,82.80000305,87.8000031,981.712,0
2984,183.10001,83.90000153,89.9000015,1011.712,0
2909,182.2,85.19999695,90.0999985,1020.934,0
7374,183.3,85.30000305,90.5,986.3813,0
11174,184.8,87.0,91.8000031,978.2101,0
4070,184.5,82.19999695,86.8000031,1019.767,0
6186,186.39999,85.542239,90.452079,1005.48,0
3952,199.60001,85.0,90.0,986.3813,1
5674,189.3,84.19999695,88.5999985,892.49,4
5290,200.60001,86.80000305,92.3000031,955.214,1
1882,184.5,84.5,69.5999985,977.0428,3
2013,184.5,83.5,88.4000015,852.101,4
2312,187.3,84.40000153,68.5999985,1090.156,3
5101,188.0,84.0,88.8000031,912.101,4
4836,186.0,59.0,88.3000031,1028.988,2
4810,186.2,82.69999695,67.9000015,1037.043,3
5551,185.2,60.09999847,89.5,994.4358,2
3484,183.7,58.19999695,88.0,1004.825,2
348,184.7,86.19999695,91.3000031,846.265,4
11622,185.39999,84.40000153,89.0999985,1004.825,0
2004,183.2,84.09999847,89.0,1054.436,0
3292,185.10001,84.30000305,69.1999969,987.4319,3
724,200.3,86.80000305,92.1999969,998.9883,1
3624,201.0,89.40000153,93.5999985,967.821,1
4036,184.0,82.40000153,67.3000031,998.9883,3
4927,201.0,82.90000153,87.3000031,985.214,1
7376,183.2,85.40000153,90.4000015,985.214,0
4306,183.0,60.40000153,89.6999969,1031.323,2
4772,183.0,59.40000153,89.3000031,990.9338,2
3197,185.8,83.5,88.3000031,1110.934,0
719,182.7,85.542239,70.452079,959.7665,3
863,184.8,86.69999695,91.6999969,987.4319,0
5333,199.7,84.5,89.5,1082.101,1
5132,186.5,84.5,89.0999985,1107.432,0
1288,185.39999,85.542239,90.452079,805.48,4
5350,184.10001,82.80000305,87.9000015,1110.934,0
2340,186.0,84.80000305,89.8000031,916.654,4
1146,184.10001,85.09999847,90.1999969,1008.21,0
5173,189.10001,84.09999847,88.8000031,1093.541,0
9,189.89999,85.19999695,89.9000015,892.49,4
3825,186.89999,86.19999695,90.6999969,1005.875,0
1890,181.3,84.19999695,89.0,786.3813,4
750,185.5,83.59999847,68.5999985,1034.825,3
160,197.8,84.69999695,89.6999969,1030.156,1
8340,183.8,86.5,91.5,982.8794,0
11070,186.7,88.0,92.5,1003.658,0
1647,184.8,85.09999847,90.0999985,1101.712,0
8280,185.5,83.30000305,88.0999985,1037.043,0
3765,183.60001,58.30000305,88.4000015,1061.323,2
6339,185.3,82.69999695,87.5999985,1113.152,0
6233,185.10001,81.69999695,86.1999969,1101.712,0
2859,186.5,83.0,87.5999985,901.712,4
9989,186.0,85.69999695,90.5,1004.825,0
2373,185.8,84.19999695,88.8000031,1121.323,0
5598,187.8,83.19999695,87.9000015,1112.101,0
5395,184.7,57.90000153,87.8000031,1102.879,2
2480,183.5,60.59999847,90.8000031,1002.49,2
5130,188.7,84.19999695,88.6999969,1099.377,0
5764,186.7,85.59999847,70.5999985,986.3813,3
1448,196.5,84.90000153,89.6999969,1034.825,1
5936,183.39999,86.69999695,91.1999969,965.6031,0
6171,188.0,81.80000305,86.0999985,1109.766,0
4373,183.39999,84.90000153,89.6999969,960.9338,0
3065,184.0,59.5,89.8000031,960.9338,2
4144,185.60001,82.69999695,67.1999969,1011.712,3
236,186.2,84.5,89.6999969,997.821,0
235,198.89999,84.69999695,89.4000015,996.6537,1
2734,183.7,85.09999847,70.0,981.712,3
586,188.7,59.0,89.0999985,1118.988,2
3344,200.39999,84.19999695,88.6999969,993.2685,1
6438,184.89999,82.5,87.1999969,1018.599,0
3193,186.2,83.69999695,88.6999969,1094.708,0
4107,185.2,58.19999695,87.6999969,1015.214,2
6893,186.0,84.40000153,89.0,1001.323,0
2820,182.0,83.30000305,88.0999985,1032.49,0
10849,183.3,85.19999695,90.0,1004.825,0
9603,186.0,85.19999695,89.5999985,1124.708,0
1661,187.0,85.80000305,91.5999985,1040.545,0
9929,183.8,86.19999695,91.0999985,982.8794,0
7414,187.39999,86.90000153,91.5999985,995.6031,0
11418,187.10001,86.80000305,91.8000031,1052.101,0
2423,185.2,85.59999847,70.1999969,1095.875,3
4377,183.7,84.30000305,89.0,989.7665,0
2181,184.10001,85.542239,90.452079,805.48,4
4252,202.10001,83.30000305,88.0999985,1109.766,1
5903,186.39999,58.80000305,88.1999969,1115.486,2
5957,186.10001,86.5,91.5,986.3813,0
1009,185.3,83.0,67.5999985,1046.265,3
11199,186.2,87.5,92.4000015,949.3774,0
3696,187.10001,83.5,88.4000015,1080.934,0
60,187.2,84.80000305,89.5,900.545,4
9959,185.0,86.69999695,91.4000015,954.0467,0
1454,183.2,85.5,90.5999985,1042.879,0
5916,185.7,84.59999847,69.0,1105.097,3
4548,186.10001,58.09999847,88.0999985,995.6031,2
6406,184.89999,83.69999695,88.0999985,1008.21,0
3927,185.5,84.69999695,89.5,785.214,4
6204,186.2,84.30000305,88.8000031,1103.93,0
6577,182.7,84.5,89.6999969,984.0467,0
1005,182.5,83.0,87.5999985,1053.268,0
5457,184.10001,85.0,89.8000031,1005.875,0
3601,182.2,84.40000153,89.0,1014.047,0
5853,185.89999,83.80000305,68.4000015,1106.265,3
700,185.3,86.69999695,92.6999969,781.712,4
2728,183.39999,85.90000153,91.1999969,994.4358,0
2472,183.89999,85.59999847,70.5,1004.825,3
195,183.5,85.80000305,70.5,1019.767,3
5739,183.89999,59.09999847,88.9000015,1041.712,2
1551,181.8,57.30000305,86.5999985,1018.599,2
5812,185.39999,83.09999847,87.8000031,1100.545,0
4434,203.60001,83.30000305,88.0,1095.875,1
4717,201.5,83.5,88.1999969,1075.097,1
4609,185.39999,83.90000153,88.8000031,780.5447,4
5683,203.2,83.40000153,87.8000031,1095.875,1
4820,185.89999,82.90000153,87.6999969,1047.432,0
4887,186.0,83.80000305,89.0,990.9338,0
3217,187.5,83.90000153,68.6999969,1106.265,3
5520,185.60001,84.69999695,89.4000015,1005.875,0
2711,181.39999,84.90000153,89.5,971.3229,0
2684,181.89999,87.69999695,92.8000031,803.658,4
1409,181.8,85.30000305,69.9000015,1005.875,3
370,182.10001,86.30000305,90.6999969,1033.658,0
9317,182.60001,85.0,89.8000031,955.214,0
9193,184.60001,88.5,93.6999969,984.0467,0
5018,184.89999,85.09999847,90.1999969,996.6537,0
10625,186.60001,86.09999847,90.5,975.9922,0
3591,182.0,58.80000305,88.3000031,1001.323,2
6560,182.89999,84.69999695,89.4000015,984.0467,0
5369,189.10001,84.40000153,89.5999985,1106.265,0
10097,184.10001,87.30000305,92.0999985,1003.658,0
6372,183.0,83.59999847,88.1999969,1033.658,0
9267,182.60001,83.80000305,88.5999985,1023.268,0
4332,185.89999,85.19999695,90.1999969,772.4903,4
10084,184.3,86.0,91.0999985,1001.323,0
9580,188.0,84.09999847,89.0999985,1000.156,0
1197,181.2,87.09999847,92.0999985,905.6031,0
553,187.0,84.69999695,69.4000015,1110.934,3
2486,182.7,85.09999847,89.8000031,1002.49,0
6271,181.2,80.80000305,85.5999985,1088.988,0
2968,182.89999,60.0,89.5999985,1010.545,2
4073,185.5,82.40000153,87.0999985,808.21,4
6111,185.89999,82.80000305,87.5,1105.097,0
1832,182.8,85.40000153,90.0999985,1003.658,0
8600,181.89999,85.542239,90.452079,1005.48,0
3807,183.5,85.59999847,90.5999985,985.214,0
2792,184.7,84.59999847,89.5999985,1014.047,0
2605,201.5,84.19999695,88.9000015,1116.654,1
10204,185.3,86.0,91.0999985,1010.545,0
4206,201.7,83.19999695,88.0999985,1115.486,1
5853,200.89999,83.80000305,88.4000015,1106.265,1
8231,187.5,85.30000305,90.1999969,1038.21,0
2539,186.60001,59.5,89.1999969,1040.545,2
462,184.89999,85.19999695,90.3000031,1001.323,0
7719,186.8,84.30000305,89.0999985,1063.658,0
1158,184.3,59.40000153,89.4000015,989.7665,2
6076,183.7,85.542239,90.452079,1005.48,0
3976,184.10001,84.40000153,69.3000031,978.2101,3
7593,185.3,83.80000305,88.6999969,1057.821,0
10934,185.39999,86.0,90.5999985,1028.988,0
4015,186.10001,83.40000153,88.3000031,989.7665,0
7352,185.39999,84.5,89.5,985.214,0
1802,185.89999,85.542239,90.452079,1005.48,0
2287,183.8,83.80000305,88.6999969,1014.047,0
1919,180.89999,84.40000153,89.0999985,986.3813,0
251,184.5,85.0,89.8000031,786.3813,4
2966,184.39999,84.69999695,89.8000031,1002.49,0
8989,183.89999,85.40000153,90.8000031,980.5447,0
5889,188.39999,83.80000305,88.0,1116.654,0
8008,186.8,86.19999695,91.1999969,1032.49,0
7511,186.60001,84.90000153,89.5,1075.097,0
3622,203.60001,85.542239,90.452079,1005.48,1
5624,188.0,84.0,88.4000015,1118.988,0
8301,185.39999,83.40000153,88.4000015,1061.323,0
11575,185.3,86.5,91.0999985,977.0428,0
1752,181.60001,84.59999847,69.8000031,987.4319,3
9867,190.3,88.40000153,93.4000015,1028.988,0
9719,188.3,88.5,94.0,1020.934,0
5795,182.8,84.09999847,88.9000015,786.3813,4
5363,186.2,84.69999695,89.5999985,1122.49,0
10595,183.39999,84.69999695,89.1999969,975.9922,0
9862,189.60001,89.30000305,94.1999969,1005.875,0
4389,185.10001,83.69999695,88.5999985,984.0467,0
534,187.3,89.09999847,93.0999985,1070.545,0
10529,184.60001,84.09999847,88.9000015,1007.043,0
4490,200.89999,81.80000305,86.3000031,1024.436,1
5273,197.60001,86.30000305,91.1999969,966.7704,1
4920,184.8,59.0,88.5999985,975.9922,2
3079,184.5,85.40000153,90.0999985,971.3229,0
5894,187.60001,83.69999695,87.9000015,1110.934,0
7437,187.3,83.40000153,88.0999985,1088.988,0
5908,186.89999,84.5,88.9000015,1113.152,0
191,200.0,85.59999847,90.4000015,1024.436,1
6989,187.5,84.80000305,89.5,1086.654,0
9254,183.60001,83.19999695,88.1999969,1010.545,0
5395,184.7,82.90000153,67.8000031,1102.879,3
10855,185.0,85.40000153,89.9000015,1010.545,0
4771,196.39999,84.30000305,89.3000031,980.5447,1
3554,185.7,84.19999695,89.0999985,833.658,4
11222,185.89999,88.19999695,93.4000015,995.6031,0
9190,183.7,88.19999695,93.0999985,981.712,0
2923,183.60001,58.80000305,89.0,1008.21,2
4580,183.8,83.69999695,88.4000015,973.6576,0
1567,185.1265,60.542239,90.452079,1005.48,2
4441,187.39999,83.40000153,88.0,1097.043,0
4403,185.1265,85.542239,70.452079,1005.48,3
720,182.3,89.59999847,94.0999985,818.599,4
2534,184.10001,84.0,88.8000031,846.265,4
851,183.2,61.0,90.9000015,988.5992,2
7238,184.2,84.40000153,89.1999969,987.4319,0
2196,183.89999,85.19999695,90.3000031,997.821,0
1347,184.3,84.59999847,69.0999985,1095.875,3
9252,182.89999,83.69999695,88.5,1020.934,0
309,182.7,62.19999695,92.5,1018.599,2
6838,185.8,87.09999847,92.0999985,980.5447,0
2533,186.39999,84.19999695,88.9000015,1049.766,0
4122,199.7,82.59999847,87.4000015,1010.545,1
8574,182.60001,83.80000305,88.0999985,1003.658,0
7497,188.0,84.90000153,89.6999969,1065.875,0
1175,182.3,60.19999695,90.4000015,984.0467,2
10222,184.89999,85.542239,90.452079,1005.48,0
4861,184.60001,83.90000153,68.4000015,1037.043,3
1562,184.7,83.59999847,68.5,997.821,3
5827,187.10001,83.30000305,87.9000015,1100.545,0
7678,186.10001,84.5,89.0999985,1009.377,0
9750,186.10001,85.542239,90.452079,1030.156,0
1786,184.60001,83.80000305,89.0,853.268,4
1504,181.5,83.40000153,88.3000031,831.323,4
5848,188.39999,83.90000153,89.1999969,914.319,4
4705,188.3,58.5,88.4000015,1075.097,2
6914,186.7,83.40000153,87.4000015,1011.712,0
5420,186.7,82.5,87.1999969,868.21,4
4769,184.39999,59.5,89.8000031,1005.875,2
975,182.0,85.0,69.5999985,980.5447,3
10007,185.8,87.80000305,92.6999969,1011.712,0
5252,182.8,86.69999695,91.8000031,971.3229,0
10105,184.10001,86.09999847,91.0,1010.545,0
8150,185.2,83.5,87.9000015,1015.214,0
5989,186.10001,85.59999847,90.8000031,984.0467,0
10786,187.2,86.09999847,90.5,996.6537,0
2443,199.39999,85.19999695,90.1999969,1112.101,1
5205,200.8,86.40000153,92.0,951.712,1
7333,185.10001,84.19999695,89.0999985,1012.879,0
969,198.89999,85.59999847,90.9000015,1000.156,1
4863,186.7,84.09999847,68.5,1027.821,3
4823,184.60001,83.40000153,87.9000015,1034.825,0
2478,182.7,85.5,90.5999985,809.377,4
6056,183.3,86.69999695,91.8000031,980.5447,0
4201,187.60001,58.19999695,88.1999969,1116.654,2
3539,184.8,83.30000305,68.0,1018.599,3
2967,181.89999,84.80000305,70.0,1008.21,3
6004,185.3,87.0,92.0,996.6537,0
11105,185.39999,88.09999847,92.8000031,988.5992,0
5909,185.89999,58.90000153,88.8000031,1110.934,2
10176,184.3,85.59999847,90.8000031,998.9883,0
2866,186.39999,83.30000305,68.0,1105.097,3
9368,188.3,87.09999847,91.8000031,1103.93,0
3324,185.3,84.30000305,89.3000031,982.8794,0
5404,187.5,82.59999847,87.4000015,1093.541,0
2687,185.2,87.90000153,93.0,1007.043,0
1763,181.3,84.30000305,88.8000031,984.0467,0
10382,186.10001,87.19999695,91.5,980.5447,0
5856,185.5,83.69999695,88.6999969,1116.654,0
4753,183.60001,83.80000305,88.8000031,992.1011,0
5071,184.89999,85.542239,70.452079,1005.48,3
7596,184.89999,84.30000305,89.0,1044.047,0
3547,185.10001,85.542239,94.1999969,1000.156,0
11422,186.39999,86.69999695,91.1999969,1045.097,0
4742,197.60001,83.5,88.5999985,1002.49,1
5619,188.0,83.69999695,88.4000015,1123.541,0
5737,187.10001,83.90000153,88.8000031,1030.156,0
11656,185.89999,87.30000305,91.5999985,1019.767,0
7448,187.0,84.19999695,89.0,1083.268,0
4303,182.5,85.542239,90.452079,805.48,4
5602,186.2,83.59999847,68.3000031,1120.156,3
2066,186.89999,59.5,88.8000031,1131.712,2
1333,187.39999,84.80000305,89.8000031,1107.432,0
7500,187.2,84.5,89.4000015,1076.265,0
2092,201.5,84.69999695,89.8000031,1116.654,1
11777,185.10001,86.40000153,90.6999969,1012.879,0
1556,182.7,57.40000153,86.6999969,1022.101,2
1761,183.89999,84.09999847,89.1999969,773.6576,4
3916,186.5,86.19999695,91.0999985,979.3774,0
5627,189.0,83.80000305,88.5,1113.152,0
4135,183.0,82.5,87.1999969,1019.767,0
6445,185.2,82.5,86.5999985,1019.767,0
3275,182.0,83.09999847,88.0999985,1016.265,0
3308,184.5,84.19999695,89.0999985,984.0467,0
5358,185.0,83.5,88.8000031,900.545,4
7658,186.3,85.80000305,90.3000031,968.9883,0
431,199.60001,85.59999847,90.6999969,1003.658,1
7631,185.89999,83.5,88.5,1049.766,0
10005,185.1265,85.542239,90.452079,1005.48,0
5504,201.10001,84.90000153,89.8000031,992.1011,1
674,182.89999,86.30000305,91.5,982.8794,0
5268,184.5,60.90000153,91.3000031,972.4903,2
5025,183.60001,84.80000305,89.4000015,790.9338,4
5477,184.8,83.90000153,68.5999985,1020.934,3
2709,199.0,84.59999847,90.0,986.3813,1
3401,188.0,83.69999695,88.5999985,1094.708,0
290,185.89999,87.90000153,93.3000031,1011.712,0
4774,185.10001,83.80000305,88.5,1039.377,0
3976,184.10001,84.40000153,89.3000031,778.2101,4
7007,187.5,85.80000305,90.4000015,1060.156,0
5603,186.3,83.5,88.4000015,1110.934,0
5052,184.5,85.59999847,90.9000015,986.3813,0
9129,186.5,85.19999695,90.0,1130.545,0
1508,182.5,58.30000305,88.1999969,1028.988,2
2512,198.10001,83.30000305,87.5999985,1056.654,1
244,186.39999,85.19999695,70.0,990.9338,3
5243,182.89999,85.80000305,70.9000015,978.2101,3
3240,186.8,83.19999695,87.9000015,1098.21,0
3152,185.7,83.19999695,87.4000015,1116.654,0
3387,186.8,58.59999847,88.5,1118.988,2
1167,182.3,85.30000305,90.0999985,981.712,0
4820,185.89999,82.90000153,87.6999969,847.432,4
2598,185.2,84.59999847,89.1999969,1118.988,0
8604,183.5,85.542239,90.452079,1005.48,0
2692,185.0,86.19999695,91.4000015,998.9883,0
85,186.3,87.09999847,72.4000015,1026.654,3
2935,184.89999,58.5,88.5,989.7665,2
801,188.2,85.0,89.5999985,1076.265,0
3224,187.60001,84.5,89.3000031,1116.654,0
1890,181.3,84.19999695,89.0,986.3813,0
1137,181.3,59.30000305,89.1999969,1012.879,2
3581,184.7,58.40000153,88.1999969,1025.486,2
9505,186.7,86.80000305,92.3000031,1011.712,0
6183,188.39999,85.542239,90.452079,1005.48,0
1917,184.60001,59.40000153,89.8000031,974.8249,2
4308,184.60001,84.80000305,89.6999969,827.821,4
4941,184.2,85.542239,90.452079,1005.48,0
3198,186.10001,58.59999847,88.0999985,1082.101,2
1752,181.60001,84.59999847,89.8000031,987.4319,0
3712,186.7,83.59999847,88.8000031,1050.934,0
5034,184.3,84.40000153,89.3000031,988.5992,0
3153,201.3,83.0,88.0999985,1118.988,1
7284,183.5,85.30000305,89.9000015,980.5447,0
8585,181.89999,83.5,88.4000015,1025.486,0
4159,186.39999,86.59999847,91.3000031,789.7665,4
981,183.39999,85.5,90.5999985,984.0467,0
3283,182.60001,82.5,86.8000031,989.7665,0
519,188.8,83.30000305,88.5,1091.323,0
11747,184.2,85.40000153,90.0,1039.377,0
2946,181.7,59.80000305,89.9000015,1009.377,2
7610,184.89999,84.09999847,88.5,1037.043,0
5025,183.60001,84.80000305,89.4000015,790.9338,4
3072,185.7,85.5,90.1999969,964.4358,0
10195,184.89999,86.0,91.0,996.6537,0
3370,200.60001,85.69999695,92.8000031,1005.48,1
2197,182.3,85.09999847,90.5999985,993.2685,0
471,184.60001,85.59999847,90.9000015,802.49,4
1932,183.5,86.30000305,71.5,972.4903,3
6388,184.2,84.40000153,89.5999985,1007.043,0
8242,186.0,85.0,89.5999985,1030.156,0
4442,186.60001,83.40000153,68.4000015,1106.265,3
159,182.3,84.5,89.5999985,1022.101,0
10030,185.8,85.40000153,90.6999969,1016.265,0
1625,200.3,83.90000153,88.6999969,1098.21,1
8540,181.89999,86.19999695,90.5999985,994.4358,0
4633,184.60001,84.30000305,88.8000031,996.6537,0
1427,181.7,87.30000305,92.3000031,779.3774,4
2180,185.89999,85.542239,90.452079,1005.48,0
984,182.7,60.542239,90.452079,1005.48,2
8828,184.89999,87.69999695,92.3000031,993.2685,0
1099,184.60001,84.80000305,89.5999985,982.8794,0
3672,188.10001,84.40000153,69.5,1087.821,3
9967,184.60001,85.542239,90.452079,1005.48,0
3535,182.0,83.59999847,87.9000015,1018.599,0
6330,186.89999,82.5,87.8000031,1116.654,0
5218,184.2,61.59999847,91.5999985,965.6031,2
1770,199.2,83.40000153,88.4000015,1056.654,1
5405,202.10001,83.0,87.4000015,1099.377,1
7730,186.8,84.90000153,89.8000031,1061.323,0
2289,183.5,83.80000305,88.5,1007.043,0
802,188.0,84.09999847,68.5,1124.708,3
2768,184.10001,86.19999695,70.452079,1005.48,3
8152,185.89999,83.40000153,87.5,1018.599,0
4920,184.8,84.0,88.5999985,975.9922,0
3940,183.7,84.40000153,69.1999969,994.4358,3
