,TOP_HOT_AIR_TEMP,CHAMBER_EXT_TEMP,CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW,target
11361,186.0,85.5,90.1999969,1052.101,0
3370,185.60001,85.69999695,92.8000031,1005.48,0
3514,185.2,85.5,90.0,1015.214,0
5728,184.89999,58.90000153,88.5,1027.821,2
5839,202.2,83.69999695,88.5999985,1099.377,1
6840,188.2,87.19999695,92.3000031,980.5447,0
3312,185.60001,84.19999695,68.9000015,974.8249,3
6756,188.89999,87.40000153,92.1999969,977.0428,0
5972,183.10001,86.40000153,91.0,994.4358,0
617,200.89999,85.30000305,90.3000031,1035.875,1
3348,185.7,83.69999695,68.5999985,992.1011,3
63,186.60001,85.09999847,90.3000031,830.156,4
3358,186.3,58.80000305,88.6999969,984.0467,2
2122,185.8,84.30000305,89.5999985,909.766,4
9259,184.3,83.19999695,88.3000031,1040.545,0
11613,184.7,83.69999695,88.3000031,1005.875,0
2885,185.3,83.90000153,88.4000015,1103.93,0
1031,184.0,85.542239,90.452079,1005.48,0
3553,183.60001,84.59999847,89.0999985,1026.654,0
3812,186.8,84.69999695,69.1999969,975.9922,3
5273,197.60001,86.30000305,91.1999969,966.7704,1
2621,187.3,85.59999847,90.5999985,905.097,4
2898,199.2,83.80000305,88.0,1033.658,1
2227,182.2,58.90000153,89.0,1005.875,2
4153,183.2,59.40000153,88.9000015,950.5447,2
5761,202.2,86.0,90.8000031,995.6031,1
2214,183.7,84.69999695,90.1999969,797.821,4
5124,189.10001,84.40000153,68.6999969,1095.875,3
6451,184.10001,83.0,87.0999985,917.1595,0
1087,186.60001,85.09999847,90.0,1078.599,0
376,183.5,86.19999695,71.1999969,1041.712,3
5994,183.0,86.40000153,71.3000031,986.3813,3
9384,188.60001,86.5,90.8000031,1091.323,0
1384,185.2,84.59999847,89.0,894.708,4
4617,198.7,84.90000153,89.4000015,979.3774,1
6550,183.5,85.80000305,91.0,987.4319,0
4239,187.3,59.0,88.5,1118.988,2
10813,186.10001,86.69999695,91.1999969,992.1011,0
10979,185.0,84.40000153,89.0,1052.101,0
2356,185.0,84.59999847,89.3000031,1118.988,0
8727,185.3,85.30000305,90.1999969,979.3774,0
11116,185.10001,88.19999695,92.9000015,995.6031,0
5557,183.3,84.5,89.6999969,993.2685,0
8532,182.60001,85.69999695,90.5,989.7665,0
2802,199.5,84.19999695,89.0,1024.436,1
4705,188.3,83.5,68.4000015,1075.097,3
3923,201.5,85.69999695,90.9000015,982.8794,1
214,183.5,86.19999695,91.0,988.5992,0
2065,184.5,85.09999847,89.3000031,1106.265,0
2104,184.60001,83.80000305,68.9000015,1120.156,3
3933,186.2,84.40000153,69.4000015,984.0467,3
3859,186.7,57.09999847,86.5999985,1054.436,2
2238,180.60001,84.19999695,89.0,1014.047,0
6886,187.0,85.19999695,89.8000031,994.4358,0
5415,188.0,83.0,87.3000031,1099.377,0
2397,203.0,85.69999695,90.6999969,1105.097,1
3735,185.3,85.09999847,90.0999985,1054.436,0
3592,183.3,84.0,88.5999985,1008.21,0
3877,184.3,81.69999695,86.3000031,853.268,4
2542,186.89999,84.69999695,89.8000031,854.436,4
1764,196.10001,83.90000153,88.9000015,1005.48,1
3446,184.0,83.30000305,88.0999985,1014.047,0
2206,195.89999,84.59999847,89.5999985,998.9883,1
1936,183.10001,85.59999847,90.6999969,1001.323,0
1301,187.7,84.40000153,88.8000031,898.21,4
10215,184.0,86.30000305,91.6999969,977.0428,0
11428,184.5,86.69999695,92.0999985,972.4903,0
521,188.8,82.5,67.0999985,1068.21,3
2967,181.89999,84.80000305,90.0,1008.21,0
2122,200.8,84.30000305,89.5999985,1109.766,1
5262,182.8,86.69999695,71.6999969,964.4358,3
9637,185.8,85.80000305,90.5,1128.21,0
9170,188.2,87.09999847,91.8000031,1098.21,0
6892,187.0,84.30000305,88.8000031,996.6537,0
3750,184.3,84.30000305,89.5,841.712,4
651,184.10001,86.69999695,91.6999969,966.7704,0
3029,183.10001,60.90000153,90.3000031,1009.377,2
4066,182.39999,56.80000305,86.5999985,1027.821,2
4597,186.8,84.5,89.1999969,986.3813,0
3292,200.10001,84.30000305,89.1999969,987.4319,1
7661,185.89999,85.30000305,90.1999969,971.3229,0
5764,186.7,85.59999847,90.5999985,986.3813,0
4521,183.8,82.19999695,87.0,822.101,4
2643,186.60001,59.19999695,89.3000031,1106.265,2
2077,202.3,84.5,89.5,1122.49,1
1974,182.0,85.80000305,90.6999969,1014.047,0
220,186.10001,86.09999847,91.0,987.4319,0
4856,184.60001,84.09999847,88.8000031,831.323,4
5654,188.89999,82.69999695,87.1999969,894.708,4
2190,182.2,84.90000153,89.6999969,1004.825,0
10593,185.0,84.40000153,88.9000015,971.3229,0
8850,183.89999,86.59999847,91.5999985,978.2101,0
2615,188.39999,84.90000153,89.6999969,900.545,4
588,188.39999,83.80000305,88.5999985,1113.152,0
5290,185.60001,86.80000305,72.3000031,955.214,3
5439,186.0,85.542239,90.452079,805.48,4
814,186.2,84.5,69.0999985,1121.323,3
8750,185.89999,84.90000153,90.0999985,962.1011,0
11213,186.89999,88.19999695,93.5,987.4319,0
2124,186.3,85.09999847,70.0,1095.875,3
5795,182.8,84.09999847,88.9000015,986.3813,0
6697,188.8,87.40000153,92.1999969,970.1556,0
101,184.60001,86.90000153,92.4000015,987.4319,0
10728,185.60001,86.59999847,90.9000015,967.821,0
5198,183.0,86.0,90.8000031,770.1556,4
4258,187.2,82.40000153,87.0999985,1110.934,0
2501,184.10001,85.19999695,70.0,993.2685,3
8347,183.10001,85.59999847,90.1999969,970.1556,0
802,188.0,84.09999847,88.5,1124.708,0
3905,183.3,86.40000153,71.5,982.8794,3
359,185.3,85.542239,90.452079,805.48,4
8656,185.5,86.90000153,91.5999985,1003.658,0
5523,184.60001,60.09999847,90.0,1005.875,2
6608,182.60001,82.90000153,87.4000015,1008.21,0
2555,187.8,84.90000153,89.8000031,1044.047,0
6280,181.7,82.09999847,86.6999969,1080.934,0
4406,188.7,60.542239,90.452079,1005.48,2
493,184.39999,83.90000153,88.5,1091.323,0
920,199.2,85.90000153,91.0999985,995.6031,1
7792,186.39999,84.09999847,89.1999969,1067.043,0
4981,183.3,60.0,90.0,989.7665,2
5269,184.3,86.0,91.3000031,975.9922,0
4742,182.60001,83.5,88.5999985,802.49,4
2665,184.60001,62.09999847,92.5999985,1009.377,2
2601,186.5,84.40000153,89.3000031,1121.323,0
4870,183.7,83.59999847,88.4000015,996.6537,0
3567,184.39999,57.90000153,87.8000031,1024.436,2
4490,185.89999,81.80000305,66.3000031,1024.436,3
9394,187.39999,86.40000153,90.6999969,1091.323,0
4550,183.3,83.09999847,88.0,1003.658,0
4999,183.3,84.09999847,68.5999985,1008.21,3
7710,187.3,88.59999847,93.8000031,947.1595,0
3086,185.2,85.19999695,89.9000015,968.9883,0
3212,186.10001,58.80000305,88.9000015,1106.265,2
6761,186.7,87.40000153,92.3000031,995.6031,0
1373,187.10001,84.80000305,89.4000015,1099.377,0
4924,184.60001,83.40000153,88.0,986.3813,0
10475,183.0,86.09999847,91.1999969,993.2685,0
5994,183.0,61.40000153,91.3000031,986.3813,2
450,185.2,85.5,91.0,993.2685,0
8521,181.89999,85.80000305,90.6999969,1017.432,0
1158,184.3,84.40000153,89.4000015,789.7665,4
8241,186.5,84.80000305,89.8000031,1028.988,0
1495,184.3,83.5,89.1999969,832.49,4
1210,183.10001,60.09999847,90.0,1034.825,2
5387,187.10001,58.59999847,88.5999985,1112.101,2
5681,189.3,83.69999695,88.1999969,1101.712,0
5845,187.3,83.80000305,88.5,1116.654,0
5623,189.0,83.90000153,88.5999985,1113.152,0
10229,185.0,85.542239,90.452079,1005.48,0
10936,184.5,85.69999695,90.3000031,1033.658,0
1890,181.3,84.19999695,69.0,986.3813,3
726,185.3,86.19999695,71.5,998.9883,3
930,185.39999,85.0,90.0999985,784.0467,4
1235,183.89999,83.19999695,87.4000015,810.545,4
4632,185.89999,59.40000153,89.5,1002.49,2
5923,188.39999,84.40000153,89.0,1072.879,0
1259,185.0,85.09999847,89.9000015,1026.654,0
2478,182.7,85.5,70.5999985,1009.377,3
3190,186.2,83.30000305,88.0,1095.875,0
10876,184.3,85.542239,90.452079,1005.48,0
5421,187.7,82.5,86.8000031,1071.712,0
4254,188.39999,82.90000153,67.8000031,1101.712,3
2271,181.5,83.5,68.3000031,993.2685,3
4144,185.60001,82.69999695,87.1999969,1011.712,0
817,186.7,59.90000153,89.4000015,1115.486,2
4793,182.8,83.09999847,88.0999985,844.047,4
4450,187.3,58.40000153,88.0,1094.708,2
1805,186.0,60.542239,90.452079,1005.48,2
4295,185.0,58.69999695,88.8000031,1009.377,2
824,188.3,85.59999847,70.6999969,1116.654,3
7991,186.2,84.5,89.5999985,1075.097,0
4622,184.7,83.5,87.9000015,966.7704,0
63,186.60001,85.09999847,70.3000031,1030.156,3
2771,183.10001,88.09999847,71.8000031,1024.436,3
11497,187.39999,87.30000305,92.0,1072.879,0
11609,183.5,84.0,88.5999985,1005.875,0
10559,184.2,85.0,90.0999985,1004.825,0
12,188.8,85.0,89.9000015,1110.934,0
4995,182.8,84.59999847,89.5999985,998.9883,0
382,183.60001,86.80000305,72.3000031,1018.599,3
9611,186.7,85.90000153,90.5999985,1103.93,0
1181,181.10001,85.0,89.9000015,992.1011,0
2675,182.60001,61.09999847,90.6999969,990.9338,2
9504,185.7,86.09999847,91.1999969,1010.545,0
2460,182.3,62.69999695,92.5999985,1004.825,2
1409,181.8,85.30000305,89.9000015,1005.875,0
3277,184.60001,82.30000305,87.1999969,1024.436,0
8546,183.10001,85.90000153,90.5999985,1014.047,0
5162,202.60001,83.80000305,88.5,1093.541,1
5198,183.0,86.0,70.8000031,970.1556,3
3639,185.3,59.0,88.6999969,1078.599,2
3484,183.7,58.19999695,88.0,1004.825,2
4852,183.60001,83.30000305,88.1999969,1022.101,0
2967,181.89999,84.80000305,90.0,808.21,4
2938,198.7,83.80000305,88.5,989.7665,1
8644,183.5,87.40000153,92.6999969,994.4358,0
1247,183.0,84.59999847,69.1999969,1025.486,3
6304,187.10001,83.80000305,88.6999969,1080.934,0
8601,185.1265,85.542239,90.452079,1005.48,0
11092,186.7,87.69999695,92.3000031,998.9883,0
4769,184.39999,84.5,89.8000031,1005.875,0
7688,186.8,85.09999847,89.0999985,988.5992,0
5290,185.60001,61.80000305,92.3000031,955.214,2
5461,182.60001,84.40000153,89.0,1028.988,0
3197,185.8,58.5,88.3000031,1110.934,2
2923,183.60001,83.80000305,69.0,1008.21,3
7166,184.5,83.90000153,88.3000031,1017.432,0
10506,184.2,85.0,90.3000031,1011.712,0
2672,185.0,87.30000305,92.3000031,997.821,0
2388,185.10001,61.19999695,90.9000015,1112.101,2
888,185.7,86.0,91.1999969,781.712,4
4592,183.8,84.40000153,68.9000015,985.214,3
6440,185.3,82.80000305,87.3000031,1028.988,0
860,185.39999,86.59999847,71.4000015,995.6031,3
4058,185.0,85.542239,70.452079,1005.48,3
2513,184.89999,83.19999695,87.8000031,1052.101,0
2415,200.2,86.19999695,91.3000031,1095.875,1
2662,183.0,86.59999847,91.6999969,987.4319,0
4200,188.7,57.80000305,87.8000031,1115.486,2
11378,185.89999,86.09999847,90.6999969,1050.934,0
3185,187.89999,83.19999695,88.0999985,1094.708,0
4821,183.39999,58.0,88.0999985,1056.654,2
1178,183.10001,84.90000153,90.0999985,988.5992,0
125,185.89999,86.09999847,91.1999969,830.156,4
4606,186.7,84.19999695,89.0,981.712,0
4859,184.89999,84.09999847,68.5999985,1023.268,3
6237,185.89999,81.0,85.4000015,1091.323,0
9399,185.2,86.90000153,91.8000031,1012.879,0
4167,189.10001,82.90000153,68.0999985,1115.486,3
3890,184.8,86.30000305,91.8000031,751.712,4
682,200.10001,85.80000305,91.5,987.4319,1
3830,183.7,59.09999847,88.5999985,1002.49,2
6713,188.39999,87.69999695,92.5999985,998.9883,0
11019,184.7,85.90000153,90.5999985,970.1556,0
106,182.10001,87.30000305,92.4000015,989.7665,0
1817,185.5,59.80000305,89.9000015,985.214,2
1322,187.0,84.5,89.0,1093.541,0
11659,184.39999,87.5,91.6999969,1019.767,0
2420,187.39999,85.5,70.9000015,1106.265,3
989,181.89999,86.30000305,90.1999969,1028.988,0
7487,186.5,85.09999847,89.6999969,1069.377,0
1348,200.89999,84.5,88.8000031,1098.21,1
441,185.0,85.30000305,90.6999969,994.4358,0
5493,182.3,84.09999847,88.8000031,801.323,4
1674,182.60001,85.09999847,90.3000031,784.0467,4
6555,181.8,84.90000153,89.6999969,980.5447,0
4357,185.3,84.5,89.1999969,984.0467,0
1625,185.3,83.90000153,88.6999969,1098.21,0
3163,186.89999,83.69999695,88.5999985,898.21,4
431,184.60001,85.59999847,70.6999969,1003.658,3
11632,186.2,85.542239,90.452079,1005.48,0
4178,188.10001,82.69999695,67.9000015,1117.821,3
2197,182.3,60.09999847,90.5999985,993.2685,2
1232,185.2,84.19999695,89.1999969,1025.486,0
7565,182.60001,83.0,86.5999985,1005.48,0
1525,183.7,82.90000153,87.5,1012.879,0
2648,185.3,85.09999847,90.0,1107.432,0
2489,181.7,84.90000153,89.0999985,800.156,4
2499,181.60001,85.09999847,89.6999969,804.825,4
3746,183.8,84.69999695,89.4000015,1037.043,0
4699,188.8,82.90000153,87.8000031,883.268,4
8975,184.3,84.80000305,89.8000031,980.5447,0
6885,187.5,85.0,89.5999985,988.5992,0
4213,188.2,58.40000153,88.3000031,1116.654,2
277,184.89999,87.09999847,92.6999969,1016.265,0
3492,184.7,83.59999847,88.5,809.377,4
1855,184.89999,84.5,89.3000031,1011.712,0
2284,181.89999,58.69999695,88.4000015,1001.323,2
85,186.3,62.09999847,92.4000015,1026.654,2
521,188.8,57.5,87.0999985,1068.21,2
43,189.60001,85.19999695,70.0,1107.432,3
5721,184.0,84.19999695,88.8000031,1025.486,0
11030,185.0,85.80000305,90.9000015,977.0428,0
4245,200.39999,84.0,88.5999985,1120.156,1
3744,183.3,84.30000305,89.5,1039.377,0
1648,185.39999,85.0,89.9000015,1106.265,0
7372,183.3,85.40000153,90.5999985,981.712,0
3428,182.5,83.69999695,88.3000031,1025.486,0
2578,185.10001,84.5,88.9000015,1023.268,0
2943,183.39999,84.40000153,89.0999985,996.6537,0
3234,187.3,84.40000153,89.4000015,900.545,4
10266,188.2,85.0,90.0999985,1090.156,0
5223,199.5,86.09999847,91.5,957.4319,1
2157,182.8,85.80000305,71.0,1010.545,3
1816,198.2,84.90000153,89.5999985,1001.323,1
11333,187.10001,86.40000153,91.0,1056.654,0
4095,185.3,82.90000153,87.3000031,1027.821,0
503,187.5,58.5,88.5999985,1097.043,2
218,184.3,85.90000153,91.0,784.0467,4
3558,184.5,83.5,88.3000031,1033.658,0
1679,197.3,83.80000305,88.5999985,987.4319,1
522,188.8,81.40000153,66.0,1077.432,3
5129,186.60001,83.90000153,68.4000015,1105.097,3
3220,188.3,59.5,89.6999969,1097.043,2
3263,184.60001,82.19999695,87.5999985,1001.323,0
8703,184.89999,84.0,88.9000015,1002.49,0
1707,183.8,84.09999847,89.0,979.3774,0
8364,182.7,84.19999695,89.1999969,1022.101,0
10893,182.89999,84.90000153,89.4000015,985.214,0
9061,186.89999,85.30000305,90.0,1123.541,0
1690,183.7,84.5,89.5999985,790.9338,4
7044,185.7,85.09999847,89.8000031,1049.766,0
1777,184.39999,83.5,88.5,847.432,4
10626,185.39999,85.80000305,90.5,980.5447,0
3369,184.60001,57.90000153,87.0,975.9922,2
228,185.10001,85.59999847,90.6999969,981.712,0
5454,198.8,84.80000305,89.8000031,998.9883,1
5367,186.3,84.09999847,68.8000031,1113.152,3
1195,199.10001,85.542239,90.452079,1005.48,1
5243,197.89999,85.80000305,90.9000015,978.2101,1
11702,186.3,87.69999695,92.5,1020.934,0
2744,183.7,85.59999847,70.9000015,989.7665,3
4725,183.8,84.5,89.6999969,1010.545,0
1275,184.5,60.30000305,89.6999969,1032.49,2
2901,182.3,83.90000153,88.5,1026.654,0
661,185.89999,86.30000305,91.3000031,764.4358,4
8681,183.8,87.19999695,92.6999969,988.5992,0
10863,183.3,85.30000305,89.5999985,1011.712,0
4863,186.7,84.09999847,88.5,827.821,4
7550,183.39999,84.30000305,89.0,1000.156,0
9721,187.3,89.19999695,94.0,1041.712,0
3171,188.89999,83.19999695,88.0,1101.712,0
8473,183.8,86.30000305,91.0,1020.934,0
2799,184.39999,59.30000305,89.1999969,1019.767,2
1806,184.10001,85.542239,90.452079,906.7704,0
115,184.7,85.542239,90.452079,805.48,4
3870,185.2,81.80000305,85.6999969,841.712,4
2330,186.7,59.69999695,89.3000031,1112.101,2
467,182.60001,85.5,70.9000015,1007.043,3
4182,187.89999,82.40000153,87.6999969,912.101,4
521,188.8,82.5,87.0999985,868.21,4
1567,185.1265,85.542239,90.452079,805.48,4
5272,185.0,86.09999847,91.5,965.6031,0
661,200.89999,86.30000305,91.3000031,964.4358,1
4348,184.10001,84.69999695,90.1999969,979.3774,0
2240,183.3,84.19999695,89.3000031,810.545,4
1759,196.3,84.30000305,89.4000015,981.712,1
3109,187.2,85.542239,90.452079,1005.48,0
5037,199.8,84.59999847,89.5,986.3813,1
11210,185.2,88.69999695,93.6999969,954.0467,0
2444,185.0,85.5,90.3000031,898.21,4
5464,182.8,59.5,88.6999969,1020.934,2
4448,186.2,84.0,69.0999985,1093.541,3
10771,185.8,85.80000305,90.1999969,1002.49,0
6501,181.7,84.09999847,88.6999969,955.214,0
5864,188.3,83.30000305,88.1999969,1125.875,0
2894,187.39999,58.40000153,88.4000015,1097.043,2
7664,185.7,86.09999847,90.5,982.8794,0
3114,185.5,85.80000305,90.3000031,1041.712,0
6580,182.7,85.30000305,90.3000031,979.3774,0
11367,185.0,85.69999695,91.0999985,1047.432,0
1597,202.5,85.59999847,90.6999969,1088.988,1
1001,185.39999,83.09999847,87.9000015,1040.545,0
4951,182.89999,85.90000153,90.4000015,780.5447,4
8053,183.5,86.30000305,91.3000031,989.7665,0
2248,181.60001,83.90000153,89.0999985,992.1011,0
11207,186.8,89.30000305,94.3000031,942.4903,0
1932,198.5,86.30000305,91.5,972.4903,1
10521,184.5,84.0,88.4000015,1015.214,0
1392,202.10001,85.09999847,89.8000031,1106.265,1
1124,181.3,84.80000305,89.6999969,793.2685,4
6673,188.10001,83.09999847,87.8000031,1085.486,0
943,200.89999,85.30000305,90.6999969,980.5447,1
4073,200.5,82.40000153,87.0999985,1008.21,1
5161,201.89999,84.0,88.3000031,1097.043,1
4290,185.10001,82.40000153,87.1999969,1016.265,0
4068,183.8,82.40000153,87.0999985,816.265,4
2519,184.60001,83.69999695,88.5,839.377,4
447,199.5,85.90000153,91.0999985,996.6537,1
3742,187.39999,84.19999695,89.5,1063.658,0
5078,185.5,86.40000153,92.0,988.5992,0
479,200.10001,85.09999847,90.3000031,1001.323,1
8663,185.8,86.09999847,90.8000031,1048.599,0
8023,185.3,85.09999847,90.0,997.821,0
4367,184.8,84.80000305,89.8000031,966.7704,0
4414,185.1265,85.542239,90.452079,1005.48,0
1507,198.5,83.80000305,88.9000015,1026.654,1
2423,200.2,85.59999847,90.1999969,1095.875,1
5607,188.8,83.80000305,88.5999985,1113.152,0
1582,202.0,84.40000153,88.5999985,1065.875,1
8887,185.7,87.19999695,92.4000015,981.712,0
5489,197.60001,83.59999847,88.0999985,1009.377,1
7721,186.89999,84.5,89.0,1064.708,0
4786,185.89999,83.09999847,87.9000015,1024.436,0
5825,185.2,83.59999847,88.5999985,1094.708,0
9555,185.39999,86.30000305,91.3000031,1003.658,0
6455,184.7,85.542239,90.452079,1005.48,0
3616,198.60001,84.09999847,88.1999969,986.3813,1
3474,182.39999,58.09999847,87.8000031,996.6537,2
1965,182.8,85.09999847,89.9000015,1005.875,0
1912,181.39999,84.5,69.3000031,971.3229,3
4675,186.2,83.40000153,68.1999969,1060.156,3
6980,187.39999,84.19999695,88.8000031,1116.654,0
2800,182.10001,84.30000305,89.0,1011.712,0
5813,188.60001,83.40000153,68.4000015,1103.93,3
5610,187.5,83.59999847,88.5999985,1112.101,0
89,186.5,61.69999695,92.0,1039.377,2
4968,185.10001,85.0,90.0999985,988.5992,0
113,184.2,87.80000305,93.3000031,952.8794,0
184,185.3,85.19999695,70.3000031,1019.767,3
3502,185.39999,85.80000305,91.0,778.2101,4
348,184.7,86.19999695,91.3000031,1046.265,0
4163,202.2,82.69999695,87.0999985,1108.599,1
2636,185.2,84.80000305,89.5999985,1107.432,0
3400,187.7,58.40000153,88.4000015,1099.377,2
3231,188.10001,59.80000305,90.1999969,1094.708,2
7323,184.60001,83.59999847,88.3000031,1010.545,0
4959,184.2,86.30000305,91.3000031,984.0467,0
3226,188.0,85.09999847,90.0,910.934,4
3072,185.7,60.5,90.1999969,964.4358,2
4524,183.89999,57.5,87.5999985,1026.654,2
3364,200.8,83.5,88.4000015,1003.658,1
4714,189.39999,83.40000153,88.5,1076.265,0
3125,187.5,83.59999847,88.3000031,1107.432,0
10473,183.8,86.40000153,90.9000015,984.0467,0
1256,184.60001,84.5,89.3000031,1031.323,0
9019,183.60001,83.0,88.0,995.6031,0
3811,185.0,85.40000153,69.5,1001.323,3
2086,184.10001,84.5,89.5,900.545,4
1699,184.39999,84.59999847,70.0999985,998.9883,3
3001,183.2,84.5,89.1999969,810.545,4
1504,181.5,83.40000153,68.3000031,1031.323,3
7045,185.39999,84.80000305,89.5999985,1055.486,0
2263,184.5,60.09999847,90.0999985,1001.323,2
3099,185.60001,59.59999847,89.1999969,1024.436,2
1037,184.8,89.5,73.1999969,948.2101,3
4985,183.5,60.0,89.8000031,995.6031,2
220,201.10001,86.09999847,91.0,987.4319,1
6382,184.3,84.30000305,89.5999985,1018.599,0
476,182.60001,85.0,90.0,808.21,4
1672,183.7,84.90000153,89.6999969,989.7665,0
8970,185.0,85.19999695,90.3000031,973.6576,0
6203,185.5,84.5,89.5,1098.21,0
1114,183.5,84.69999695,89.1999969,782.8794,4
8497,183.7,85.90000153,91.0999985,992.1011,0
2080,186.39999,84.90000153,89.6999969,1116.654,0
2544,184.7,85.09999847,89.8000031,855.486,4
3785,184.89999,84.5,89.5999985,1016.265,0
10387,187.2,87.40000153,92.4000015,988.5992,0
6666,187.60001,83.0,87.3000031,1085.486,0
7687,185.8,84.59999847,88.6999969,1001.323,0
5214,199.60001,87.0,92.1999969,974.8249,1
9219,183.7,84.5,89.3000031,1012.879,0
2579,185.60001,84.59999847,89.0,820.934,4
2499,181.60001,60.09999847,89.6999969,1004.825,2
2529,200.2,84.09999847,88.4000015,1045.097,1
202,197.0,85.40000153,90.3000031,1030.156,1
349,184.5,86.09999847,91.4000015,1048.599,0
2001,182.39999,84.0,88.9000015,1053.268,0
3,186.7,85.0,89.6999969,1041.712,0
321,183.3,86.69999695,91.3000031,998.9883,0
10349,190.0,87.09999847,92.0,982.8794,0
6499,182.8,84.30000305,89.0,966.7704,0
2320,186.3,59.59999847,89.5,1108.599,2
4861,184.60001,83.90000153,68.4000015,1037.043,3
9671,187.39999,88.09999847,92.8000031,988.5992,0
4548,201.10001,83.09999847,88.0999985,995.6031,1
2822,184.7,83.40000153,87.9000015,823.268,4
5620,185.7,83.40000153,87.8000031,1109.766,0
7072,186.10001,87.09999847,92.1999969,981.712,0
4731,198.8,83.59999847,88.6999969,1001.323,1
4274,188.3,84.0,88.5999985,1113.152,0
1292,187.39999,85.09999847,89.6999969,1106.265,0
9295,182.8,83.80000305,88.4000015,1028.988,0
2306,186.7,89.69999695,70.452079,1005.48,3
4756,184.5,83.90000153,88.9000015,779.3774,4
9638,186.2,85.69999695,90.3000031,1088.988,0
7264,182.8,84.69999695,89.5,980.5447,0
3754,182.89999,84.19999695,88.8000031,841.712,4
2210,182.10001,84.09999847,89.0999985,800.156,4
1123,183.5,85.09999847,90.0,995.6031,0
3260,185.3,58.30000305,88.1999969,1011.712,2
4092,185.2,82.80000305,87.8000031,1020.934,0
1467,183.10001,83.5,68.9000015,1024.436,3
1152,181.8,85.5,89.6999969,782.8794,4
1101,181.89999,59.69999695,88.8000031,984.0467,2
1639,185.5,84.5,89.0999985,1102.879,0
1228,183.2,84.90000153,69.5999985,1024.436,3
330,184.89999,84.5,89.4000015,1038.21,0
3814,184.5,84.40000153,88.8000031,985.214,0
4500,199.3,83.69999695,88.5999985,1023.268,1
3588,182.89999,83.19999695,87.5999985,1017.432,0
6163,188.89999,81.59999847,86.1999969,1098.21,0
876,200.2,86.69999695,91.8000031,995.6031,1
9714,188.0,88.19999695,93.1999969,1017.432,0
1110,184.2,85.0,69.9000015,1008.21,3
3997,183.3,58.80000305,88.3000031,993.2685,2
8895,184.10001,87.09999847,92.1999969,977.0428,0
1782,184.89999,83.19999695,68.1999969,1052.101,3
2775,199.39999,84.59999847,89.9000015,1020.934,1
5589,185.8,83.09999847,87.6999969,1099.377,0
1419,183.2,86.5,71.5999985,1020.934,3
5002,182.5,59.40000153,88.8000031,1007.043,2
1347,199.3,84.59999847,89.0999985,1095.875,1
9454,184.8,88.19999695,92.9000015,989.7665,0
5209,182.89999,86.5,91.8000031,770.1556,4
1114,183.5,84.69999695,89.1999969,982.8794,0
330,184.89999,84.5,89.4000015,838.21,4
3146,187.0,83.0,87.6999969,1107.432,0
3567,199.39999,82.90000153,87.8000031,1024.436,1
3099,185.60001,84.59999847,69.1999969,1024.436,3
3109,187.2,85.542239,70.452079,1005.48,3
10850,185.10001,85.19999695,89.5,1011.712,0
1642,188.10001,84.19999695,89.5,1097.043,0
2930,184.60001,84.19999695,89.3000031,996.6537,0
1484,182.7,84.09999847,68.6999969,1034.825,3
4928,185.10001,82.80000305,67.4000015,997.821,3
10508,183.2,85.19999695,89.6999969,1014.047,0
4695,189.7,83.80000305,68.5999985,1064.708,3
2132,184.0,85.19999695,89.9000015,1101.712,0
2983,184.7,83.0,87.3000031,981.712,0
5893,185.89999,83.69999695,88.3000031,910.934,4
318,200.39999,86.5,91.9000015,994.4358,1
6670,187.2,82.59999847,87.5,1087.821,0
3838,186.5,84.69999695,69.5,1016.265,3
2346,188.2,84.59999847,89.3000031,1117.821,0
9272,183.3,84.30000305,89.5,1019.767,0
1674,197.60001,85.09999847,90.3000031,984.0467,1
8292,186.0,83.40000153,88.0,1057.821,0
3033,196.89999,85.90000153,90.5999985,1008.21,1
5917,185.8,84.0,88.6999969,1109.766,0
4254,203.39999,82.90000153,87.8000031,1101.712,1
2469,185.39999,86.19999695,91.0,1004.825,0
1498,183.60001,84.09999847,88.8000031,1025.486,0
10145,185.10001,87.5,92.5999985,971.3229,0
8245,185.10001,84.80000305,89.8000031,1026.654,0
6152,188.89999,82.19999695,86.6999969,1100.545,0
8024,185.60001,85.5,90.5999985,1009.377,0
4232,186.3,83.09999847,88.4000015,1116.654,0
9016,185.3,83.30000305,88.0,1002.49,0
9039,188.3,84.09999847,88.9000015,1110.934,0
1543,181.60001,82.30000305,86.8000031,816.265,4
6122,188.5,82.0,86.5999985,1101.712,0
9999,183.8,85.5,90.3000031,1000.156,0
10200,184.8,85.90000153,90.5999985,998.9883,0
4997,185.5,84.30000305,69.3000031,988.5992,3
3506,185.8,85.90000153,90.6999969,993.2685,0
557,185.7,84.69999695,89.5,1121.323,0
850,186.0,86.30000305,71.1999969,992.1011,3
4206,186.7,83.19999695,88.0999985,915.486,4
4775,183.3,58.40000153,88.3000031,1031.323,2
618,186.60001,85.0,89.8000031,997.821,0
3560,183.39999,83.30000305,87.8000031,1041.712,0
7471,186.5,84.80000305,89.0999985,1073.93,0
9188,183.7,87.90000153,93.4000015,977.0428,0
1654,187.39999,84.40000153,89.4000015,1101.712,0
6857,186.39999,86.69999695,91.6999969,978.2101,0
1225,183.60001,85.69999695,90.5,1027.821,0
5316,184.8,84.19999695,89.5,1023.268,0
