,TOP_HOT_AIR_TEMP,CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW,CHAMBER_EXT_TEMP
5515,183.7,90.5,995.6031,85.40000153
7463,186.7,89.6999969,1087.821,85.09999847
582,200.7,69.5,908.599,59.90000153
4729,196.5,68.8000031,797.821,58.40000153
1095,203.3,73.8000031,810.545,63.40000153
10298,189.8,91.5999985,1075.097,86.80000305
3862,200.60001,67.0,852.101,57.30000305
5019,199.10001,70.3000031,800.156,59.90000153
1798,200.1265,70.452079,805.48,60.542239
3811,200.0,69.5,801.323,60.40000153
3547,200.10001,74.1999969,800.156,60.542239
5509,201.8,70.5,810.545,60.5
4147,199.89999,66.9000015,815.214,57.40000153
3191,201.0,68.4000015,907.432,58.59999847
11181,186.5,91.5,968.9883,86.40000153
9070,188.0,90.1999969,1116.654,85.40000153
219,184.8,91.1999969,996.6537,85.90000153
9216,184.0,89.4000015,1017.432,84.59999847
7174,184.39999,88.5,1008.21,84.09999847
5637,188.7,87.9000015,1110.934,83.40000153
7763,186.89999,90.0999985,1070.545,85.09999847
9502,185.39999,91.4000015,1002.49,86.30000305
1916,183.2,89.4000015,989.7665,84.59999847
1751,198.2,69.9000015,788.5992,59.40000153
6136,187.5,87.3000031,1100.545,82.30000305
11756,186.2,91.0999985,997.821,86.69999695
9798,188.7,90.452079,1005.48,85.542239
472,197.39999,70.5999985,810.545,60.40000153
10492,184.60001,92.1999969,997.821,87.30000305
2499,181.60001,89.6999969,1004.825,85.09999847
7369,183.5,89.6999969,982.8794,85.09999847
3998,200.0,68.3000031,793.2685,58.19999695
8213,185.7,88.1999969,1014.047,83.5
3504,182.7,90.5999985,985.214,85.80000305
4532,198.5,67.8000031,820.934,57.80000305
1427,181.7,92.3000031,979.3774,87.30000305
31,187.5,89.6999969,1116.654,85.0
718,182.60001,90.452079,1005.48,85.542239
10009,185.8,90.9000015,1018.599,86.09999847
8852,184.2,91.5999985,997.821,86.80000305
886,199.5,70.8000031,802.49,60.80000305
4561,186.39999,89.5999985,980.5447,84.5
3737,202.60001,70.1999969,850.934,60.19999695
2083,200.0,69.1999969,913.152,59.59999847
1178,183.10001,90.0999985,988.5992,84.90000153
3077,185.7,90.5,959.7665,85.19999695
2873,186.10001,89.0,1099.377,84.0
11074,186.39999,93.0999985,989.7665,88.09999847
476,197.60001,70.0,808.21,60.0
46,189.89999,90.6999969,1095.875,85.5
1214,183.3,89.5999985,1022.101,84.80000305
5147,204.3,68.4000015,890.156,58.69999695
11601,183.7,88.8000031,1000.156,84.40000153
10634,185.39999,91.4000015,984.0467,86.80000305
5294,201.0,72.6999969,770.1556,62.5
2551,185.8,89.3000031,1049.766,84.80000305
9334,187.0,93.6999969,1030.156,89.5
10078,184.8,89.8000031,1026.654,85.19999695
6200,186.2,88.5999985,1099.377,84.30000305
902,183.5,89.9000015,980.5447,85.0
6364,183.39999,87.3000031,1030.156,82.40000153
2215,198.10001,70.0,805.875,59.90000153
6354,186.2,87.1999969,1114.319,82.0
1490,181.2,88.6999969,1027.821,84.19999695
228,185.10001,90.6999969,981.712,85.59999847
5155,186.2,88.0999985,1087.821,83.69999695
7039,187.89999,90.1999969,1062.49,85.09999847
2079,199.7,69.4000015,916.654,59.5
1656,187.60001,89.5,1097.043,84.19999695
1756,198.8,70.4000015,782.8794,59.80000305
3333,198.5,69.0,778.2101,59.09999847
8861,185.5,92.0,984.0467,87.09999847
2347,185.39999,89.3000031,1117.821,84.5
8932,183.5,91.9000015,980.5447,87.19999695
7440,187.5,88.5,1093.541,83.30000305
6332,187.60001,88.0,1110.934,82.69999695
3721,203.10001,70.1999969,857.821,60.30000305
5196,185.3,91.0,978.2101,86.0
6208,184.5,86.8000031,1100.545,82.09999847
1136,182.5,88.9000015,1008.21,84.40000153
1528,197.10001,67.4000015,811.712,57.69999695
8190,184.7,89.0,988.5992,84.40000153
2368,187.89999,89.4000015,1109.766,84.80000305
10033,184.3,89.9000015,1016.265,85.40000153
5969,197.8,71.8000031,805.875,61.80000305
3401,188.0,88.5999985,1094.708,83.69999695
2087,200.39999,69.4000015,908.599,59.5
5103,186.0,88.4000015,1106.265,83.80000305
10041,185.89999,90.5999985,996.6537,85.69999695
9021,183.60001,88.1999969,1009.377,83.30000305
5772,184.39999,89.5,994.4358,84.59999847
1944,184.0,90.0,1003.658,85.09999847
3951,201.3,70.0999985,788.5992,59.80000305
7322,183.7,88.3000031,1011.712,83.5
3609,184.7,88.5,1014.047,84.09999847
2735,197.7,70.5,792.1011,60.30000305
10231,184.3,90.452079,1005.48,85.542239
2229,195.89999,68.5999985,818.599,58.69999695
11290,188.2,91.3000031,1082.101,86.5
8194,185.39999,88.1999969,1019.767,83.5
11193,186.10001,90.452079,1005.48,85.542239
37,201.0,69.5999985,901.712,60.0
5577,199.89999,69.9000015,860.156,59.90000153
2355,201.3,69.3000031,909.766,59.80000305
4142,183.3,86.9000015,1002.49,82.59999847
1026,200.89999,68.3000031,804.825,58.09999847
8954,185.39999,90.3000031,972.4903,85.09999847
3776,183.89999,89.0,1022.101,83.90000153
524,188.60001,92.6999969,1005.48,86.69999695
3927,200.5,69.5,785.214,59.69999695
2860,200.0,67.8000031,900.545,58.19999695
1646,185.10001,90.0999985,1121.323,85.09999847
8606,182.2,90.5999985,1005.48,85.90000153
10849,183.3,90.0,1004.825,85.19999695
2733,198.2,70.5999985,793.2685,60.19999695
2249,182.8,89.0,1005.875,83.59999847
4306,183.0,89.6999969,1031.323,85.40000153
2454,200.39999,71.4000015,870.545,61.40000153
11473,187.3,94.5999985,906.7704,90.0
7467,186.0,89.3000031,1065.875,84.40000153
5196,200.3,71.0,778.2101,61.0
10252,186.5,88.9000015,1079.766,83.90000153
7812,184.7,90.0999985,1034.825,84.90000153
586,203.7,69.0999985,918.988,59.0
4298,199.8,69.0,790.9338,59.09999847
9348,187.5,91.3000031,1101.712,86.80000305
4078,182.3,86.5999985,1038.21,82.5
6766,189.0,91.9000015,992.1011,87.0
1999,184.7,89.0,1065.875,84.0
7110,184.39999,91.5,978.2101,86.69999695
10896,184.7,89.3000031,1017.432,85.09999847
1128,196.2,69.4000015,808.21,59.90000153
7307,185.60001,89.8000031,1012.879,84.59999847
8912,185.39999,91.5,977.0428,86.5
415,182.89999,89.9000015,1016.265,84.90000153
1091,187.8,90.1999969,1082.101,85.19999695
4679,202.3,69.3000031,853.268,59.30000305
5098,186.7,88.6999969,1100.545,83.59999847
2001,197.39999,68.9000015,853.268,59.0
2183,183.3,94.8000031,958.5992,85.542239
8383,182.0,89.5,1008.21,84.69999695
3436,200.3,69.0,804.825,59.0
11709,185.0,91.4000015,1010.545,86.80000305
11122,185.60001,90.5999985,997.821,86.0
1158,199.3,69.4000015,789.7665,59.40000153
44,189.7,90.0999985,1109.766,85.19999695
5208,183.0,91.6999969,964.4358,86.80000305
2521,181.5,88.4000015,1047.432,83.80000305
5314,201.39999,68.5,832.49,58.5
5975,185.89999,91.3000031,1003.658,86.0
1204,184.10001,89.8000031,989.7665,85.19999695
3027,183.8,91.1999969,1012.879,86.59999847
2640,187.8,89.0999985,1105.097,84.40000153
8721,184.60001,89.3000031,973.6576,84.40000153
11228,185.5,92.0,1000.156,87.5
10227,185.2,90.452079,1005.48,85.542239
3598,198.3,68.9000015,807.043,59.09999847
6303,186.7,88.5999985,1085.486,83.59999847
9542,186.2,92.0999985,1011.712,86.80000305
942,185.8,90.5,982.8794,85.30000305
9711,187.7,93.0999985,1041.712,87.69999695
9112,187.2,90.0,1136.265,85.69999695
3221,188.3,89.1999969,1092.49,84.09999847
6907,186.2,88.0,1025.486,83.5
9145,187.5,91.9000015,1113.152,87.09999847
3454,182.7,88.4000015,1000.156,83.5
2961,182.10001,89.0999985,1003.658,84.09999847
1701,181.3,90.4000015,987.4319,85.30000305
5083,186.10001,88.6999969,1106.265,84.30000305
5814,200.60001,68.0,905.097,58.59999847
3930,201.60001,69.5999985,793.2685,59.59999847
3741,187.8,89.0,1052.101,83.69999695
1781,185.10001,88.1999969,1061.323,83.19999695
10192,183.60001,90.6999969,996.6537,85.80000305
7719,186.8,89.0999985,1063.658,84.30000305
10616,185.8,90.3000031,977.0428,86.19999695
5126,201.7,68.3000031,893.541,58.69999695
11429,183.0,92.1999969,970.1556,87.09999847
2849,185.5,90.452079,1005.48,85.542239
8346,181.89999,90.3000031,965.6031,85.59999847
10575,183.7,92.9000015,895.214,87.5
10948,185.0,90.0999985,1027.821,85.69999695
2518,197.10001,68.0999985,845.097,59.0
1746,181.2,89.0999985,978.2101,84.09999847
8581,182.0,87.3000031,1017.432,82.59999847
561,186.39999,89.4000015,1093.541,84.40000153
6612,184.0,86.8000031,1019.767,82.09999847
2320,201.3,69.5,908.599,59.59999847
5353,201.8,68.0,918.988,57.90000153
4624,186.2,87.8000031,973.6576,83.40000153
2617,200.0,69.0,906.265,59.59999847
17,186.10001,89.5999985,1118.988,85.09999847
10536,184.10001,88.6999969,1007.043,83.59999847
5999,183.89999,91.8000031,990.9338,86.59999847
2725,182.39999,89.8000031,992.1011,85.09999847
955,185.60001,90.6999969,982.8794,85.69999695
4787,200.89999,68.1999969,825.486,58.0
6210,184.39999,85.9000015,1097.043,81.90000153
4291,183.3,87.5999985,1009.377,82.80000305
4011,200.7,68.3000031,794.4358,58.5
11621,185.39999,89.4000015,1005.875,84.30000305
4165,201.5,66.9000015,912.101,57.5
803,187.0,88.3000031,1125.875,84.09999847
2955,183.3,89.3000031,1002.49,84.30000305
11305,187.89999,92.3000031,1079.766,87.40000153
8757,183.8,90.1999969,950.5447,85.59999847
8185,187.0,89.4000015,963.2685,84.59999847
2652,185.39999,90.5,1102.879,85.59999847
4420,188.89999,92.6999969,1028.988,88.5
223,184.60001,91.0999985,996.6537,85.80000305
4478,203.2,68.4000015,903.93,58.69999695
4464,202.89999,68.4000015,887.821,58.69999695
10434,184.89999,92.0,978.2101,87.09999847
5754,185.8,89.1999969,1024.436,84.0
3104,186.7,90.452079,1005.48,85.542239
9515,185.8,92.0,1014.047,87.0
4263,204.0,68.1999969,908.599,58.09999847
5854,187.3,88.4000015,1112.101,83.5
2508,197.3,68.6999969,846.265,59.0
4790,186.60001,87.9000015,1039.377,83.19999695
5545,185.7,89.6999969,1004.825,84.69999695
1422,198.3,72.3000031,788.5992,62.40000153
11256,186.7,92.5999985,1018.599,87.40000153
2836,197.3,68.3000031,823.268,58.90000153
11112,185.60001,92.9000015,985.214,88.19999695
7,186.8,90.0,1078.599,85.30000305
9609,185.5,90.9000015,1105.097,86.19999695
10900,184.5,90.4000015,1020.934,85.69999695
4924,184.60001,88.0,986.3813,83.40000153
6272,182.5,85.5,1099.377,85.542239
7850,186.3,90.452079,1005.48,85.542239
9319,188.7,90.452079,1005.48,85.542239
3364,200.8,68.4000015,803.658,58.5
3460,185.3,88.6999969,1012.879,83.80000305
2807,182.2,88.3000031,1023.268,83.80000305
2861,185.60001,87.9000015,1109.766,83.19999695
4019,186.60001,88.6999969,998.9883,83.5
11653,184.2,91.6999969,1022.101,86.90000153
8322,183.60001,88.8000031,1037.043,84.0
1489,197.0,68.9000015,830.156,59.19999695
9178,184.89999,93.4000015,986.3813,88.09999847
5178,204.5,68.5999985,893.541,58.90000153
3784,183.5,90.0,1017.432,84.90000153
1180,182.60001,90.4000015,987.4319,85.09999847
7978,186.3,88.9000015,1073.93,83.80000305
1736,196.7,68.9000015,788.5992,58.90000153
7637,187.5,89.5999985,1054.436,84.69999695
7160,186.5,88.9000015,1019.767,84.30000305
8461,184.39999,90.3000031,1023.268,85.30000305
5899,201.60001,69.0,918.988,59.19999695
9557,186.3,91.5999985,1005.875,86.30000305
3588,197.89999,67.5999985,817.432,58.19999695
3883,200.0,72.8000031,805.48,63.09999847
5475,198.89999,67.9000015,818.599,58.40000153
10825,185.8,91.4000015,993.2685,87.09999847
3101,197.7,71.0,805.48,61.09999847
6349,186.60001,86.5,1103.93,81.80000305
1775,184.60001,88.6999969,1061.323,83.19999695
2047,185.39999,90.452079,1005.48,85.542239
4318,185.3,88.0,1023.268,83.80000305
4925,197.89999,67.0,785.214,57.90000153
5972,198.10001,71.0,794.4358,61.40000153
5280,200.5,72.0999985,760.9338,61.90000153
10186,183.60001,90.5999985,1002.49,85.90000153
6782,187.8,93.0,987.4319,87.69999695
4748,182.3,88.3000031,993.2685,83.59999847
5208,198.0,71.6999969,764.4358,61.80000305
2286,184.8,88.6999969,1003.658,83.5
4190,202.0,67.1999969,916.654,57.59999847
376,198.5,71.1999969,841.712,61.19999695
10677,187.0,90.6999969,1055.486,86.0
7315,183.5,89.5,1017.432,84.69999695
1012,184.10001,87.5999985,1045.097,82.90000153
3569,182.8,87.5,1042.879,83.0
918,199.3,70.9000015,798.9883,60.90000153
137,183.5,90.5,1045.097,85.69999695
6098,188.7,87.8000031,1118.988,83.0
3438,183.3,88.3000031,1008.21,83.90000153
1375,185.89999,89.5,1102.879,85.0
2743,182.3,90.5,984.0467,85.30000305
5489,182.60001,88.0999985,1009.377,83.59999847
5343,199.5,67.3000031,892.49,57.80000305
5809,184.3,87.5999985,1038.21,83.40000153
447,184.5,91.0999985,996.6537,85.90000153
7254,183.5,89.5999985,988.5992,85.09999847
5057,184.3,90.0999985,980.5447,85.19999695
3127,185.39999,88.4000015,1110.934,83.59999847
5895,188.7,88.5999985,1115.486,83.80000305
11556,184.8,91.9000015,975.9922,87.30000305
4341,185.8,89.0999985,990.9338,84.5
4976,199.5,70.1999969,798.9883,60.19999695
4999,183.3,88.5999985,1008.21,84.09999847
7050,185.39999,90.8000031,984.0467,85.40000153
8018,185.8,90.5,1058.988,85.0
1942,183.0,89.5999985,1010.545,85.09999847
3691,185.3,88.5,1071.712,83.90000153
323,199.89999,70.5,840.545,60.59999847
8496,182.39999,91.5,985.214,86.19999695
5137,186.0,88.3000031,1101.712,84.30000305
11195,185.39999,90.452079,1005.48,85.542239
8921,183.60001,92.5,972.4903,87.59999847
9987,184.39999,90.5999985,1016.265,85.40000153
80,201.10001,72.0999985,828.988,61.59999847
8726,184.8,90.6999969,966.7704,85.59999847
3991,200.7,69.5,788.5992,59.30000305
4301,185.5,90.452079,1005.48,85.542239
4260,201.10001,66.6999969,912.101,57.5
10155,183.89999,92.1999969,992.1011,87.40000153
2401,186.89999,91.5,1092.49,86.19999695
5634,189.2,88.0999985,1115.486,83.59999847
10699,185.60001,89.5999985,1067.043,85.30000305
10211,184.8,91.0999985,996.6537,86.0
5959,198.7,72.0999985,793.2685,61.90000153
11565,185.89999,92.1999969,980.5447,87.69999695
11573,185.10001,92.0999985,967.821,87.40000153
11691,184.60001,90.9000015,1030.156,86.80000305
10323,189.8,91.9000015,1076.265,87.09999847
616,185.39999,90.9000015,1037.043,85.69999695
28,186.10001,89.4000015,1097.043,84.90000153
5193,182.8,91.4000015,926.3813,86.59999847
2657,185.10001,90.9000015,997.821,85.69999695
9500,185.8,91.0999985,1010.545,85.69999695
567,203.5,69.0,915.486,59.30000305
696,185.3,92.4000015,972.4903,87.19999695
2505,196.39999,70.452079,805.48,60.542239
1580,185.10001,88.8000031,1057.821,83.80000305
3836,199.60001,69.1999969,809.377,59.40000153
7153,184.89999,88.5,1014.047,83.80000305
1070,202.60001,70.5,884.319,61.09999847
7643,185.60001,89.5,1025.486,84.69999695
8450,183.8,88.1999969,959.7665,83.5
714,200.39999,72.0999985,790.9338,62.19999695
10353,188.5,91.9000015,979.3774,87.19999695
3829,185.7,88.9000015,1012.879,84.19999695
3471,197.39999,68.0,812.879,58.19999695
2486,182.7,89.8000031,1002.49,85.09999847
5967,201.10001,72.1999969,804.825,62.19999695
3324,185.3,89.3000031,982.8794,84.30000305
2914,198.39999,70.0,805.875,60.09999847
2008,198.10001,69.0,853.268,59.09999847
11588,183.8,91.1999969,975.9922,86.5
4399,185.3,86.3000031,922.8794,82.09999847
1151,182.8,90.6999969,984.0467,85.59999847
11310,186.7,91.6999969,1093.541,87.09999847
3231,203.10001,70.1999969,894.708,59.80000305
1881,197.3,69.4000015,785.214,59.90000153
2662,183.0,91.6999969,987.4319,86.59999847
1312,184.8,88.9000015,1105.097,84.30000305
499,186.7,88.4000015,1102.879,83.5
7253,183.8,89.6999969,989.7665,85.19999695
3688,187.3,88.6999969,1065.875,83.69999695
2946,196.7,69.9000015,809.377,59.80000305
392,182.3,90.6999969,1016.265,85.80000305
9200,184.8,93.8000031,978.2101,88.69999695
10117,185.3,91.0,1010.545,86.0
434,182.5,90.1999969,989.7665,85.40000153
2856,184.7,87.6999969,1079.766,83.09999847
1455,196.39999,70.5999985,838.21,60.09999847
316,185.7,91.9000015,1005.875,86.90000153
5251,185.39999,91.8000031,970.1556,86.30000305
7450,187.60001,88.5999985,1075.097,84.40000153
11120,187.0,89.5,1011.712,84.40000153
3128,185.3,88.4000015,1092.49,83.40000153
10732,185.10001,91.5,989.7665,86.80000305
638,185.39999,91.0,1007.043,85.80000305
2206,195.89999,69.5999985,798.9883,59.59999847
2738,180.89999,89.6999969,987.4319,84.80000305
6340,186.2,86.9000015,1103.93,82.09999847
11130,187.2,90.9000015,1003.658,86.0
982,183.8,90.5,978.2101,85.5
10163,185.5,92.1999969,1002.49,87.09999847
8561,181.89999,90.9000015,1003.658,86.09999847
3190,186.2,88.0,1095.875,83.30000305
180,200.3,69.8000031,833.658,59.59999847
6796,186.2,92.5,995.6031,87.69999695
5869,199.89999,68.5999985,923.541,58.69999695
5436,200.60001,70.452079,805.48,60.542239
5876,200.5,67.5999985,927.043,58.30000305
4083,185.3,87.4000015,1025.486,82.69999695
644,197.10001,72.1999969,790.9338,62.30000305
9882,188.39999,91.9000015,1068.21,86.59999847
4359,183.39999,90.4000015,967.821,85.40000153
2940,183.7,89.0,998.9883,84.0
11583,183.89999,92.0999985,984.0467,87.0
4016,200.5,68.5999985,801.323,58.19999695
7628,186.3,88.5,1046.265,83.90000153
7349,184.3,89.3000031,988.5992,84.30000305
1244,184.5,88.6999969,1018.599,84.40000153
1654,187.39999,89.4000015,1101.712,84.40000153
6423,185.39999,86.5999985,1038.21,82.30000305
4235,186.2,87.9000015,1117.821,83.30000305
1057,203.0,70.1999969,890.156,60.40000153
6970,188.39999,87.4000015,1105.097,82.90000153
5222,185.39999,91.1999969,962.1011,86.09999847
6846,186.39999,91.8000031,979.3774,87.09999847
6999,187.5,89.4000015,1049.766,84.80000305
851,198.2,70.9000015,788.5992,61.0
3218,202.8,68.8000031,905.097,59.0
9637,185.8,90.5,1128.21,85.80000305
1101,196.89999,68.8000031,784.0467,59.69999695
6486,183.2,90.5999985,974.8249,85.5
10119,183.89999,91.4000015,1007.043,86.30000305
1300,200.39999,68.5999985,886.654,58.59999847
1738,183.89999,89.0,982.8794,84.0
10759,186.10001,90.6999969,988.5992,86.19999695
6805,186.7,92.5,985.214,87.69999695
1866,198.60001,70.9000015,808.21,60.80000305
6593,183.3,88.5999985,1008.21,83.59999847
5874,203.39999,68.0,925.875,58.40000153
1975,182.0,91.3000031,1004.825,86.19999695
5729,198.5,68.0,814.047,58.69999695
10664,186.8,90.1999969,1049.766,85.59999847
5937,184.0,91.8000031,962.1011,86.90000153
460,196.39999,69.9000015,809.377,60.09999847
1651,186.2,89.4000015,1107.432,84.69999695
7839,185.2,90.5999985,995.6031,85.59999847
767,185.89999,88.0999985,1040.545,82.90000153
2310,188.0,92.8000031,981.712,87.09999847
2601,186.5,89.3000031,1121.323,84.40000153
9349,188.7,91.6999969,1094.708,86.90000153
3669,187.10001,89.0,1076.265,84.30000305
3957,201.39999,69.3000031,781.712,59.09999847
5887,187.3,88.3000031,1108.599,83.80000305
11544,185.89999,92.0,998.9883,87.5
1659,202.3,68.8000031,905.097,58.69999695
4414,200.1265,70.452079,805.48,60.542239
10479,184.60001,90.5,979.3774,85.5
4493,185.60001,86.9000015,1022.101,82.0
1834,200.10001,70.3000031,814.047,60.19999695
4852,198.60001,68.1999969,822.101,58.30000305
6894,188.60001,89.3000031,993.2685,84.69999695
4166,187.7,87.0999985,1108.599,82.5
1306,199.5,69.0999985,906.265,59.30000305
3432,184.39999,87.9000015,1009.377,83.5
11350,185.0,91.4000015,1026.654,86.80000305
2278,198.8,68.1999969,794.4358,58.30000305
10096,185.8,92.8000031,1011.712,87.90000153
2409,185.60001,91.3000031,1087.821,86.19999695
3154,199.7,67.4000015,920.156,58.09999847
5620,200.7,67.8000031,909.766,58.40000153
367,200.5,71.5999985,834.825,61.40000153
3742,202.39999,69.5,863.658,59.19999695
5568,184.2,90.1999969,993.2685,85.69999695
5848,203.39999,69.1999969,914.319,58.90000153
8221,187.8,89.6999969,975.9922,85.0
8376,184.0,88.5999985,1025.486,84.0
1415,198.7,71.0999985,798.9883,61.0
3508,182.60001,90.8000031,990.9338,86.09999847
8678,185.5,92.0,996.6537,87.0
5932,185.7,92.0,966.7704,87.09999847
4100,183.0,86.9000015,1020.934,82.80000305
9694,183.3,85.5,1011.712,81.59999847
2035,185.8,88.5999985,1062.49,83.69999695
1568,185.1265,90.452079,1005.48,85.542239
5249,198.10001,71.4000015,765.6031,61.19999695
6058,185.39999,92.5,988.5992,87.19999695
7769,185.7,89.4000015,1062.49,84.80000305
308,182.10001,92.1999969,1004.825,87.5
2897,183.5,88.5999985,1025.486,83.59999847
1710,181.2,89.0999985,992.1011,84.30000305
1876,198.5,69.5999985,802.49,59.69999695
203,196.7,70.3000031,837.043,60.30000305
5113,202.5,68.5,903.93,59.19999695
1000,200.10001,67.6999969,847.432,57.90000153
9269,182.60001,88.6999969,1027.821,83.69999695
175,197.0,69.8000031,835.875,59.5
8828,184.89999,92.3000031,993.2685,87.69999695
1905,181.60001,89.0999985,978.2101,84.59999847
2692,200.0,71.4000015,798.9883,61.19999695
4092,200.2,67.8000031,820.934,57.80000305
1826,197.60001,69.5,804.825,59.69999695
6886,187.0,89.8000031,994.4358,85.19999695
7014,186.3,92.1999969,1067.043,87.09999847
11089,185.60001,92.3000031,997.821,87.69999695
2826,182.7,89.0,1023.268,83.80000305
11397,186.5,91.0999985,1049.766,86.40000153
9950,184.3,90.452079,964.4358,85.542239
8177,185.2,90.452079,1005.48,85.542239
6933,187.60001,90.452079,1005.48,85.542239
11280,187.2,92.5,1083.268,87.69999695
1117,181.89999,89.3000031,990.9338,84.69999695
8725,186.10001,90.5999985,980.5447,85.5
5526,200.89999,70.0999985,798.9883,60.09999847
2205,196.0,69.8000031,778.2101,59.69999695
1241,197.8,69.4000015,824.436,60.09999847
1141,182.3,89.5,1014.047,84.69999695
8709,184.3,91.4000015,990.9338,86.30000305
2649,200.0,70.0,902.879,60.40000153
2794,181.60001,89.3000031,1025.486,84.80000305
906,198.8,70.1999969,774.8249,60.0
3214,202.7,68.8000031,910.934,59.0
897,198.0,69.6999969,774.8249,60.0
1935,196.7,71.5,780.5447,61.19999695
3611,197.8,67.8000031,825.486,58.30000305
5417,202.5,67.9000015,882.101,58.0
631,182.5,90.1999969,1009.377,85.19999695
4148,199.5,67.0,818.599,57.5
6676,185.7,87.9000015,1082.101,83.80000305
7876,184.8,87.6999969,1014.047,83.30000305
5778,183.39999,88.4000015,994.4358,83.59999847
6518,182.0,89.4000015,960.9338,84.59999847
6020,182.7,93.0999985,972.4903,88.09999847
11673,185.8,91.6999969,1023.268,87.09999847
4696,189.3,88.5999985,1086.654,83.5
3840,184.0,89.6999969,1016.265,84.80000305
5144,189.2,88.5,1101.712,83.59999847
2130,185.39999,90.3000031,1105.097,84.80000305
3437,198.0,68.4000015,800.156,58.69999695
7704,185.1265,90.452079,1005.48,85.542239
2564,184.8,89.4000015,1018.599,84.80000305
7687,185.8,88.6999969,1001.323,84.59999847
1705,181.2,89.5,984.0467,84.40000153
3247,181.0,86.5,1008.21,81.90000153
5495,198.3,69.3000031,800.156,59.30000305
5932,200.7,72.0,766.7704,62.09999847
6056,183.3,91.8000031,980.5447,86.69999695
618,186.60001,89.8000031,997.821,85.0
699,185.60001,92.0999985,973.6576,86.59999847
9555,185.39999,91.3000031,1003.658,86.30000305
4627,186.2,87.8000031,978.2101,82.80000305
4844,200.10001,68.9000015,841.712,58.90000153
6333,186.8,87.6999969,1109.766,82.59999847
1902,197.3,68.9000015,781.712,59.30000305
7237,183.60001,89.0,980.5447,84.40000153
8732,184.0,89.6999969,974.8249,84.80000305
1785,200.8,68.5999985,872.879,58.40000153
6078,185.7,90.452079,1005.48,85.542239
475,184.60001,90.5,1005.875,85.19999695
9104,188.3,90.4000015,1132.763,85.59999847
2886,186.0,88.4000015,1101.712,83.69999695
835,197.89999,71.0999985,785.214,61.40000153
2875,201.8,68.8000031,901.712,58.90000153
5688,186.7,88.5999985,1100.545,84.0
5137,201.0,68.3000031,901.712,59.30000305
5956,183.3,91.3000031,984.0467,86.30000305
5982,182.89999,90.5999985,985.214,85.69999695
1847,197.7,69.6999969,811.712,59.5
2546,187.2,89.8000031,1054.436,84.90000153
3857,200.10001,66.8000031,853.268,57.30000305
9883,189.8,91.9000015,1078.599,86.5
11630,186.89999,90.452079,1005.48,85.542239
5472,199.7,67.5,818.599,58.19999695
4243,186.10001,88.9000015,1120.156,84.19999695
7423,187.5,89.5,1092.49,84.80000305
3499,185.60001,90.4000015,985.214,85.30000305
10906,183.5,92.8000031,967.821,87.90000153
3607,198.39999,69.4000015,805.875,59.69999695
5592,186.10001,87.4000015,1097.043,82.5
6543,182.2,89.0,986.3813,84.19999695
4811,199.39999,68.0999985,831.323,57.80000305
4208,203.5,69.0,915.486,59.09999847
7962,185.7,89.0999985,1072.879,84.19999695
2243,181.10001,89.6999969,1025.486,85.0
7691,187.0,89.1999969,1000.156,84.80000305
2274,181.60001,88.0999985,997.821,83.5
11688,186.39999,91.0,1017.432,86.40000153
5740,201.5,68.9000015,832.49,58.90000153
5889,203.39999,68.0,916.654,58.80000305
4583,198.89999,67.3000031,786.3813,57.59999847
10366,185.0,91.3000031,980.5447,86.90000153
5019,184.10001,90.3000031,1000.156,84.90000153
850,201.0,71.1999969,792.1011,61.30000305
2983,199.7,67.3000031,781.712,58.0
2242,183.5,89.9000015,1004.825,84.90000153
526,200.1265,70.452079,805.48,60.542239
2854,203.2,67.5,878.599,58.19999695
2155,183.2,91.1999969,1008.21,85.80000305
10860,185.10001,89.6999969,1010.545,85.09999847
6557,182.5,89.5,985.214,84.5
7192,184.5,90.452079,1005.48,85.542239
1267,185.7,89.5999985,1025.486,85.19999695
4448,201.2,69.0999985,893.541,59.0
2487,184.2,90.0999985,1009.377,85.0
3257,200.2,68.0,815.214,58.0
2447,199.7,70.1999969,908.599,59.90000153
3939,201.5,69.4000015,792.1011,59.19999695
3660,185.60001,88.3000031,1068.21,83.69999695
874,199.8,72.3000031,779.3774,61.30000305
454,200.3,71.1999969,796.6537,61.0
10201,185.2,90.5999985,1000.156,85.69999695
4261,202.2,67.4000015,915.486,57.5
5600,203.0,68.3000031,918.988,58.5
5559,183.60001,89.5999985,995.6031,84.90000153
5613,187.8,89.0,1115.486,84.30000305
735,184.60001,89.4000015,1020.934,84.69999695
265,198.39999,70.452079,805.48,60.542239
8900,185.7,92.4000015,979.3774,87.40000153
5941,201.2,73.0,765.6031,62.5
4711,189.3,88.8000031,1080.934,83.40000153
1709,197.2,69.5,788.5992,59.30000305
3410,186.2,88.6999969,1090.156,84.09999847
2748,198.60001,71.3000031,803.658,61.40000153
141,196.60001,69.9000015,826.654,60.30000305
1961,182.7,89.4000015,1020.934,85.09999847
7073,184.60001,92.0,979.3774,87.0
4540,200.39999,67.5,818.599,57.30000305
1404,199.60001,70.4000015,804.825,60.19999695
2572,186.0,89.0,1023.268,84.19999695
3386,185.60001,88.4000015,1103.93,83.5
5717,184.7,88.5999985,1028.988,83.80000305
2385,200.2,70.9000015,912.101,60.80000305
4479,188.3,88.8000031,1086.654,83.40000153
