,TOP_HOT_AIR_TEMP,CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW,CHAMBER_EXT_TEMP
6230,185.3,86.0999985,1088.988,81.40000153
4036,199.0,67.3000031,798.9883,57.40000153
10271,189.0,90.5,1075.097,85.30000305
1809,200.7,70.6999969,773.6576,60.59999847
1206,182.89999,88.3000031,1040.545,83.80000305
9574,186.60001,88.9000015,1011.712,84.5
4882,200.89999,69.0,790.9338,59.0
88,201.5,72.3000031,823.268,61.80000305
389,198.89999,71.3000031,814.047,61.09999847
7774,185.0,89.6999969,1063.658,84.80000305
1554,183.2,86.8000031,1018.599,82.69999695
1517,196.5,67.9000015,815.214,58.19999695
11617,185.5,89.0,1001.323,84.09999847
6709,187.7,92.4000015,993.2685,87.59999847
8184,185.2,89.4000015,967.821,84.69999695
6965,188.60001,87.9000015,1110.934,82.90000153
85,201.3,72.4000015,826.654,62.09999847
6629,187.3,87.3000031,1098.21,82.59999847
4009,183.7,87.6999969,997.821,82.90000153
5617,188.8,88.4000015,1109.766,83.69999695
3864,198.8,66.8000031,855.486,57.69999695
8838,185.2,93.0999985,992.1011,88.0
2949,183.89999,90.0,1007.043,85.09999847
3918,183.39999,90.4000015,982.8794,85.30000305
5844,200.3,68.5,910.934,59.0
1878,183.8,90.0,979.3774,84.80000305
6195,186.0,88.3000031,1079.766,84.09999847
1430,198.7,72.0,789.7665,61.5
5398,200.0,67.0999985,901.712,57.80000305
490,202.3,68.9000015,900.545,59.5
11516,187.39999,92.5,1071.712,87.5
1808,198.7,70.6999969,749.3774,61.30000305
5961,200.39999,71.4000015,792.1011,61.59999847
7694,186.3,88.6999969,994.4358,84.40000153
3439,200.7,68.6999969,807.043,58.69999695
9201,185.39999,94.1999969,979.3774,88.90000153
9222,184.5,89.5999985,1017.432,84.69999695
1677,199.0,69.3000031,787.4319,59.30000305
5362,186.39999,89.6999969,1120.156,85.0
7828,185.2,89.9000015,1025.486,84.80000305
9311,183.60001,87.5999985,1048.599,83.30000305
3128,200.3,68.4000015,892.49,58.40000153
5881,187.5,87.5999985,1124.708,83.19999695
8040,186.0,91.9000015,993.2685,86.59999847
6091,186.10001,87.5999985,1113.152,82.90000153
6021,185.0,92.9000015,972.4903,87.59999847
3490,182.5,87.8000031,1016.265,83.19999695
5650,189.39999,88.0,1107.432,83.90000153
123,185.7,91.9000015,1022.101,86.69999695
4617,183.7,89.4000015,979.3774,84.90000153
8334,185.5,90.0999985,1019.767,85.19999695
2726,184.0,90.5,995.6031,85.40000153
3832,186.60001,88.6999969,1015.214,84.40000153
4269,204.0,68.8000031,915.486,58.59999847
9476,185.7,90.0,1040.545,85.09999847
651,184.10001,91.6999969,966.7704,86.69999695
579,188.3,89.5999985,1116.654,84.80000305
4862,184.3,88.4000015,1028.988,83.80000305
11606,185.39999,88.9000015,996.6537,84.09999847
3654,200.8,69.4000015,884.319,59.19999695
4756,184.5,88.9000015,979.3774,83.90000153
10450,184.89999,90.5999985,980.5447,85.90000153
7966,186.3,88.9000015,1070.545,84.19999695
5092,204.3,69.5999985,913.152,59.59999847
3456,200.2,69.0,805.875,59.0
2511,181.8,88.0,1054.436,83.19999695
9900,187.5,93.0999985,955.214,87.90000153
1777,199.39999,68.5,847.432,58.5
6412,186.2,87.3000031,1048.599,82.5
698,185.10001,92.4000015,988.5992,86.59999847
1885,184.2,89.6999969,988.5992,84.90000153
4989,198.7,69.4000015,796.6537,59.5
2067,186.0,89.1999969,1100.545,84.19999695
7592,185.0,88.3000031,1053.268,83.30000305
5919,203.8,68.6999969,909.766,59.5
3773,201.0,68.5,810.545,58.40000153
5593,200.8,67.1999969,891.323,57.80000305
8860,184.0,92.0,982.8794,86.90000153
7048,185.3,91.0999985,988.5992,86.09999847
3892,184.39999,92.0,950.5447,86.90000153
7689,186.89999,89.6999969,997.821,85.09999847
10755,185.7,90.5999985,990.9338,86.0
7894,186.60001,87.8000031,1039.377,83.0
8801,183.60001,91.9000015,989.7665,87.19999695
1486,181.5,88.8000031,1037.043,83.90000153
9028,186.39999,90.452079,1005.48,85.542239
1692,182.5,89.8000031,995.6031,84.5
1286,186.60001,90.452079,1005.48,85.542239
3430,200.0,68.5999985,811.712,58.69999695
10521,184.5,88.4000015,1015.214,84.0
518,188.60001,87.9000015,1099.377,83.19999695
6161,187.0,86.0999985,1103.93,81.69999695
1828,200.10001,69.8000031,814.047,59.90000153
6509,182.60001,88.5,963.2685,83.80000305
9761,187.8,92.8000031,1056.654,87.5
3307,182.60001,89.0,982.8794,84.09999847
1307,202.5,68.6999969,915.486,59.30000305
2992,182.60001,89.9000015,1011.712,84.80000305
3382,188.2,88.0999985,1112.101,83.40000153
11283,188.8,92.0,1094.708,87.40000153
5891,202.0,67.9000015,910.934,58.40000153
1931,184.10001,90.9000015,974.8249,85.69999695
11186,187.10001,91.6999969,979.3774,86.90000153
797,185.3,92.1999969,1031.323,89.0
10246,186.0,88.0,1082.101,83.09999847
2912,198.2,70.1999969,808.21,60.40000153
2484,183.7,90.5999985,1000.156,85.90000153
5398,185.0,87.0999985,1101.712,82.80000305
1861,198.60001,69.6999969,809.377,59.80000305
3651,185.3,88.8000031,1082.101,84.5
3762,201.0,68.5,857.821,58.40000153
3502,200.39999,71.0,778.2101,60.80000305
2906,182.2,89.4000015,1022.101,84.80000305
5346,183.89999,87.6999969,1087.821,82.40000153
8403,182.8,89.0,1007.043,84.19999695
4130,184.7,87.5999985,1012.879,82.59999847
1083,187.8,90.4000015,1098.21,85.59999847
5250,183.2,91.0999985,950.5447,86.09999847
2588,203.2,70.452079,805.48,60.542239
5459,199.60001,69.0999985,817.432,59.40000153
9115,188.2,90.8000031,1125.875,85.80000305
2463,198.7,72.4000015,805.875,62.30000305
5947,199.39999,72.3000031,781.712,62.30000305
2177,182.10001,94.6999969,944.8249,89.40000153
9219,183.7,89.3000031,1012.879,84.5
6019,183.39999,92.5999985,975.9922,87.40000153
5718,201.10001,68.9000015,823.268,58.80000305
5471,182.60001,87.5999985,1011.712,83.19999695
8896,185.0,91.4000015,974.8249,86.59999847
4080,185.5,87.5,1020.934,82.69999695
6843,186.89999,91.9000015,974.8249,86.90000153
3789,201.60001,69.5999985,808.21,60.0
5543,184.8,89.6999969,992.1011,84.69999695
386,184.10001,91.0999985,1010.545,85.90000153
5730,186.5,88.6999969,1022.101,84.0
184,200.3,70.3000031,819.767,60.19999695
2461,183.5,93.3000031,1012.879,87.80000305
3743,200.0,69.4000015,838.21,59.40000153
1088,201.89999,69.9000015,893.541,60.19999695
6400,184.0,88.6999969,1022.101,83.80000305
350,197.60001,71.1999969,849.766,61.19999695
4310,184.89999,88.4000015,1019.767,83.90000153
5306,197.7,69.4000015,749.3774,59.59999847
5936,183.39999,91.1999969,965.6031,86.69999695
9766,186.2,93.3000031,1057.821,87.80000305
5631,188.8,88.9000015,1117.821,84.19999695
4106,182.8,87.6999969,1015.214,83.30000305
5067,185.60001,89.6999969,978.2101,84.59999847
8192,186.7,89.8000031,1018.599,84.5
151,185.3,90.9000015,1031.323,85.40000153
10482,182.8,90.4000015,986.3813,85.69999695
2296,196.7,67.9000015,792.1011,58.5
10773,185.89999,90.0999985,996.6537,85.90000153
347,185.2,91.5,1050.934,86.40000153
7794,186.8,89.0999985,1060.156,84.30000305
10390,186.39999,92.5999985,990.9338,87.80000305
1896,184.10001,89.5999985,986.3813,84.30000305
2192,198.0,70.3000031,790.9338,60.09999847
2147,183.89999,91.4000015,1010.545,86.0
949,184.10001,90.3000031,979.3774,85.5
5369,204.10001,69.5999985,906.265,59.40000153
1724,199.3,70.1999969,792.1011,59.59999847
3772,184.60001,87.5,1007.043,83.09999847
2520,197.8,68.8000031,840.545,58.90000153
463,183.39999,90.6999969,1016.265,85.5
5269,199.3,71.3000031,775.9922,61.0
2985,182.3,89.4000015,1018.599,84.5
2118,186.39999,88.6999969,1110.934,83.59999847
1416,196.5,70.9000015,819.767,61.09999847
5181,189.39999,88.5,1057.821,83.30000305
11778,184.7,91.0,1023.268,86.30000305
966,197.10001,70.1999969,780.5447,60.40000153
4745,182.39999,88.3000031,979.3774,83.30000305
2460,197.3,72.5999985,804.825,62.69999695
149,183.89999,90.4000015,1037.043,85.59999847
1007,197.60001,67.5,854.436,58.09999847
3604,183.3,89.6999969,998.9883,84.90000153
8402,181.7,89.4000015,1005.875,84.69999695
9940,185.39999,91.3000031,988.5992,86.19999695
5869,184.89999,88.5999985,1123.541,83.69999695
10791,185.39999,90.6999969,989.7665,86.40000153
5757,183.89999,90.4000015,1000.156,85.40000153
9543,186.8,92.0999985,1007.043,86.90000153
1026,185.89999,88.3000031,1004.825,83.09999847
11495,187.10001,92.5999985,1047.432,88.0
3928,183.8,89.5999985,995.6031,84.69999695
1159,183.0,89.9000015,988.5992,84.5
5925,184.3,90.452079,1005.48,85.542239
6728,186.8,91.5999985,990.9338,86.69999695
1827,184.7,89.5999985,1009.377,84.80000305
3793,185.8,90.5999985,1014.047,85.09999847
1843,185.39999,89.5,1017.432,84.69999695
8936,184.8,91.9000015,978.2101,86.69999695
60,187.2,89.5,1100.545,84.80000305
5583,202.8,70.452079,726.3813,60.542239
232,197.8,69.5999985,778.2101,60.0
1884,196.39999,69.5999985,782.8794,60.0
4225,202.0,68.5999985,915.486,58.80000305
505,184.39999,88.1999969,1100.545,83.69999695
4581,186.3,87.8000031,981.712,82.80000305
7043,186.60001,89.5999985,1060.156,84.90000153
11379,186.0,91.0,1058.988,86.30000305
1810,184.2,89.6999969,987.4319,85.30000305
6897,187.39999,89.1999969,998.9883,84.30000305
7947,186.60001,89.4000015,1071.712,84.69999695
1768,184.7,89.5,1048.599,86.09999847
3267,197.60001,66.5999985,802.49,57.30000305
2900,198.10001,68.9000015,816.265,59.19999695
4013,183.8,88.1999969,994.4358,83.19999695
6588,183.0,94.0,957.4319,89.69999695
10654,184.39999,90.1999969,1009.377,86.09999847
3316,185.39999,89.5999985,975.9922,84.30000305
4463,201.7,68.1999969,886.654,58.30000305
2622,187.7,90.9000015,1106.265,85.5
4784,184.0,88.3000031,1022.101,83.09999847
3452,186.2,88.8000031,1002.49,84.0
2510,199.60001,67.9000015,847.432,58.40000153
3613,184.3,87.5,980.5447,83.40000153
473,197.0,70.3000031,801.323,60.19999695
3591,182.0,88.3000031,1001.323,83.80000305
11699,185.60001,91.6999969,1011.712,87.19999695
5901,202.7,68.8000031,909.766,59.30000305
1930,183.10001,90.0999985,972.4903,85.19999695
4470,201.10001,67.9000015,884.319,58.09999847
10321,189.0,92.0999985,1083.268,87.40000153
2916,199.39999,70.1999969,815.214,60.19999695
2194,181.7,89.8000031,1000.156,84.5
261,185.1265,89.1999969,1005.48,88.40000153
4798,201.3,69.0999985,832.49,58.69999695
8414,182.2,88.5999985,1012.879,84.19999695
8477,185.2,91.5999985,1015.214,86.69999695
5020,182.3,89.8000031,981.712,85.0
7943,187.2,89.5,1071.712,84.69999695
3758,184.3,88.6999969,1070.545,84.0
2754,184.8,91.0,981.712,85.90000153
11157,186.5,92.0,972.4903,86.90000153
7895,186.89999,87.9000015,1047.432,83.0
4074,184.39999,87.1999969,1010.545,82.5
1693,196.3,69.8000031,789.7665,59.59999847
2928,183.8,88.9000015,1001.323,83.80000305
6889,187.7,89.5999985,1000.156,85.09999847
5890,202.10001,68.6999969,915.486,58.80000305
5030,200.5,68.8000031,788.5992,58.69999695
11591,183.7,91.0999985,968.9883,86.5
4652,199.0,67.1999969,823.268,57.80000305
4158,188.8,93.9000015,949.3774,89.0
2255,197.2,68.5,804.825,58.19999695
2579,200.60001,69.0,820.934,59.59999847
5476,200.5,68.1999969,820.934,58.19999695
3068,198.8,69.5999985,762.1011,60.30000305
2051,201.3,70.452079,720.5447,60.542239
2007,183.7,89.0999985,1055.486,84.30000305
5302,199.0,72.1999969,770.1556,61.90000153
2567,201.5,69.5,816.265,60.30000305
1308,186.8,89.4000015,1110.934,84.59999847
8307,184.0,90.6999969,921.712,85.40000153
5256,184.89999,92.0,975.9922,86.69999695
3204,200.60001,68.3000031,898.21,58.5
3814,199.5,68.8000031,785.214,59.40000153
5010,185.7,90.0,996.6537,84.69999695
3818,200.0,72.5,787.4319,62.09999847
1922,198.2,69.5,782.8794,59.30000305
2836,182.3,88.3000031,1023.268,83.90000153
3197,185.8,88.3000031,1110.934,83.5
1238,200.5,69.8000031,826.654,59.69999695
5894,187.60001,87.9000015,1110.934,83.69999695
10803,187.39999,91.3000031,1001.323,86.69999695
4653,185.3,87.0999985,1028.988,82.40000153
4435,188.0,87.8000031,1103.93,83.09999847
7524,187.2,90.452079,1005.48,85.542239
7917,187.0,88.9000015,1076.265,84.30000305
436,197.8,69.6999969,800.156,60.0
238,201.5,70.0999985,792.1011,60.09999847
288,183.8,93.9000015,1017.432,88.59999847
459,183.60001,90.5,1005.875,85.30000305
5294,186.0,92.6999969,970.1556,87.5
10567,184.8,90.452079,1005.48,85.542239
3785,199.89999,69.5999985,816.265,59.5
9309,184.5,87.9000015,1049.766,83.0
3256,182.8,87.4000015,1017.432,82.80000305
7108,186.0,91.5999985,982.8794,86.40000153
8008,186.8,91.1999969,1032.49,86.19999695
11548,186.8,91.8000031,995.6031,87.09999847
4057,183.5,90.452079,1005.48,85.542239
2917,182.39999,89.5999985,1002.49,85.40000153
2315,202.8,69.3000031,879.766,59.69999695
6264,184.3,85.0999985,1091.323,80.80000305
7099,183.7,91.5,982.8794,86.69999695
3123,201.2,68.5,890.156,59.0
5861,187.89999,88.0999985,1125.875,83.69999695
5296,199.10001,72.9000015,763.2685,62.59999847
7862,185.0,89.6999969,1015.214,84.5
39,203.10001,69.8000031,905.097,60.0
1666,183.10001,90.1999969,980.5447,85.0
7521,186.8,89.5999985,1073.93,84.80000305
10917,184.60001,91.5,992.1011,86.5
292,197.7,72.6999969,809.377,62.90000153
5305,183.60001,90.3000031,959.7665,85.59999847
8927,183.7,92.0,971.3229,87.0
5711,198.60001,68.8000031,816.265,59.59999847
6444,184.3,86.8000031,1032.49,82.80000305
3898,199.8,71.8000031,778.2101,61.69999695
2847,183.2,90.452079,1005.48,85.542239
1635,202.89999,69.5,907.432,59.40000153
6202,186.5,89.3000031,1101.712,84.19999695
11251,187.2,91.8000031,1025.486,87.09999847
2837,197.39999,68.0,819.767,58.30000305
1620,187.10001,89.1999969,1107.432,84.30000305
3328,198.89999,69.0999985,784.0467,59.09999847
2820,197.0,68.0999985,832.49,58.30000305
3332,183.10001,88.9000015,981.712,84.30000305
5098,201.7,68.6999969,900.545,58.59999847
5725,197.5,68.0999985,827.821,58.40000153
4425,203.2,69.5999985,855.486,59.59999847
2548,201.5,69.5,853.268,59.80000305
817,186.7,89.4000015,1115.486,84.90000153
2731,196.8,70.4000015,790.9338,60.19999695
4306,198.0,69.6999969,831.323,60.40000153
5998,183.10001,91.4000015,981.712,86.80000305
10570,183.0,93.5,1005.48,88.69999695
11213,186.89999,93.5,987.4319,88.19999695
480,183.3,89.8000031,1005.875,85.09999847
255,185.8,90.3000031,981.712,86.0
7781,187.10001,89.6999969,1068.21,84.59999847
2354,188.0,89.0,1117.821,84.30000305
554,188.5,89.6999969,1097.043,84.5
3622,188.60001,90.452079,1005.48,85.542239
2102,199.3,69.0999985,905.097,59.19999695
11359,186.5,90.9000015,1040.545,86.09999847
1634,202.39999,69.4000015,907.432,59.09999847
571,186.8,89.5999985,1092.49,84.90000153
11017,185.0,90.9000015,972.4903,85.59999847
2211,197.5,69.1999969,785.214,59.30000305
2293,183.60001,87.6999969,1005.875,83.19999695
5914,188.2,88.4000015,1117.821,84.0
2595,202.5,70.1999969,880.934,60.09999847
5544,199.10001,69.1999969,802.49,59.5
113,199.2,73.3000031,752.8794,62.80000305
3278,198.60001,67.0999985,805.875,57.69999695
2261,196.7,70.0,798.9883,60.0
2480,198.5,70.8000031,802.49,60.59999847
6670,187.2,87.5,1087.821,82.59999847
4582,200.2,67.5999985,785.214,57.90000153
11244,186.5,92.5,1015.214,87.69999695
5546,183.10001,89.6999969,1000.156,84.5
1097,201.10001,71.5,798.9883,61.69999695
7006,187.89999,90.3000031,1067.043,85.40000153
6962,187.0,87.5,1113.152,83.09999847
6323,186.89999,87.3000031,1112.101,82.5
10709,184.5,90.452079,1005.48,85.542239
113,184.2,93.3000031,952.8794,87.80000305
1296,200.89999,69.0,900.545,59.40000153
8115,184.7,89.5,1011.712,84.5
7,201.8,70.0,878.599,60.30000305
9550,186.89999,92.1999969,1005.875,86.69999695
3002,183.8,89.4000015,1009.377,84.59999847
5339,199.5,67.0999985,887.821,57.59999847
5441,200.5,70.452079,805.48,60.542239
1738,198.89999,69.0,782.8794,59.0
2516,199.5,68.3000031,827.821,57.90000153
6613,182.2,86.8000031,1012.879,82.09999847
7072,186.10001,92.1999969,981.712,87.09999847
8556,181.8,91.0,1001.323,86.59999847
5850,200.3,68.0999985,913.152,58.40000153
1536,184.0,87.3000031,1031.323,83.09999847
7733,186.60001,90.0999985,1062.49,85.19999695
11096,186.7,92.4000015,996.6537,87.80000305
9331,187.8,90.452079,1002.49,85.542239
3161,188.2,88.5999985,1109.766,83.80000305
7387,183.60001,90.4000015,977.0428,85.40000153
11027,183.39999,90.5999985,968.9883,85.59999847
11273,186.7,94.1999969,966.7704,89.19999695
5349,187.2,87.6999969,1098.21,82.5
7695,187.89999,88.4000015,989.7665,84.0
4630,199.3,68.5,778.2101,58.90000153
2174,199.89999,70.452079,754.0467,60.542239
2952,182.8,89.1999969,1016.265,84.5
3156,199.60001,67.8000031,899.377,57.80000305
9852,188.8,94.0,995.6031,88.90000153
2978,184.5,90.4000015,1020.934,85.09999847
10502,184.5,89.8000031,1012.879,85.09999847
3240,201.8,67.9000015,898.21,58.19999695
8729,184.0,90.4000015,972.4903,85.5
614,186.89999,89.6999969,1102.879,84.69999695
965,182.0,90.1999969,975.9922,85.30000305
10766,185.60001,90.0,979.3774,86.0
8303,185.2,88.0999985,1048.599,83.30000305
9039,188.3,88.9000015,1110.934,84.09999847
3980,200.5,69.3000031,787.4319,59.5
2391,187.60001,90.5999985,1107.432,85.69999695
1494,197.3,67.9000015,834.825,57.5
2974,183.5,89.6999969,1005.875,84.90000153
8749,186.0,90.0999985,966.7704,85.0
1015,199.0,68.0999985,850.934,58.5
8745,184.5,91.3000031,967.821,86.19999695
2315,187.8,89.3000031,1079.766,84.69999695
2187,184.0,91.0,996.6537,85.80000305
5555,186.5,89.9000015,1010.545,84.80000305
1475,198.39999,69.5,835.875,59.09999847
2564,199.8,69.4000015,818.599,59.80000305
3520,184.5,87.5,1025.486,82.30000305
3897,186.39999,91.6999969,974.8249,86.59999847
6529,183.10001,88.1999969,982.8794,83.5
96,184.0,92.9000015,979.3774,87.5
10340,189.89999,90.452079,1005.48,85.542239
1934,196.10001,71.1999969,786.3813,60.90000153
2876,202.60001,68.9000015,907.432,58.69999695
1127,198.2,69.8000031,792.1011,60.19999695
4596,185.3,89.3000031,981.712,84.40000153
8635,184.10001,92.4000015,1004.825,87.09999847
5710,183.0,90.3000031,1016.265,86.19999695
9708,186.60001,92.5999985,1028.988,87.19999695
4138,184.10001,87.4000015,1004.825,82.80000305
643,197.3,71.9000015,786.3813,61.80000305
9248,182.7,89.5999985,1020.934,84.40000153
156,182.8,89.9000015,1023.268,85.30000305
5063,200.3,71.0999985,781.712,60.30000305
5404,187.5,87.4000015,1093.541,82.59999847
2259,181.3,88.5,1002.49,83.40000153
1914,198.8,69.6999969,782.8794,59.5
2099,185.5,89.0999985,1109.766,84.40000153
4489,199.10001,66.4000015,833.658,56.59999847
4981,198.3,70.0,789.7665,60.0
4723,181.7,89.0999985,994.4358,83.90000153
381,199.89999,72.4000015,803.658,62.0
6028,183.0,92.5999985,956.3813,87.59999847
9792,188.39999,89.5,1073.93,84.59999847
8226,185.60001,91.5,1017.432,86.40000153
9658,186.3,95.0,1016.265,89.69999695
2305,186.10001,90.452079,1005.48,85.542239
168,183.60001,89.6999969,1023.268,85.0
10276,188.39999,92.4000015,1080.934,87.09999847
6920,188.0,87.9000015,1018.599,83.59999847
7911,187.2,87.6999969,1064.708,83.30000305
9860,190.39999,94.1999969,989.7665,89.0
7427,186.60001,89.1999969,1086.654,84.5
3719,185.5,89.9000015,1048.599,84.80000305
2655,197.3,70.6999969,816.265,60.80000305
1040,183.8,87.6999969,1082.101,83.59999847
4615,186.3,89.1999969,986.3813,84.40000153
2707,181.0,89.6999969,973.6576,84.80000305
2395,187.0,91.1999969,1107.432,86.09999847
7841,185.60001,90.1999969,1005.875,85.19999695
9998,185.60001,90.8000031,1007.043,85.90000153
2129,185.60001,90.5,1102.879,85.30000305
4773,201.10001,68.9000015,830.156,59.0
4705,203.3,68.4000015,875.097,58.5
4788,183.10001,87.8000031,1042.879,82.90000153
1985,199.39999,70.0,849.766,60.0
5711,183.60001,88.8000031,1016.265,84.59999847
1995,183.0,89.0999985,1063.658,84.09999847
8267,186.39999,87.5999985,1034.825,82.80000305
1360,184.39999,88.8000031,1098.21,84.19999695
7219,183.5,90.0999985,973.6576,85.40000153
2590,201.0,72.0,862.49,63.09999847
9772,186.60001,90.452079,1005.48,85.542239
246,201.10001,70.4000015,788.5992,60.19999695
3515,183.3,88.5,1010.545,83.80000305
8539,184.0,90.8000031,996.6537,85.59999847
208,185.60001,91.3000031,980.5447,86.30000305
3625,202.89999,70.6999969,809.377,61.09999847
9459,184.5,93.5999985,984.0467,88.59999847
3024,198.7,71.0999985,820.934,61.19999695
6870,186.39999,89.9000015,987.4319,85.0
419,185.5,90.0,1014.047,84.59999847
2428,202.8,71.4000015,906.265,61.0
2282,185.10001,88.5999985,1003.658,83.69999695
105,201.60001,72.3000031,793.2685,62.19999695
6910,188.39999,87.8000031,1015.214,83.69999695
10459,184.5,91.0999985,989.7665,86.19999695
3150,188.10001,88.3000031,1107.432,83.40000153
4429,201.60001,70.0,876.265,60.40000153
5509,186.8,90.5,1010.545,85.5
1748,198.2,69.5999985,789.7665,59.5
1145,183.0,90.0999985,1005.875,84.90000153
276,185.89999,92.6999969,1011.712,87.30000305
11114,185.3,93.0,988.5992,88.09999847
5055,184.2,89.8000031,994.4358,84.80000305
2176,197.5,70.452079,715.9922,60.542239
5017,198.7,69.8000031,794.4358,60.09999847
7302,185.2,90.1999969,1014.047,85.40000153
2365,185.5,89.5999985,1120.156,84.80000305
3878,200.10001,65.8000031,830.156,56.90000153
15,202.5,70.3000031,914.319,60.19999695
3563,199.5,67.8000031,827.821,58.30000305
5628,188.5,88.6999969,1108.599,84.09999847
2829,198.0,68.3000031,817.432,58.69999695
9371,187.10001,91.4000015,1103.93,86.90000153
680,185.5,91.3000031,978.2101,86.09999847
1200,197.60001,71.4000015,738.9883,61.09999847
6366,183.0,87.5999985,1032.49,82.30000305
3280,185.0,86.6999969,1000.156,82.09999847
11,204.10001,69.9000015,903.93,60.0
709,197.89999,71.6999969,789.7665,61.80000305
3159,185.60001,87.9000015,1106.265,83.40000153
3624,186.0,93.5999985,967.821,89.40000153
9007,184.39999,87.5999985,1001.323,82.80000305
11205,186.8,93.9000015,937.821,88.40000153
775,197.60001,67.8000031,835.875,57.69999695
8580,182.8,87.0999985,997.821,82.59999847
3617,182.0,87.3000031,967.821,83.19999695
4868,184.3,87.6999969,1054.436,83.59999847
3239,203.3,69.0999985,882.101,59.19999695
11014,184.0,89.6999969,955.214,85.09999847
5350,199.10001,67.9000015,910.934,57.80000305
7042,186.60001,89.5999985,1058.988,84.80000305
8747,186.10001,90.4000015,970.1556,85.19999695
2240,183.3,89.3000031,1010.545,84.19999695
5799,198.60001,70.452079,805.48,60.542239
401,185.60001,90.5999985,1009.377,85.59999847
2840,182.7,88.6999969,1028.988,83.80000305
3503,185.10001,90.6999969,994.4358,85.69999695
7684,187.60001,88.6999969,1000.156,84.40000153
8657,183.60001,91.6999969,1005.875,86.69999695
1708,183.5,89.4000015,982.8794,84.30000305
1131,183.60001,89.0,1012.879,84.40000153
8480,183.7,91.5,1005.875,86.5
605,186.7,88.6999969,1102.879,84.09999847
1825,199.7,69.8000031,818.599,60.09999847
5745,200.0,69.0999985,822.101,59.30000305
10255,185.7,89.5999985,1084.319,84.90000153
2872,203.0,68.5999985,892.49,59.0
3335,200.0,69.0999985,781.712,59.19999695
5336,184.39999,87.4000015,1087.821,82.69999695
9274,184.3,88.6999969,1024.436,83.90000153
4323,198.2,68.0999985,833.658,58.90000153
1069,201.10001,70.0999985,895.875,60.59999847
749,200.60001,68.5999985,824.436,58.40000153
9634,187.3,91.3000031,1099.377,86.59999847
1318,199.8,69.0999985,893.541,59.69999695
9949,185.3,92.5999985,950.5447,87.5
8082,185.3,89.6999969,979.3774,84.80000305
6848,186.3,91.5,987.4319,86.59999847
2587,188.5,90.452079,1005.48,85.542239
5351,183.89999,87.8000031,1103.93,83.30000305
2958,183.8,89.0,1003.658,83.80000305
959,197.7,70.0,774.8249,60.30000305
8758,184.60001,89.9000015,898.7159,84.80000305
1644,202.7,70.1999969,887.821,59.80000305
1000,185.10001,87.6999969,1047.432,82.90000153
2653,184.8,88.3000031,1101.712,84.30000305
6142,188.0,86.4000015,1102.879,82.40000153
7579,183.8,90.452079,930.9338,85.542239
1078,187.2,90.5999985,1094.708,85.69999695
2147,198.89999,71.4000015,810.545,61.0
2157,182.8,91.0,1010.545,85.80000305
11625,185.39999,86.9000015,1004.825,83.0
795,203.89999,70.452079,805.48,60.542239
8537,183.2,90.6999969,987.4319,85.90000153
8822,184.39999,93.4000015,1001.323,88.59999847
9819,189.10001,94.0,995.6031,88.5
979,185.39999,90.9000015,980.5447,85.19999695
4792,186.0,88.8000031,1012.879,83.80000305
10344,190.39999,90.452079,1005.48,85.542239
337,182.10001,90.1999969,1054.436,85.30000305
1824,200.2,69.8000031,814.047,59.69999695
1963,199.39999,70.3000031,805.875,60.30000305
407,185.39999,90.5999985,1016.265,85.59999847
7676,186.39999,88.8000031,1000.156,84.5
1839,184.10001,89.4000015,995.6031,84.80000305
7920,186.10001,88.9000015,1075.097,84.19999695
3906,186.60001,91.5999985,987.4319,86.09999847
8643,184.39999,92.5999985,1001.323,87.69999695
406,200.39999,70.5999985,808.21,60.5
1676,199.2,69.1999969,789.7665,59.59999847
108,200.60001,73.4000015,774.8249,63.0
2084,187.3,89.6999969,1114.319,84.69999695
11110,186.10001,92.6999969,998.9883,88.0
1523,182.60001,87.9000015,1026.654,83.30000305
361,184.7,94.4000015,1039.377,85.542239
1434,197.8,70.452079,805.48,60.542239
1805,186.0,90.452079,1005.48,85.542239
191,200.0,70.4000015,824.436,60.59999847
7721,186.89999,89.0,1064.708,84.5
9083,187.8,90.4000015,1116.654,85.69999695
5876,185.5,87.5999985,1127.043,83.30000305
3892,199.39999,72.0,750.5447,61.90000153
6480,183.8,89.6999969,970.1556,85.19999695
5396,202.2,67.8000031,887.821,57.90000153
6873,185.89999,89.0999985,987.4319,84.59999847
1205,184.39999,88.5999985,1037.043,84.09999847
9635,186.7,91.0999985,1115.486,86.19999695
9405,184.0,92.9000015,1005.875,87.90000153
11266,185.7,93.5,974.8249,88.5
7818,185.89999,89.8000031,1028.988,84.69999695
291,185.39999,92.8000031,1016.265,87.90000153
6917,187.39999,88.4000015,1024.436,83.40000153
5130,203.7,68.6999969,899.377,59.19999695
5146,187.0,88.4000015,1108.599,83.80000305
5632,201.0,68.5999985,912.101,59.0
4076,200.60001,67.4000015,818.599,57.69999695
1211,183.60001,90.3000031,1034.825,85.0
313,185.8,92.0,1002.49,87.19999695
10107,184.0,91.0,1008.21,85.90000153
10257,185.60001,90.0999985,1077.432,85.19999695
6614,184.39999,87.1999969,1014.047,82.19999695
1190,196.89999,69.1999969,780.5447,59.30000305
10181,185.60001,91.5,1002.49,86.19999695
11284,186.7,91.0,1094.708,86.59999847
